full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity,body_type,fuel_type,kms_driven,max_power,owner_type,resale_price_Lakh
2019 Audi Q7 45 TDI Quattro Premium Plus,Delhi,2967.0,Third Party,Automatic,alta,25000.0,2019.0,Audi,Q7 45 TDI Quattro Premium Plus,16.25,7.0,2967.0,SUV,Diesel,25000.0,245.0,First Owner,66.75
2021 Tata Nexon XM S BSVI,Delhi,1199.0,Comprehensive,Manual,baixa,8000.0,2021.0,Tata,Nexon XM S BSVI,12.1,5.0,1199.0,SUV,Petrol,8000.0,118.3,First Owner,9.35
2015 Tata Nano Twist XT,Bangalore,624.0,Third Party,Manual,baixa,50000.0,2015.0,Tata,Nano Twist XT,21.4,4.0,624.0,Hatchback,Petrol,50000.0,37.5,Third Owner,1.85
2016 Audi A3 35 TDI Attraction,Ahmedabad,1968.0,Third Party,Automatic,alta,71000.0,2016.0,Audi,A3 35 TDI Attraction,25.4,5.0,1968.0,Sedan,Diesel,71000.0,143.0,First Owner,17.25
2020 Tata Altroz XZ Diesel BSVI,Bangalore,1497.0,Third Party,Manual,baixa,57654.0,2020.0,Tata,Altroz XZ Diesel BSVI,24.3,5.0,1497.0,Hatchback,Diesel,57654.0,88.7,First Owner,7.94
2016 Maruti Baleno 1.2 Delta,Mumbai,1197.0,Comprehensive,Manual,baixa,51002.0,2016.0,Maruti,Baleno 1.2 Delta,15.1,5.0,1197.0,Hatchback,Petrol,51002.0,83.1,Second Owner,5.15
2018 Volvo S60 Cross Country D4 AWD BSIV,Kolkata,2400.0,Comprehensive,Automatic,alta,66452.0,2018.0,Volvo,S60 Cross Country D4 AWD BSIV,24.3,5.0,2400.0,Sedan,Diesel,66452.0,190.0,First Owner,19.8
2020 Maruti Swift Dzire VXI 1.2,Delhi,1197.0,Zero Dep,Manual,baixa,52492.0,2020.0,Maruti,Swift Dzire VXI 1.2,21.21,5.0,1197.0,Sedan,Petrol,52492.0,81.8,Second Owner,6.2
2020 Renault Triber RXL BSVI,Delhi,999.0,Third Party,Manual,baixa,50000.0,2020.0,Renault,Triber RXL BSVI,17.5,7.0,999.0,MUV,Petrol,50000.0,71.0,First Owner,5.5
2009 Maruti Swift 1.3 VXi,Pune,1298.0,Not Available,Manual,baixa,72884.0,2009.0,Maruti,Swift 1.3 VXi,15.73,5.0,1298.0,Hatchback,Petrol,72884.0,88.2,Second Owner,2.26
2019 Maruti Baleno 1.2 Delta,Delhi,1197.0,Comprehensive,Manual,baixa,74000.0,2019.0,Maruti,Baleno 1.2 Delta,22.54,5.0,1197.0,Hatchback,Petrol,74000.0,83.1,First Owner,5.65
2021 Tata Altroz XT BSVI,Pune,1199.0,Third Party,Manual,baixa,9934.0,2021.0,Tata,Altroz XT BSVI,21.79,5.0,1199.0,Hatchback,Petrol,9934.0,86.8,First Owner,7.25
2021 Volkswagen Taigun 1.0 TSI Topline AT BSVI,Hyderabad,999.0,Third Party,Automatic,baixa,10000.0,2021.0,Volkswagen,Taigun 1.0 TSI Topline AT BSVI,25.6,5.0,999.0,SUV,Petrol,10000.0,113.9,First Owner,18.0
2013 Hyundai Elantra SX AT,Delhi,1797.0,Third Party,Automatic,baixa,76000.0,2013.0,Hyundai,Elantra SX AT,19.81,5.0,1797.0,Sedan,Petrol,76000.0,147.5,First Owner,5.75
2016 BMW X3 xDrive30d M Sport,Chennai,2993.0,Comprehensive,Automatic,alta,50000.0,2016.0,BMW,X3 xDrive30d M Sport,15.0,5.0,2993.0,SUV,Diesel,50000.0,258.0,Second Owner,37.5
2013 Honda Brio V MT,Pune,1198.0,Third Party,Manual,baixa,100000.0,2013.0,Honda,Brio V MT,17.4,5.0,1198.0,Hatchback,Petrol,100000.0,86.8,Second Owner,2.85
2014 Nissan Sunny XL CVT,Chennai,1498.0,Comprehensive,Automatic,baixa,61236.0,2014.0,Nissan,Sunny XL CVT,24.39,5.0,1498.0,Sedan,Petrol,61236.0,99.6,First Owner,4.2
2015 Hyundai Grand i10 Sportz,Kolkata,1197.0,Third Party,Manual,baixa,90000.0,2015.0,Hyundai,Grand i10 Sportz,21.21,5.0,1197.0,Hatchback,Petrol,90000.0,82.0,First Owner,4.0
2016 Maruti Swift Dzire VDI Optional,Ahmedabad,1248.0,Third Party,Manual,baixa,80000.0,2016.0,Maruti,Swift Dzire VDI Optional,23.95,5.0,1248.0,Sedan,Diesel,80000.0,74.0,Second Owner,4.9
2018 Toyota Corolla Altis 1.8 VL CVT,Delhi,1798.0,Comprehensive,Automatic,baixa,116000.0,2018.0,Toyota,Corolla Altis 1.8 VL CVT,18.78,5.0,1798.0,Sedan,Petrol,116000.0,138.0,Second Owner,10.75
2009 Honda City 1.5 S MT,Jaipur,1497.0,Third Party,Manual,baixa,100000.0,2009.0,Honda,City 1.5 S MT,18.0,5.0,1497.0,Sedan,Petrol,100000.0,116.39,Third Owner,2.5
2021 Toyota Yaris G,Gurgaon,1496.0,Zero Dep,Manual,baixa,23589.0,2021.0,Toyota,Yaris G,22.07,5.0,1496.0,Sedan,Petrol,23589.0,105.9,First Owner,9.28
2014 Hyundai Xcent 1.2 Kappa S,Delhi,1197.0,Comprehensive,Manual,baixa,38837.0,2014.0,Hyundai,Xcent 1.2 Kappa S,14.16,5.0,1197.0,Sedan,Petrol,38837.0,82.0,First Owner,5.5
2021 Hyundai Santro Sportz Executive CNG,Delhi,1086.0,Zero Dep,Manual,baixa,54826.0,2021.0,Hyundai,Santro Sportz Executive CNG,17.01,5.0,1086.0,Hatchback,CNG,54826.0,59.1,First Owner,5.34
2010 Hyundai i10 Sportz 1.2,Kolkata,1197.0,Third Party,Manual,baixa,57000.0,2010.0,Hyundai,i10 Sportz 1.2,18.0,5.0,1197.0,Hatchback,Petrol,57000.0,78.9,Second Owner,1.85
2016 Honda City i VTEC CVT SV,Bangalore,1497.0,Comprehensive,Automatic,baixa,82998.0,2016.0,Honda,City i VTEC CVT SV,19.64,5.0,1497.0,Sedan,Petrol,82998.0,117.3,First Owner,6.5
2014 Honda City i VTEC CVT VX,Mumbai,1497.0,Comprehensive,Automatic,baixa,28419.0,2014.0,Honda,City i VTEC CVT VX,21.21,5.0,1497.0,Sedan,Petrol,28419.0,117.3,Second Owner,5.88
2010 Hyundai i10 Era,Pune,1086.0,Comprehensive,Manual,baixa,35525.0,2010.0,Hyundai,i10 Era,23.84,5.0,1086.0,Hatchback,Petrol,35525.0,68.0,First Owner,2.23
2017 Audi S5 Sportback,Mumbai,2995.0,Third Party,Automatic,alta,43774.0,2017.0,Audi,S5 Sportback,18.9,4.0,2995.0,Sedan,Petrol,43774.0,328.5,Second Owner,54.0
2014 Maruti Swift Dzire VXI,Gurgaon,1197.0,Comprehensive,Manual,baixa,77000.0,2014.0,Maruti,Swift Dzire VXI,16.1,5.0,1197.0,Sedan,Petrol,77000.0,85.8,First Owner,3.9
2017 Maruti Swift VXI,Lucknow,1197.0,Third Party,Manual,baixa,42955.0,2017.0,Maruti,Swift VXI,22.38,5.0,1197.0,Hatchback,Petrol,42955.0,88.5,First Owner,4.65
2020 Maruti XL6 Alpha,Gurgaon,1462.0,Zero Dep,Manual,baixa,81315.0,2020.0,Maruti,XL6 Alpha,19.7,6.0,1462.0,MUV,Petrol,81315.0,103.2,Second Owner,8.25
2018 Maruti Baleno 1.2 Zeta,Hyderabad,1197.0,Third Party,Manual,baixa,70000.0,2018.0,Maruti,Baleno 1.2 Zeta,18.9,5.0,1197.0,Hatchback,Petrol,70000.0,83.1,Second Owner,6.2
2016 Hyundai Grand i10 Asta Option AT,Lucknow,1197.0,Comprehensive,Automatic,baixa,51520.0,2016.0,Hyundai,Grand i10 Asta Option AT,24.39,5.0,1197.0,Hatchback,Petrol,51520.0,82.0,Second Owner,4.02
2018 Maruti Swift Dzire AMT ZXI,Lucknow,1197.0,Third Party,Automatic,baixa,67778.0,2018.0,Maruti,Swift Dzire AMT ZXI,19.7,5.0,1197.0,Sedan,Petrol,67778.0,81.8,First Owner,6.41
2016 Mahindra TUV 300 T8,Pune,1493.0,Comprehensive,Manual,baixa,38900.0,2016.0,Mahindra,TUV 300 T8,22.0,7.0,1493.0,SUV,Diesel,38900.0,100.0,Second Owner,7.3
2014 Jaguar XF 2.2 Litre Luxury,Mumbai,2179.0,Third Party,Automatic,alta,45000.0,2014.0,Jaguar,XF 2.2 Litre Luxury,22.0,5.0,2179.0,Sedan,Diesel,45000.0,187.7,Second Owner,18.0
2011 Hyundai i10 Era 1.1 iTech SE,Kolkata,1086.0,Third Party,Manual,baixa,49342.0,2011.0,Hyundai,i10 Era 1.1 iTech SE,21.7,5.0,1086.0,Hatchback,Petrol,49342.0,68.0,Second Owner,1.57
2021 Hyundai Alcazar Platinum AT,Pune,1999.0,Comprehensive,Automatic,baixa,18000.0,2021.0,Hyundai,Alcazar Platinum AT,23.65,6.0,1999.0,SUV,Petrol,18000.0,156.9,First Owner,18.5
2021 Maruti S-Presso VXI Plus 2019-2022,Chandigarh,998.0,Third Party,Manual,baixa,33960.0,2021.0,Maruti,S-Presso VXI Plus 2019-2022,20.36,5.0,998.0,Hatchback,Petrol,33960.0,65.7,First Owner,4.34
2016 Maruti Celerio ZXI AT,Pune,998.0,Comprehensive,Automatic,baixa,30200.0,2016.0,Maruti,Celerio ZXI AT,16.02,5.0,998.0,Hatchback,Petrol,30200.0,67.0,Second Owner,4.4
2012 Hyundai i20 Magna 1.4 CRDi (Diesel),Chennai,1396.0,Third Party,Manual,baixa,100000.0,2012.0,Hyundai,i20 Magna 1.4 CRDi (Diesel),21.21,5.0,1396.0,Hatchback,Diesel,100000.0,88.7,Third Owner,3.0
2018 Maruti Swift VDI,Chennai,1248.0,Third Party,Manual,baixa,120000.0,2018.0,Maruti,Swift VDI,18.9,5.0,1248.0,Hatchback,Diesel,120000.0,74.0,First Owner,6.45
2021 Mercedes-Benz GLA 200 BSVI,Mumbai,1332.0,Comprehensive,Automatic,alta,11600.0,2021.0,Mercedes-Benz,2021  GLA 200 BSVI,16.11,5.0,1332.0,SUV,Petrol,11600.0,160.9,First Owner,45.5
2017 Honda WR-V i-VTEC VX,Mumbai,1199.0,Comprehensive,Manual,baixa,27800.0,2017.0,Honda,WR-V i-VTEC VX,15.1,5.0,1199.0,SUV,Petrol,27800.0,88.7,First Owner,7.5
2015 Hyundai Creta 1.6 VTVT S,Mumbai,1591.0,Third Party,Manual,baixa,56000.0,2015.0,Hyundai,Creta 1.6 VTVT S,12.7,5.0,1591.0,SUV,Petrol,56000.0,121.3,Second Owner,7.51
2014 Renault Duster 110PS Diesel RxZ,Gurgaon,1461.0,Third Party,Manual,baixa,112186.0,2014.0,Renault,Duster 110PS Diesel RxZ,24.35,5.0,1461.0,SUV,Diesel,112186.0,108.4,First Owner,3.89
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,Ahmedabad,1197.0,Comprehensive,Manual,baixa,56846.0,2019.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,14.49,5.0,1197.0,Hatchback,Petrol,56846.0,81.8,First Owner,5.2
2016 Jaguar XF 2.2 Litre Luxury,Mumbai,2179.0,Comprehensive,Automatic,alta,79400.0,2016.0,Jaguar,XF 2.2 Litre Luxury,22.0,5.0,2179.0,Sedan,Diesel,79400.0,187.7,Second Owner,18.5
2021 Maruti Baleno Zeta,Ahmedabad,1197.0,Third Party,Manual,baixa,13550.0,2021.0,Maruti,Baleno Zeta,13.5,5.0,1197.0,Hatchback,Petrol,13550.0,81.8,First Owner,7.2
2004 OpelCorsa 1.4Gsi,Bangalore,1389.0,Third Party,Manual,baixa,120000.0,2004.0,OpelCorsa,1.4Gsi,23.0,5.0,1389.0,Sedan,Petrol,120000.0,86.8,Fourth Owner,0.65
2016 Toyota Innova Crysta 2.4 VX MT 8S BSIV,Kolkata,2393.0,Third Party,Manual,baixa,80000.0,2016.0,Toyota,Innova Crysta 2.4 VX MT 8S BSIV,17.4,8.0,2393.0,MUV,Diesel,80000.0,147.8,First Owner,16.5
2015 Mahindra Bolero Power Plus Plus AC BSIV PS,Delhi,2523.0,Third Party,Manual,baixa,40000.0,2015.0,Mahindra,Bolero Power Plus Plus AC BSIV PS,19.4,9.0,2523.0,SUV,Diesel,40000.0,63.0,Second Owner,2.85
2012 Hyundai EON Era Plus,Hyderabad,814.0,Comprehensive,Manual,baixa,51545.0,2012.0,Hyundai,EON Era Plus,21.74,5.0,814.0,Hatchback,Petrol,51545.0,55.2,First Owner,2.38
2019 Maruti Alto 800 LXI CNG,Jaipur,796.0,Third Party,Manual,baixa,63515.0,2019.0,Maruti,Alto 800 LXI CNG,17.41,5.0,796.0,Hatchback,CNG,63515.0,47.3,First Owner,3.52
2016 Renault KWID RXT,Hyderabad,799.0,Third Party,Manual,baixa,60000.0,2016.0,Renault,KWID RXT,24.3,5.0,799.0,Hatchback,Petrol,60000.0,53.3,Third Owner,2.5
2015 Hyundai Grand i10 Sportz,Kolkata,1197.0,Comprehensive,Manual,baixa,14263.0,2015.0,Hyundai,Grand i10 Sportz,14.7,5.0,1197.0,Hatchback,Petrol,14263.0,82.0,Second Owner,3.61
2021 Maruti Baleno 1.2 CVT Alpha,Bangalore,1197.0,Comprehensive,Automatic,baixa,8500.0,2021.0,Maruti,Baleno 1.2 CVT Alpha,19.01,5.0,1197.0,Hatchback,Petrol,8500.0,83.1,First Owner,8.95
2011 Hyundai i10 Sportz,Delhi,1197.0,Comprehensive,Manual,baixa,67985.0,2011.0,Hyundai,i10 Sportz,13.0,5.0,1197.0,Hatchback,Petrol,67985.0,78.9,First Owner,2.34
2018 Skoda Octavia 1.4 TSI MT Ambition,Delhi,1395.0,Comprehensive,Manual,baixa,65000.0,2018.0,Skoda,Octavia 1.4 TSI MT Ambition,18.6,5.0,1395.0,Sedan,Petrol,65000.0,148.0,First Owner,13.5
2020 Honda Amaze VX Petrol BSIV,Chennai,1199.0,Zero Dep,Manual,baixa,34329.0,2020.0,Honda,Amaze VX Petrol BSIV,23.84,5.0,1199.0,Sedan,Petrol,34329.0,88.7,First Owner,7.82
2016 Maruti Ertiga SHVS VDI,Delhi,1248.0,Third Party,Manual,baixa,110000.0,2016.0,Maruti,Ertiga SHVS VDI,26.2,7.0,1248.0,MUV,Diesel,110000.0,88.5,First Owner,7.5
2018 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Mumbai,1248.0,Third Party,Automatic,baixa,39538.0,2018.0,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,21.7,5.0,1248.0,SUV,Diesel,39538.0,88.5,Second Owner,8.49
2016 Volkswagen Polo 1.2 MPI Highline,Hyderabad,1199.0,Third Party,Manual,baixa,80912.0,2016.0,Volkswagen,Polo 1.2 MPI Highline,26.59,5.0,1199.0,Hatchback,Petrol,80912.0,74.0,Second Owner,4.97
2016 Hyundai i10 Magna,Chennai,1197.0,Comprehensive,Manual,baixa,92183.0,2016.0,Hyundai,i10 Magna,13.0,5.0,1197.0,Hatchback,Petrol,92183.0,78.9,First Owner,3.9
2013 Hyundai Grand i10 Sportz,Bangalore,1197.0,Not Available,Manual,baixa,88700.0,2013.0,Hyundai,Grand i10 Sportz,17.5,5.0,1197.0,Hatchback,Petrol,88700.0,82.0,Second Owner,3.5
2021 Volkswagen Taigun 1.0 TSI Topline BSVI,Bangalore,999.0,Comprehensive,Manual,baixa,97346.0,2021.0,Volkswagen,Taigun 1.0 TSI Topline BSVI,21.21,5.0,999.0,SUV,Petrol,97346.0,113.9,First Owner,13.87
2010 Maruti A-Star Vxi,Pune,998.0,Third Party,Manual,baixa,74000.0,2010.0,Maruti,A-Star Vxi,17.0,5.0,998.0,Hatchback,Petrol,74000.0,66.1,First Owner,1.7
2017 Maruti Vitara Brezza VDi,Lucknow,1248.0,Third Party,Manual,baixa,67646.0,2017.0,Maruti,Vitara Brezza VDi,18.0,5.0,1248.0,SUV,Diesel,67646.0,88.5,First Owner,5.93
2021 Maruti Swift Dzire VXI AT BSVI,Delhi,1197.0,Third Party,Automatic,baixa,20000.0,2021.0,Maruti,Swift Dzire VXI AT BSVI,19.5,5.0,1197.0,Sedan,Petrol,20000.0,88.5,First Owner,7.5
2014 Fiat Punto 1.2 Active,Chennai,1172.0,Third Party,Manual,baixa,90000.0,2014.0,Fiat,Punto 1.2 Active,21.0,5.0,1172.0,Hatchback,Petrol,90000.0,67.0,Fourth Owner,1.8
2018 Maruti Celerio VXI CNG,Delhi,998.0,Comprehensive,Manual,baixa,79923.0,2018.0,Maruti,Celerio VXI CNG,18.6,5.0,998.0,Hatchback,CNG,79923.0,55.9,First Owner,4.2
2020 Honda City VX MT,Chennai,1498.0,Comprehensive,Manual,baixa,37294.0,2020.0,Honda,City VX MT,16.0,5.0,1498.0,Sedan,Petrol,37294.0,119.3,Second Owner,10.9
2018 Maruti Ignis 1.2 Sigma BSIV,Hyderabad,1197.0,Third Party,Manual,baixa,103763.0,2018.0,Maruti,Ignis 1.2 Sigma BSIV,22.0,5.0,1197.0,Hatchback,Petrol,103763.0,81.8,First Owner,3.81
2018 Hyundai EON Era Plus,Lucknow,814.0,Third Party,Manual,baixa,66198.0,2018.0,Hyundai,EON Era Plus,18.5,5.0,814.0,Hatchback,Petrol,66198.0,55.2,First Owner,2.92
2019 Mahindra Marazzo M8,Kolkata,1497.0,Third Party,Manual,baixa,33000.0,2019.0,Mahindra,Marazzo M8,18.0,7.0,1497.0,MUV,Diesel,33000.0,121.0,First Owner,8.49
2019 Honda City i-VTEC V,Bangalore,1497.0,Zero Dep,Manual,baixa,42445.0,2019.0,Honda,City i-VTEC V,21.4,5.0,1497.0,Sedan,Petrol,42445.0,117.6,Second Owner,8.19
2013 Tata Nano Lx BSIV,Gurgaon,624.0,Third Party,Manual,baixa,20000.0,2013.0,Tata,Nano Lx BSIV,12.05,4.0,624.0,Hatchback,Petrol,20000.0,37.4,First Owner,0.9
2016 Hyundai Xcent 1.1 CRDi S,Hyderabad,1120.0,Third Party,Manual,baixa,120000.0,2016.0,Hyundai,Xcent 1.1 CRDi S,18.9,5.0,1120.0,Sedan,Diesel,120000.0,71.0,Third Owner,2.8
2015 Maruti Wagon R VXI BS IV,Lucknow,998.0,Third Party,Manual,baixa,64154.0,2015.0,Maruti,Wagon R VXI BS IV,23.1,5.0,998.0,Hatchback,Petrol,64154.0,67.0,First Owner,3.19
2015 Honda Amaze SX i-VTEC,Delhi,1198.0,Comprehensive,Manual,baixa,47000.0,2015.0,Honda,Amaze SX i-VTEC,17.1,5.0,1198.0,Sedan,Petrol,47000.0,86.7,First Owner,4.75
2022 Maruti XL6 Zeta AT BSVI,Mumbai,1462.0,Third Party,Automatic,baixa,9800.0,2022.0,Maruti,XL6 Zeta AT BSVI,19.0,6.0,1462.0,MUV,Petrol,9800.0,101.6,First Owner,13.95
2018 Maruti Alto 800 LXI,Ahmedabad,796.0,Third Party,Manual,baixa,12496.0,2018.0,Maruti,Alto 800 LXI,19.01,5.0,796.0,Hatchback,Petrol,12496.0,47.3,Second Owner,3.18
2008 Hyundai Santro Xing GLS,Bangalore,1086.0,Third Party,Manual,baixa,50000.0,2008.0,Hyundai,Santro Xing GLS,20.3,5.0,1086.0,Hatchback,Petrol,50000.0,62.1,Third Owner,2.25
2016 Hyundai Grand i10 Asta Option,Chennai,1197.0,Comprehensive,Manual,baixa,69731.0,2016.0,Hyundai,Grand i10 Asta Option,20.3,5.0,1197.0,Hatchback,Petrol,69731.0,82.0,First Owner,5.32
2019 Maruti Baleno 1.2 Alpha,Lucknow,1197.0,Third Party,Manual,baixa,29679.0,2019.0,Maruti,Baleno 1.2 Alpha,22.0,5.0,1197.0,Hatchback,Petrol,29679.0,83.1,First Owner,6.39
2011 Honda City V MT,Bangalore,1497.0,Not Available,Manual,baixa,95343.0,2011.0,Honda,City V MT,19.7,5.0,1497.0,Sedan,Petrol,95343.0,116.3,Third Owner,3.77
2016 Maruti Vitara Brezza ZDi Plus Dual Tone,Gurgaon,1248.0,Third Party,Manual,baixa,120000.0,2016.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,20.7,5.0,1248.0,SUV,Diesel,120000.0,88.5,Second Owner,5.65
2016 Mercedes-Benz GLE 250d,Delhi,2143.0,Third Party,Automatic,alta,80000.0,2016.0,Mercedes-Benz,2016  GLE 250d,17.8,5.0,2143.0,SUV,Diesel,80000.0,201.1,Second Owner,32.0
2022 Tata Harrier XZA Plus Dual Tone AT BSVI,Chennai,1956.0,Zero Dep,Automatic,baixa,22973.0,2022.0,Tata,Harrier XZA Plus Dual Tone AT BSVI,18.2,5.0,1956.0,SUV,Diesel,22973.0,167.6,First Owner,17.7
2021 Honda WR-V VX,Hyderabad,1199.0,Third Party,Manual,baixa,30300.0,2021.0,Honda,WR-V VX,17.1,5.0,1199.0,SUV,Petrol,30300.0,88.5,First Owner,9.75
2020 Maruti Wagon R VXI,Pune,998.0,Comprehensive,Manual,baixa,34011.0,2020.0,Maruti,Wagon R VXI,20.45,5.0,998.0,Hatchback,Petrol,34011.0,67.1,First Owner,6.0
2018 Maruti Swift Dzire VDI,Pune,1248.0,Third Party,Manual,baixa,70000.0,2018.0,Maruti,Swift Dzire VDI,19.1,5.0,1248.0,Sedan,Diesel,70000.0,74.0,First Owner,7.0
2016 Volkswagen Vento 1.5 TDI Highline Plus AT,Chennai,1498.0,Comprehensive,Automatic,baixa,70000.0,2016.0,Volkswagen,Vento 1.5 TDI Highline Plus AT,18.7,5.0,1498.0,Sedan,Diesel,70000.0,108.6,First Owner,7.45
2021 Toyota Urban cruiser Mid,Gurgaon,1462.0,Third Party,Manual,baixa,60000.0,2021.0,Toyota,Urban cruiser Mid,18.78,5.0,1462.0,SUV,Petrol,60000.0,103.2,First Owner,8.4
2017 Maruti Swift Dzire VXI,Mumbai,1197.0,Third Party,Manual,baixa,46892.0,2017.0,Maruti,Swift Dzire VXI,15.2,5.0,1197.0,Sedan,Petrol,46892.0,83.1,First Owner,5.95
2020 Hyundai Aura SX,Delhi,1197.0,Third Party,Manual,baixa,50000.0,2020.0,Hyundai,Aura SX,15.8,5.0,1197.0,Sedan,Petrol,50000.0,81.8,First Owner,5.86
2008 Hyundai Santro Xing ECO,Chandigarh,1086.0,Not Available,Manual,baixa,122704.0,2008.0,Hyundai,Santro Xing ECO,12.9,5.0,1086.0,Hatchback,LPG,122704.0,103.88974615994809,Third Owner,0.78
2017 Toyota Etios 1.4 GXD,Ahmedabad,1364.0,Third Party,Manual,baixa,100000.0,2017.0,Toyota,Etios 1.4 GXD,18.5,5.0,1364.0,Sedan,Diesel,100000.0,67.0,First Owner,5.95
2022 Volkswagen Taigun 1.0 TSI Highline AT BSVI,Hyderabad,999.0,Third Party,Automatic,baixa,10000.0,2022.0,Volkswagen,Taigun 1.0 TSI Highline AT BSVI,17.0,5.0,999.0,SUV,Petrol,10000.0,113.9,First Owner,16.5
2017 Hyundai Creta 1.6 VTVT SX Plus,Mumbai,1591.0,Third Party,Manual,baixa,62800.0,2017.0,Hyundai,Creta 1.6 VTVT SX Plus,15.6,5.0,1591.0,SUV,Petrol,62800.0,121.3,First Owner,8.75
2010 Maruti Zen Estilo LXI,Chennai,998.0,Comprehensive,Manual,baixa,55405.0,2010.0,Maruti,Zen Estilo LXI,19.56,5.0,998.0,Hatchback,Petrol,55405.0,67.1,First Owner,2.2
2018 Hyundai i20 1.2 Asta,Delhi,1197.0,Third Party,Manual,baixa,40000.0,2018.0,Hyundai,i20 1.2 Asta,17.1,5.0,1197.0,Hatchback,Petrol,40000.0,81.8,First Owner,5.5
2018 Hyundai i20 1.2 Asta Option,Bangalore,1197.0,Third Party,Manual,baixa,65015.0,2018.0,Hyundai,i20 1.2 Asta Option,20.51,5.0,1197.0,Hatchback,Petrol,65015.0,81.8,First Owner,7.22
2018 BMW 5 Series 520d Luxury Line,Bangalore,1995.0,Comprehensive,Automatic,alta,45000.0,2018.0,BMW,5 Series 520d Luxury Line,20.7,5.0,1995.0,Sedan,Diesel,45000.0,187.7,Second Owner,45.0
2017 Honda WR-V i-VTEC VX,Pune,1199.0,Third Party,Manual,baixa,39000.0,2017.0,Honda,WR-V i-VTEC VX,11.24,5.0,1199.0,SUV,Petrol,39000.0,88.7,First Owner,7.5
2014 Maruti Swift VXI,Bangalore,1197.0,Comprehensive,Manual,baixa,49570.0,2014.0,Maruti,Swift VXI,11.5,5.0,1197.0,Hatchback,Petrol,49570.0,88.5,First Owner,5.07
2012 Maruti Swift Dzire LXI,Pune,1197.0,Comprehensive,Manual,baixa,65471.0,2012.0,Maruti,Swift Dzire LXI,15.3,5.0,1197.0,Sedan,Petrol,65471.0,88.5,Second Owner,3.42
2018 Hyundai Verna VTVT 1.6 SX,Bangalore,1591.0,Comprehensive,Manual,baixa,41576.0,2018.0,Hyundai,Verna VTVT 1.6 SX,17.8,5.0,1591.0,Sedan,Petrol,41576.0,121.3,First Owner,8.69
2016 Honda Jazz 1.2 V AT i VTEC,Ahmedabad,1199.0,Comprehensive,Automatic,baixa,29478.0,2016.0,Honda,Jazz 1.2 V AT i VTEC,14.74,5.0,1199.0,Hatchback,Petrol,29478.0,88.7,First Owner,5.98
2022 Toyota Urban cruiser High,Ahmedabad,1462.0,Third Party,Manual,baixa,10000.0,2022.0,Toyota,Urban cruiser High,26.0,5.0,1462.0,SUV,Petrol,10000.0,103.2,First Owner,10.21
2013 Maruti Alto 800 LXI,Delhi,796.0,Third Party,Manual,baixa,21090.0,2013.0,Maruti,Alto 800 LXI,20.0,5.0,796.0,Hatchback,Petrol,21090.0,47.3,Second Owner,1.95
2018 Hyundai i20 Petrol Asta Option,Bangalore,1197.0,Comprehensive,Manual,baixa,33040.0,2018.0,Hyundai,i20 Petrol Asta Option,15.63,5.0,1197.0,Hatchback,Petrol,33040.0,81.8,Second Owner,7.99
2013 Honda Amaze S i-Dtech,Pune,1498.0,Third Party,Manual,baixa,79000.0,2013.0,Honda,Amaze S i-Dtech,25.2,5.0,1498.0,Sedan,Diesel,79000.0,98.6,First Owner,4.35
2013 Hyundai i20 Sportz 1.2,Jaipur,1197.0,Comprehensive,Manual,baixa,68551.0,2013.0,Hyundai,i20 Sportz 1.2,14.4,5.0,1197.0,Hatchback,Petrol,68551.0,82.8,First Owner,3.64
2011 Honda Jazz S,Pune,1198.0,Third Party,Manual,baixa,77000.0,2011.0,Honda,Jazz S,18.9,5.0,1198.0,Hatchback,Petrol,77000.0,90.0,First Owner,2.9
2021 Hyundai Creta SX Opt Diesel BSVI,Hyderabad,1493.0,Third Party,Manual,baixa,20000.0,2021.0,Hyundai,Creta SX Opt Diesel BSVI,19.3,5.0,1493.0,SUV,Diesel,20000.0,113.4,First Owner,18.1
2016 Chevrolet Beat PS,Gurgaon,1199.0,Not Available,Manual,baixa,58180.675696982726,2016.0,Chevrolet,Beat PS,18.5,5.0,1199.0,Hatchback,Petrol,58180.675696982726,76.8,First Owner,1.9
2021 Audi Q2 Premium Plus II,Gurgaon,1984.0,Third Party,Automatic,alta,40000.0,2021.0,Audi,Q2 Premium Plus II,18.9,5.0,1984.0,SUV,Petrol,40000.0,187.7,First Owner,39.0
2011 Hyundai i20 1.2 Magna,Kolkata,1197.0,Third Party,Manual,baixa,48072.0,2011.0,Hyundai,i20 1.2 Magna,13.0,5.0,1197.0,Hatchback,Petrol,48072.0,78.91,Second Owner,2.2
2019 Audi A3 35 TFSI Premium Plus,Gurgaon,1395.0,Comprehensive,Automatic,alta,26300.0,2019.0,Audi,A3 35 TFSI Premium Plus,13.0,5.0,1395.0,Sedan,Petrol,26300.0,150.0,First Owner,26.8
