mileage,ano,seats,engine_capacity,kms_driven,max_power,ID
17.68,2023.0,5.0,1498.0,10000.0,108.4,965
21.21,2016.0,5.0,998.0,54000.0,67.0,966
17.4,2017.0,5.0,1498.0,106000.0,108.6,967
12.0,2015.0,5.0,1197.0,40000.0,83.1,968
16.96,2021.0,5.0,998.0,20000.0,118.3,969
13.7,2012.0,5.0,1086.0,57413.0,68.0,970
10.1,2019.0,5.0,1396.0,30000.0,88.7,971
18.0,2008.0,8.0,796.0,80000.0,35.0,972
17.05,2015.0,5.0,1197.0,40000.0,78.8,973
21.01,2017.0,5.0,1995.0,102267.0,188.0,974
26.59,2019.0,5.0,1995.0,39500.0,188.0,975
18.2,2018.0,5.0,1197.0,23724.0,81.8,976
21.01,2016.0,5.0,1591.0,35715.0,121.3,977
22.41,2021.0,5.0,1197.0,12000.0,108.6,978
17.4,2018.0,5.0,1197.0,49500.0,83.1,979
23.01,2021.0,5.0,1497.0,40923.0,88.7,980
18.0,2022.0,5.0,1498.0,10000.0,104.5,981
23.95,2017.0,5.0,1197.0,60000.0,83.1,982
17.01,2021.0,5.0,1197.0,40000.0,81.8,983
17.6,2021.0,5.0,1197.0,17686.0,68.0,984
24.3,2013.0,5.0,1197.0,77882.0,85.8,985
17.0,2023.0,5.0,1462.0,10000.0,86.6,986
17.68,2015.0,5.0,1199.0,80000.0,82.4,987
22.0,2018.0,5.0,799.0,51446.0,53.2,988
49.839999999999996,2016.0,5.0,2987.0,30500.0,254.7,989
23.84,2017.0,5.0,1591.0,57613.0,121.3,990
18.9,2020.0,5.0,1199.0,50000.0,118.3,991
17.7,2021.0,5.0,1451.0,21000.0,141.0,992
16.55,2019.0,5.0,1197.0,50000.0,81.8,993
23.0,2016.0,5.0,1582.0,72000.0,126.2,994
17.4,2016.0,5.0,1591.0,50000.0,121.3,995
24.0,2019.0,5.0,1197.0,30000.0,83.1,996
21.1,2020.0,5.0,1493.0,11840.0,113.4,997
18.9,2022.0,7.0,2755.0,20000.0,201.1,998
19.4,2020.0,5.0,796.0,8695.0,47.3,999
19.12,2013.0,5.0,1968.0,60000.0,174.3,1000
21.0,2018.0,5.0,1197.0,34000.0,81.8,1001
18.15,2020.0,5.0,1497.0,30000.0,117.6,1002
20.36,2021.0,7.0,2393.0,35000.0,148.0,1003
17.5,2016.0,5.0,1968.0,90000.0,138.0,1004
14.53,2021.0,5.0,999.0,20338.0,98.6,1005
22.38,2016.0,5.0,1991.0,39500.0,183.0,1006
22.74,2009.0,5.0,2354.0,98070.0,149.92,1007
16.55,2009.0,5.0,995.0,70000.0,62.0,1008
13.0,2011.0,5.0,1995.0,102000.0,184.0,1009
17.52,2021.0,5.0,1197.0,12024.0,81.8,1010
14.21,2017.0,5.0,1248.0,88411.0,74.0,1011
17.4,2013.0,5.0,1199.0,50000.0,82.4,1012
19.56,2019.0,5.0,1197.0,70000.0,81.8,1013
23.01,2021.0,5.0,1197.0,23227.0,88.5,1014
25.8,2018.0,5.0,1497.0,61000.0,117.6,1015
21.4,2019.0,5.0,999.0,52231.0,67.0,1016
13.7,2018.0,5.0,1497.0,48979.0,117.3,1017
17.0,2017.0,5.0,998.0,56200.0,67.0,1018
18.0,2017.0,5.0,1591.0,46000.0,121.3,1019
17.52,2012.0,5.0,1496.0,120000.0,88.7,1020
12.99,2010.0,5.0,1086.0,120000.0,62.0,1021
19.01,2017.0,5.0,1248.0,120000.0,88.5,1022
13.6,2017.0,5.0,1197.0,30272.0,81.8,1023
18.0,2015.0,5.0,1968.0,31000.0,174.3,1024
26.0,2020.0,5.0,999.0,31150.0,67.0,1025
14.6,2017.0,5.0,998.0,86000.0,55.9,1026
20.4,2022.0,7.0,1462.0,30000.0,91.1,1027
13.0,2019.0,5.0,1199.0,28000.0,84.0,1028
18.44,2013.0,5.0,998.0,60000.0,67.1,1029
15.37,2021.0,5.0,1497.0,40000.0,113.1,1030
20.45,2013.0,5.0,1968.0,122000.0,147.5,1031
17.0,2019.0,5.0,1498.0,40000.0,98.9,1032
10.5,2018.0,5.0,1497.0,13000.0,117.6,1033
20.36,2020.0,5.0,1493.0,50000.0,98.6,1034
16.38,2015.0,5.0,1120.0,63000.0,70.0,1035
18.5,2012.0,5.0,814.0,50000.0,55.2,1036
13.7,2016.0,5.0,1197.0,32907.0,82.0,1037
16.82,2013.0,5.0,1198.0,65200.0,86.8,1038
21.72,2017.0,5.0,1373.0,120178.0,91.1,1039
18.5,2020.0,5.0,1197.0,34139.0,81.8,1040
16.0,2021.0,5.0,998.0,11001.0,118.3,1041
22.41,2008.0,5.0,1197.0,69000.0,78.9,1042
20.0,2019.0,5.0,1199.0,74862.0,88.7,1043
20.09,2011.0,5.0,1798.0,118664.0,138.1,1044
20.4,2018.0,5.0,1197.0,98221.0,88.5,1045
21.64,2015.0,5.0,796.0,16648.0,47.3,1046
21.01,2018.0,5.0,1995.0,20000.0,187.7,1047
17.1,2016.0,5.0,1591.0,60647.0,121.3,1048
17.03,2020.0,5.0,1197.0,25000.0,81.8,1049
22.38,2012.0,5.0,2143.0,120000.0,203.0,1050
24.3,2015.0,5.0,1497.0,18255.0,117.6,1051
21.63,2021.0,5.0,1197.0,6122.0,81.8,1052
16.3,2016.0,5.0,999.0,14993.0,67.0,1053
18.2,2015.0,5.0,1498.0,109480.0,98.6,1054
20.0,2019.0,5.0,1197.0,14218.0,83.1,1055
20.0,2015.0,5.0,1997.0,79101.0,153.8,1056
19.12,2017.0,5.0,1591.0,80000.0,121.3,1057
15.1,2014.0,5.0,1198.0,62272.0,86.7,1058
18.0,2021.0,5.0,1197.0,9043.0,81.8,1059
17.4,2015.0,8.0,2494.0,95000.0,100.6,1060
14.7,2020.0,6.0,1462.0,30000.0,103.2,1061
17.52,2006.0,7.0,2523.0,120000.0,63.0,1062
22.0,2015.0,5.0,1497.0,55102.0,117.3,1063
27.39,2017.0,5.0,998.0,41859.0,65.7,1064
19.56,2012.0,5.0,1368.0,120000.0,112.0,1065
16.5,2018.0,5.0,1197.0,32000.0,83.1,1066
21.66,2017.0,5.0,1591.0,56000.0,121.3,1067
15.0,2010.0,5.0,1198.0,55000.0,75.0,1068
20.51,2017.0,5.0,1196.0,41771.0,73.0,1069
11.36,2014.0,5.0,1461.0,101840.0,83.8,1070
14.6,2011.0,5.0,1497.0,135789.0,116.39,1071
14.84,2012.0,4.0,2993.0,75000.0,271.2,1072
14.84,2008.0,5.0,1197.0,45000.0,78.9,1073
22.41,2019.0,5.0,1995.0,93986.0,182.4,1074
17.01,2021.0,5.0,1199.0,28741.0,108.4,1075
19.4,2012.0,5.0,1968.0,110000.0,138.1,1076
17.01,2022.0,5.0,1197.0,20000.0,108.6,1077
13.0,2018.0,5.0,1498.0,93591.0,108.6,1078
18.9,2013.0,5.0,1197.0,72256.0,82.8,1079
15.17,2019.0,5.0,1493.0,89609.0,106.0,1080
20.36,2012.0,5.0,1197.0,29634.0,88.5,1081
12.9,2019.0,5.0,1497.0,56180.0,115.0,1082
20.5,2020.0,5.0,1199.0,20000.0,84.8,1083
16.0,2015.0,5.0,1197.0,82878.0,81.8,1084
25.17,2012.0,5.0,1461.0,100000.0,84.8,1085
25.8,2022.0,5.0,1197.0,20000.0,81.8,1086
19.6,2021.0,5.0,1956.0,16500.0,167.6,1087
11.36,2020.0,5.0,1462.0,49848.0,103.2,1088
14.99,2014.0,5.0,1197.0,38450.0,88.5,1089
17.45,2018.0,5.0,1248.0,98342.0,88.5,1090
26.6,2021.0,5.0,998.0,6700.0,67.0,1091
16.0,2018.0,5.0,1956.0,56189.0,170.0,1092
18.6,2020.0,7.0,999.0,6118.0,71.0,1093
23.01,2022.0,7.0,999.0,10000.0,71.0,1094
24.39,2011.0,5.0,1399.0,100000.0,68.0,1095
22.38,2015.0,5.0,1373.0,47925.0,91.1,1096
17.8,2020.0,4.0,2184.0,9000.0,130.0,1097
23.01,2018.0,7.0,2179.0,30000.0,152.8,1098
20.0,2016.0,5.0,1497.0,53100.0,117.3,1099
23.65,2020.0,5.0,1497.0,32000.0,117.6,1100
14.2,2009.0,5.0,1198.0,110000.0,70.0,1101
24.3,2019.0,5.0,1197.0,41000.0,81.8,1102
24.3,2015.0,5.0,1197.0,52611.0,81.8,1103
21.63,2018.0,5.0,1248.0,57000.0,74.0,1104
18.6,2021.0,5.0,1197.0,13225.0,81.8,1105
16.73,2021.0,5.0,1353.0,38000.0,138.0,1106
15.37,2016.0,5.0,1498.0,109668.0,108.6,1107
19.5,2019.0,5.0,1991.0,17000.0,194.4,1108
20.65,2014.0,5.0,998.0,77267.0,67.0,1109
19.0,2016.0,7.0,2755.0,62000.0,171.5,1110
39.199999999999996,2022.0,5.0,1956.0,3000.0,167.6,1111
24.4,2018.0,5.0,1598.0,22236.0,103.2,1112
21.1,2018.0,5.0,1598.0,80000.0,103.2,1113
22.41,2015.0,5.0,1197.0,59994.0,88.5,1114
27.97,2017.0,5.0,1591.0,82196.0,121.3,1115
22.7,2022.0,5.0,999.0,24000.0,113.9,1116
20.65,2015.0,5.0,1591.0,80000.0,121.3,1117
15.41,2016.0,5.0,2143.0,64000.0,204.0,1118
22.54,2014.0,5.0,1197.0,46054.0,82.0,1119
15.1,2017.0,5.0,1968.0,58000.0,181.0,1120
17.92,2008.0,5.0,1197.0,79098.0,78.9,1121
21.7,2017.0,7.0,2755.0,71809.0,174.5,1122
17.92,2012.0,5.0,1598.0,76000.0,103.5,1123
22.41,2018.0,5.0,1368.0,20000.0,160.0,1124
26.55,2019.0,5.0,799.0,14000.0,53.3,1125
20.65,2015.0,5.0,1498.0,80000.0,98.6,1126
18.75,2016.0,5.0,1461.0,94226.0,108.4,1127
18.6,2016.0,7.0,2755.0,175000.0,171.5,1128
18.9,2019.0,5.0,1498.0,42916.0,104.5,1129
20.09,2016.0,7.0,1493.0,59485.0,100.0,1130
18.9,2018.0,5.0,998.0,66337.0,58.1,1131
23.1,2019.0,5.0,1368.0,30000.0,160.0,1132
15.6,2015.0,5.0,1197.0,40000.0,81.8,1133
18.7,2017.0,5.0,999.0,50000.0,67.0,1134
23.01,2016.0,5.0,998.0,69898.0,65.7,1135
25.17,2015.0,5.0,1197.0,58131.0,88.5,1136
24.4,2018.0,5.0,1496.0,79380.0,105.9,1137
24.29,2017.0,5.0,999.0,62000.0,67.0,1138
16.42,2021.0,7.0,999.0,12602.0,71.0,1139
14.59,2017.0,5.0,1248.0,83811.0,88.5,1140
19.7,2019.0,7.0,2198.0,80000.0,158.2,1141
17.7,2017.0,5.0,1248.0,120000.0,88.5,1142
16.47,2018.0,5.0,1248.0,48066.0,88.5,1143
17.71,2019.0,5.0,998.0,28689.0,67.0,1144
26.0,2021.0,5.0,1199.0,40000.0,88.7,1145
15.5,2011.0,5.0,1995.0,158156.0,218.0,1146
21.1,2016.0,5.0,1196.0,120000.0,73.0,1147
16.0,2018.0,5.0,1199.0,55561.0,88.7,1148
20.73,2021.0,5.0,1462.0,31638.0,103.2,1149
11.67,2019.0,5.0,1199.0,22421.0,88.7,1150
17.99,2022.0,5.0,1197.0,20000.0,68.0,1151
17.0,2017.0,5.0,1120.0,120000.0,71.0,1152
17.0,2017.0,5.0,814.0,43698.0,55.2,1153
21.1,2011.0,5.0,1197.0,62689.0,88.5,1154
22.9,2022.0,5.0,1490.0,10000.0,91.1,1155
15.34,2018.0,5.0,799.0,15576.0,53.6,1156
20.73,2020.0,5.0,1462.0,34904.0,103.2,1157
12.8,2017.0,5.0,1598.0,63700.0,103.2,1158
18.0,2017.0,5.0,1396.0,47057.0,88.7,1159
26.68,2018.0,7.0,2179.0,53768.0,152.8,1160
44.226,2010.0,5.0,1086.0,60020.0,62.1,1161
21.5,2021.0,5.0,998.0,30000.0,65.7,1162
25.01,2010.0,5.0,1086.0,80000.0,62.1,1163
18.6,2015.0,5.0,1197.0,120000.0,88.5,1164
16.47,2019.0,5.0,1197.0,90000.0,70.4,1165
17.92,2021.0,5.0,1462.0,9849.0,103.2,1166
21.4,2021.0,5.0,999.0,30000.0,71.0,1167
22.32,2017.0,5.0,1197.0,80030.0,81.8,1168
24.39,2011.0,5.0,998.0,63172.0,67.1,1169
12.99,2020.0,5.0,1199.0,20000.0,84.8,1170
16.8,2018.0,5.0,1197.0,44626.0,81.8,1171
16.6,2017.0,5.0,998.0,33155.0,67.0,1172
28.4,2010.0,5.0,1196.0,70000.0,70.0,1173
18.6,2017.0,5.0,1199.0,47739.0,88.7,1174
22.74,2021.0,4.0,1997.0,24000.0,150.0,1175
21.19,2017.0,5.0,999.0,68000.0,67.0,1176
22.38,2019.0,5.0,799.0,12083.0,53.3,1177
22.05,2016.0,5.0,1120.0,150000.0,71.0,1178
20.0,2018.0,5.0,1498.0,84180.0,99.0,1179
18.5,2021.0,5.0,1498.0,12912.0,104.5,1180
26.2,2018.0,5.0,1999.0,50957.0,149.9,1181
19.02,2008.0,5.0,796.0,102624.0,46.3,1182
20.51,2022.0,5.0,1497.0,14991.0,113.1,1183
19.4,2016.0,5.0,1198.0,52321.0,74.0,1184
22.0,2018.0,5.0,1197.0,52000.0,78.9,1185
24.3,2015.0,5.0,1498.0,100695.0,98.6,1186
18.6,2016.0,5.0,1198.0,69000.0,86.7,1187
18.6,2013.0,5.0,814.0,66000.0,55.2,1188
20.0,2018.0,7.0,2179.0,22000.0,140.0,1189
19.33,2016.0,5.0,1373.0,54991.0,91.1,1190
21.4,2020.0,6.0,1451.0,10000.0,141.0,1191
12.7,2021.0,6.0,1462.0,23000.0,103.2,1192
21.4,2005.0,5.0,1086.0,91644.0,103.66965775093472,1193
24.04,2012.0,5.0,1197.0,60000.0,78.91,1194
17.9,2013.0,5.0,814.0,42500.0,55.2,1195
17.19,2012.0,5.0,1248.0,145716.0,74.0,1196
18.78,2017.0,5.0,1998.0,19000.0,252.0,1197
19.09,2015.0,5.0,1373.0,30000.0,91.1,1198
15.29,2012.0,8.0,2494.0,122000.0,102.0,1199
17.5,2013.0,5.0,1198.0,110000.0,86.7,1200
19.65,2015.0,5.0,998.0,56150.0,65.7,1201
20.38,2021.0,4.0,796.0,26771.0,40.3,1202
19.1,2012.0,5.0,1248.0,174398.0,88.8,1203
15.1,2014.0,5.0,1498.0,46315.0,89.7,1204
24.39,2020.0,5.0,1197.0,50000.0,81.8,1205
17.8,2014.0,5.0,1198.0,66736.0,73.9,1206
13.5,2007.0,5.0,1086.0,40000.0,62.1,1207
18.7,2015.0,5.0,1197.0,90000.0,83.1,1208
17.8,2012.0,5.0,1582.0,120000.0,126.3,1209
15.8,2015.0,5.0,998.0,60831.0,65.7,1210
21.02,2014.0,7.0,2494.0,120000.0,100.6,1211
17.0,2013.0,5.0,1497.0,70000.0,116.3,1212
17.0,2016.0,4.0,1798.0,65003.0,177.0,1213
19.1,2017.0,5.0,1248.0,64700.0,74.0,1214
22.54,2011.0,5.0,1197.0,76000.0,85.8,1215
22.77,2016.0,5.0,796.0,89510.0,47.3,1216
24.3,2017.0,5.0,1396.0,44744.0,88.7,1217
26.0,2021.0,5.0,1197.0,44220.0,88.5,1218
20.45,2017.0,5.0,796.0,25868.0,47.3,1219
16.5,2020.0,5.0,1497.0,71000.0,115.0,1220
20.65,2014.0,5.0,1197.0,30709.0,85.8,1221
26.0,2012.0,5.0,998.0,150000.0,58.2,1222
20.51,2018.0,7.0,1198.0,90000.0,67.0,1223
17.8,2018.0,5.0,998.0,10000.0,67.0,1224
14.2,2010.0,5.0,1422.0,100000.0,70.0,1225
22.38,2018.0,5.0,1197.0,48000.0,81.8,1226
20.51,2018.0,5.0,1248.0,63000.0,88.5,1227
17.4,2021.0,5.0,1199.0,10000.0,88.5,1228
22.0,2019.0,5.0,1197.0,60000.0,81.8,1229
17.5,2020.0,5.0,1497.0,28850.0,115.0,1230
15.1,2021.0,5.0,1199.0,30000.0,86.8,1231
15.26,2016.0,5.0,1197.0,57322.0,83.1,1232
18.55,2016.0,5.0,2179.0,79331.0,187.7,1233
32.52,2016.0,5.0,1197.0,44253.0,83.1,1234
14.6,2017.0,5.0,999.0,50000.0,67.0,1235
21.1,2019.0,5.0,2143.0,50000.0,170.0,1236
23.2,2018.0,5.0,1197.0,58574.0,81.8,1237
25.24,2018.0,5.0,999.0,17000.0,75.0,1238
16.8,2009.0,5.0,1396.0,70000.0,69.0,1239
21.4,2017.0,5.0,1591.0,50000.0,121.3,1240
17.0,2019.0,5.0,1199.0,54302.0,88.7,1241
21.1,2021.0,5.0,1197.0,16659.0,86.8,1242
17.03,2016.0,5.0,1968.0,50000.0,143.0,1243
18.88,2016.0,5.0,1197.0,93800.0,82.0,1244
21.9,2015.0,7.0,2179.0,67000.0,140.0,1245
15.3,2010.0,5.0,998.0,42226.0,65.7,1246
17.01,2014.0,5.0,1497.0,52227.0,117.3,1247
20.65,2006.0,5.0,1799.0,115292.0,130.0,1248
20.37,2017.0,5.0,1199.0,41000.0,88.7,1249
22.05,2015.0,5.0,1198.0,93755.0,86.7,1250
25.4,2019.0,5.0,1591.0,14000.0,121.3,1251
18.0,2014.0,5.0,1248.0,70000.0,88.7,1252
13.2,2017.0,5.0,1198.0,70000.0,74.0,1253
12.63,2011.0,5.0,1197.0,33644.0,78.91,1254
18.5,2014.0,5.0,1197.0,54833.0,82.0,1255
25.24,2017.0,5.0,1396.0,139877.0,88.7,1256
11.36,2017.0,5.0,1498.0,80000.0,98.5,1257
19.03,2018.0,5.0,1248.0,81586.0,88.5,1258
21.4,2014.0,5.0,1498.0,102684.0,98.6,1259
14.62,2015.0,5.0,1461.0,76262.0,83.8,1260
18.06,2016.0,5.0,1198.0,50000.0,86.8,1261
18.76,2020.0,5.0,1462.0,70000.0,103.2,1262
17.8,2015.0,5.0,1498.0,90096.0,98.6,1263
21.9,2017.0,5.0,998.0,39915.0,67.0,1264
20.7,2016.0,5.0,1497.0,49084.0,117.3,1265
20.5,2022.0,7.0,1999.0,10000.0,156.9,1266
20.5,2013.0,5.0,1197.0,71115.0,88.5,1267
24.4,2019.0,5.0,998.0,60000.0,67.0,1268
16.11,2020.0,5.0,1497.0,20000.0,117.6,1269
15.1,2020.0,5.0,999.0,22189.0,67.0,1270
25.5,2015.0,7.0,1373.0,65088.0,80.4,1271
18.6,2019.0,7.0,2179.0,36000.0,155.0,1272
22.0,2013.0,5.0,2143.0,95000.0,203.2,1273
22.54,2020.0,5.0,1462.0,120000.0,103.2,1274
14.28,2021.0,5.0,998.0,32678.0,58.3,1275
14.6,2022.0,6.0,1493.0,16010.0,114.4,1276
17.5,2022.0,7.0,2755.0,20000.0,201.1,1277
20.5,2022.0,5.0,1956.0,54000.0,167.6,1278
17.19,2016.0,5.0,814.0,8187.0,55.2,1279
19.56,2013.0,5.0,1248.0,100000.0,73.9,1280
20.0,2015.0,5.0,998.0,73069.0,65.7,1281
23.0,2010.0,5.0,1497.0,99283.0,116.39,1282
18.6,2016.0,5.0,1197.0,58000.0,83.1,1283
22.69,2019.0,5.0,1198.0,44452.0,108.5,1284
20.37,2013.0,5.0,814.0,90000.0,55.2,1285
18.9,2022.0,5.0,1462.0,12970.0,103.2,1286
22.41,2014.0,5.0,1995.0,65000.0,184.0,1287
16.36,2012.0,5.0,1396.0,85357.0,88.77,1288
18.9,2012.0,5.0,1596.0,90000.0,99.6,1289
21.4,2018.0,5.0,1968.0,71000.0,188.0,1290
23.9,2021.0,5.0,1462.0,35012.0,103.2,1291
19.4,2018.0,5.0,1995.0,50000.0,187.7,1292
20.73,2017.0,5.0,796.0,51498.0,47.3,1293
18.3,2019.0,5.0,1186.0,15211.0,73.9,1294
21.21,2021.0,5.0,1950.0,44832.0,241.3,1295
26.2,2015.0,5.0,1497.0,49000.0,117.3,1296
17.8,2010.0,5.0,1495.0,80000.0,93.7,1297
21.1,2017.0,5.0,1999.0,3350000.0,147.5,1298
26.83,2018.0,5.0,1198.0,43387.0,86.8,1299
16.35,2018.0,5.0,998.0,37934.0,65.7,1300
19.44,2017.0,7.0,2755.0,89000.0,171.5,1301
16.02,2023.0,5.0,999.0,7000.0,71.0,1302
20.89,2017.0,5.0,1197.0,55788.0,83.1,1303
19.02,2017.0,5.0,1999.0,33500.0,149.9,1304
19.4,2010.0,5.0,1198.0,100000.0,75.0,1305
17.8,2022.0,4.0,998.0,30000.0,58.3,1306
18.5,2020.0,5.0,1462.0,25000.0,103.2,1307
23.2,2022.0,5.0,1497.0,4033.0,113.1,1308
18.6,2017.0,5.0,1497.0,91841.0,117.3,1309
26.82,2014.0,5.0,1396.0,85000.0,88.7,1310
18.9,2020.0,5.0,1197.0,29000.0,81.8,1311
24.3,2012.0,5.0,1598.0,65000.0,103.5,1312
13.0,2013.0,5.0,1598.0,80447.0,103.5,1313
14.28,2020.0,5.0,1498.0,38278.0,98.6,1314
16.5,2020.0,5.0,1196.0,20000.0,72.4,1315
16.56,2015.0,7.0,1997.0,80000.0,140.0,1316
14.5,2018.0,5.0,1498.0,63000.0,98.6,1317
22.05,2021.0,5.0,1199.0,20000.0,88.5,1318
19.0,2021.0,5.0,999.0,31945.0,67.0,1319
18.5,2016.0,5.0,1396.0,60000.0,88.7,1320
14.74,2016.0,5.0,1798.0,81000.0,138.0,1321
22.38,2021.0,5.0,1956.0,50000.0,167.6,1322
18.0,2017.0,5.0,1199.0,87581.0,88.7,1323
18.6,2012.0,5.0,1598.0,120000.0,103.5,1324
22.54,2018.0,5.0,1197.0,89816.0,81.8,1325
25.8,2019.0,5.0,1197.0,22000.0,81.8,1326
11.36,2019.0,7.0,999.0,33853.0,71.0,1327
21.66,2018.0,5.0,999.0,4909.0,67.0,1328
19.5,2019.0,5.0,1197.0,17000.0,81.8,1329
12.6,2018.0,5.0,1995.0,33525.0,190.0,1330
23.65,2018.0,5.0,1995.0,23000.0,187.7,1331
18.49,2013.0,5.0,1197.0,51987.0,82.0,1332
21.74,2013.0,5.0,1197.0,56927.0,88.5,1333
22.0,2018.0,7.0,2179.0,80000.0,120.0,1334
42.657999999999994,2018.0,5.0,1197.0,38953.0,81.8,1335
22.54,2016.0,5.0,1197.0,30000.0,83.1,1336
13.2,2015.0,5.0,1582.0,86315.0,126.2,1337
18.9,2013.0,5.0,1198.0,70000.0,86.8,1338
19.33,2016.0,5.0,1373.0,69827.0,91.1,1339
18.49,2011.0,5.0,1197.0,90000.0,103.66965775093472,1340
22.05,2019.0,5.0,1197.0,12892.0,81.8,1341
19.27,2011.0,5.0,998.0,80000.0,58.2,1342
18.9,2008.0,5.0,1248.0,120000.0,73.97,1343
9.8,2013.0,5.0,814.0,30058.0,55.2,1344
16.0,2010.0,5.0,796.0,110000.0,38.4,1345
22.7,2022.0,5.0,1199.0,10000.0,118.3,1346
20.3,2018.0,5.0,999.0,24385.0,75.0,1347
18.2,2022.0,7.0,1373.0,14475.0,93.7,1348
22.7,2021.0,5.0,1197.0,27000.0,81.8,1349
17.92,2017.0,5.0,1198.0,85298.0,67.0,1350
18.2,2012.0,5.0,1198.0,60000.0,86.8,1351
17.92,2020.0,5.0,1197.0,40000.0,68.0,1352
14.82,2017.0,5.0,1497.0,32844.0,117.3,1353
25.17,2010.0,5.0,1197.0,60000.0,78.91,1354
14.47,2011.0,5.0,1248.0,75879.0,73.9,1355
18.5,2019.0,5.0,1199.0,32274.0,88.7,1356
20.65,2019.0,5.0,1498.0,30000.0,93.8,1357
17.0,2015.0,5.0,1197.0,61455.0,81.8,1358
19.3,2016.0,5.0,1248.0,76165.0,88.5,1359
23.1,2022.0,6.0,1493.0,13855.0,114.4,1360
19.61,2021.0,5.0,1950.0,50000.0,194.0,1361
17.0,2018.0,5.0,1591.0,33000.0,121.3,1362
18.6,2017.0,5.0,1798.0,120000.0,138.0,1363
23.95,2021.0,5.0,1353.0,5100.0,138.0,1364
23.9,2021.0,7.0,1956.0,40000.0,167.6,1365
18.5,2021.0,7.0,1999.0,9000.0,156.8,1366
17.5,2021.0,5.0,796.0,20000.0,47.3,1367
16.25,2010.0,5.0,998.0,65151.0,67.1,1368
18.0,2014.0,5.0,1197.0,75773.0,85.8,1369
20.5,2015.0,5.0,1991.0,44500.0,181.0,1370
16.12,2018.0,5.0,1197.0,80955.0,88.5,1371
16.35,2017.0,5.0,1497.0,32000.0,117.6,1372
17.03,2019.0,5.0,1199.0,36000.0,88.7,1373
20.51,2015.0,5.0,1396.0,70000.0,88.7,1374
16.0,2021.0,5.0,1997.0,50247.0,246.7,1375
17.4,2014.0,5.0,1498.0,72000.0,98.6,1376
24.3,2018.0,7.0,2755.0,85000.0,171.5,1377
16.35,2015.0,5.0,1498.0,91000.0,103.5,1378
16.65,2009.0,5.0,1061.0,50000.0,103.66965775093472,1379
18.6,2019.0,5.0,1950.0,12000.0,194.0,1380
20.73,2016.0,5.0,1248.0,120000.0,88.5,1381
18.19,2016.0,7.0,1493.0,100000.0,100.0,1382
20.73,2021.0,5.0,999.0,10000.0,67.0,1383
17.01,2014.0,5.0,1197.0,30000.0,81.8,1384
25.24,2018.0,5.0,998.0,65000.0,58.3,1385
20.7,2017.0,5.0,1396.0,80000.0,88.7,1386
24.4,2010.0,5.0,1995.0,4936.0,170.0,1387
22.9,2016.0,5.0,1197.0,41682.0,82.0,1388
24.0,2021.0,5.0,1199.0,15761.0,86.8,1389
17.01,2018.0,9.0,2179.0,93924.0,120.0,1390
12.07,2020.0,5.0,796.0,9533.0,47.3,1391
12.05,2015.0,5.0,2143.0,75400.0,170.0,1392
17.0,2017.0,5.0,1197.0,35683.0,81.8,1393
14.8,2011.0,5.0,2354.0,68000.0,180.0,1394
13.5,2016.0,7.0,2179.0,74592.0,140.0,1395
14.5,2014.0,5.0,1498.0,81000.0,89.8,1396
9.5,2018.0,5.0,1086.0,23886.0,68.0,1397
18.9,2011.0,5.0,998.0,38595.0,67.1,1398
20.0,2016.0,5.0,799.0,60297.0,53.6,1399
19.0,2008.0,5.0,1086.0,60000.0,62.1,1400
17.0,2015.0,5.0,1199.0,32000.0,88.7,1401
20.73,2013.0,5.0,1086.0,71365.0,62.1,1402
18.0,2021.0,5.0,1998.0,8400.0,257.4,1403
20.51,2016.0,5.0,799.0,29084.0,53.3,1404
14.16,2014.0,5.0,2993.0,65262.0,301.7,1405
16.55,2013.0,5.0,1197.0,40360.0,82.8,1406
16.4,2020.0,5.0,1462.0,24385.0,103.2,1407
15.1,2019.0,5.0,1956.0,100000.0,138.1,1408
18.49,2014.0,5.0,1248.0,75000.0,73.9,1409
25.44,2019.0,5.0,998.0,112479.0,67.0,1410
15.1,2017.0,5.0,1461.0,119803.0,108.6,1411
15.97,2009.0,5.0,1896.0,150000.0,103.56,1412
15.6,2014.0,5.0,1197.0,60000.0,85.8,1413
12.99,2018.0,5.0,998.0,50000.0,67.0,1414
12.9,2017.0,5.0,1582.0,98008.0,126.2,1415
15.37,2011.0,5.0,1197.0,35000.0,85.8,1416
25.8,2019.0,5.0,1199.0,42000.0,88.7,1417
27.39,2018.0,7.0,1968.0,40700.0,148.0,1418
22.7,2014.0,5.0,1198.0,80000.0,86.7,1419
20.36,2020.0,5.0,1197.0,35582.0,81.8,1420
20.14,2017.0,5.0,2967.0,38900.0,245.0,1421
16.8,2022.0,5.0,1956.0,4000.0,167.6,1422
18.9,2018.0,7.0,1373.0,40000.0,91.1,1423
19.7,2015.0,5.0,998.0,67993.0,67.0,1424
17.3,2018.0,7.0,2179.0,70000.0,140.0,1425
18.5,2015.0,5.0,1497.0,71747.0,117.3,1426
15.0,2016.0,5.0,1248.0,34465.0,88.5,1427
21.21,2021.0,5.0,1956.0,25000.0,167.6,1428
21.4,2021.0,6.0,1956.0,60000.0,167.6,1429
13.5,2018.0,5.0,1197.0,91609.0,81.8,1430
13.2,2014.0,5.0,1373.0,30967.0,91.1,1431
18.8,2016.0,5.0,1197.0,55000.0,103.2,1432
