mileage,ano,seats,engine_capacity,kms_driven,max_power,resale_price_Lakh
18.6,2017.0,5.0,1497.0,11549.0,116.39,6.95
19.49,2021.0,5.0,1199.0,10000.0,86.8,8.0
19.56,2011.0,5.0,1248.0,120000.0,73.97,1.8
19.4,2022.0,5.0,999.0,13802.0,113.9,16.99
18.0,2022.0,5.0,1199.0,20000.0,118.3,8.25
17.4,2021.0,5.0,1197.0,19709.0,81.8,7.36
15.1,2021.0,5.0,1199.0,20000.0,88.5,8.3
16.95,2018.0,5.0,796.0,20749.0,47.3,3.17
18.6,2013.0,5.0,1196.0,96499.0,73.0,1.15
20.36,2016.0,5.0,1968.0,70000.0,174.3,15.95
21.7,2014.0,5.0,814.0,73376.0,55.2,2.8
23.84,2023.0,5.0,1197.0,780.0,88.5,8.1
13.2,2009.0,5.0,3471.0,80000.0,271.3,4.1
20.51,2016.0,5.0,1591.0,117536.0,121.3,7.83
17.4,2022.0,5.0,1969.0,22000.0,187.4,44.5
14.0,2017.0,5.0,1497.0,52000.0,117.6,6.75
20.51,2019.0,5.0,1199.0,38344.0,88.7,6.95
31.2,2021.0,5.0,1197.0,50000.0,81.8,5.88
16.8,2021.0,5.0,1199.0,21314.0,84.8,6.1
18.0,2016.0,5.0,1198.0,114369.0,67.0,2.77
18.5,2018.0,7.0,1997.0,89000.0,140.0,9.25
13.7,2016.0,5.0,1498.0,73000.0,108.6,7.75
37.086,2007.0,5.0,1086.0,71550.0,62.0,2.15
16.02,2020.0,5.0,1197.0,63015.0,81.8,5.9
26.0,2009.0,5.0,1497.0,80127.0,116.39,1.65
18.9,2021.0,7.0,1996.0,32000.0,167.6,38.0
26.0,2017.0,7.0,1493.0,49678.0,100.0,7.4
15.1,2017.0,5.0,796.0,56995.0,47.3,3.49
18.0,2018.0,5.0,1248.0,50002.0,88.5,7.3
25.47,2016.0,4.0,624.0,18000.0,37.5,2.6
23.08,2018.0,5.0,1956.0,55760.0,170.0,15.45
25.24,2018.0,5.0,1995.0,76259.0,182.4,16.94
21.1,2017.0,5.0,1199.0,52000.0,88.7,4.25
17.5,2018.0,7.0,2755.0,37678.0,171.5,22.95
18.9,2018.0,5.0,1591.0,40000.0,121.3,10.0
13.9,2019.0,5.0,1086.0,20231.0,68.0,5.15
19.7,2010.0,5.0,1497.0,70000.0,116.39,2.5
17.03,2009.0,5.0,1798.0,60000.0,160.0,6.0
22.56,2022.0,5.0,1462.0,10267.0,101.6,12.44
18.6,2014.0,5.0,1197.0,50000.0,81.8,3.5
22.0,2013.0,5.0,1582.0,40729.0,126.3,4.91
18.6,2018.0,5.0,1591.0,19000.0,121.3,11.25
22.25,2020.0,5.0,1956.0,35553.0,170.6,20.99
15.97,2020.0,7.0,1462.0,11600.0,91.1,10.75
17.4,2020.0,5.0,1956.0,36000.0,167.6,19.75
21.76,2018.0,5.0,1496.0,24612.0,105.5,7.02
24.7,2017.0,5.0,1198.0,62000.0,74.0,3.99
20.54,2012.0,5.0,1086.0,51068.0,68.1,3.03
14.0,2019.0,5.0,1999.0,47334.0,149.9,13.98
17.4,2022.0,7.0,2198.0,23400.0,172.4,22.99
21.7,2014.0,5.0,1498.0,91200.0,88.8,4.5
23.84,2020.0,7.0,1462.0,83000.0,103.0,8.95
13.96,2012.0,5.0,998.0,121427.0,58.2,3.14
6.7,2017.0,5.0,1197.0,41803.0,81.8,5.12
19.81,2013.0,5.0,1198.0,75000.0,75.0,2.45
18.9,2013.0,5.0,1172.0,71534.0,67.0,1.5
18.9,2016.0,5.0,1248.0,98147.0,88.5,6.52
18.9,2014.0,5.0,1197.0,66491.0,82.8,4.82
26.0,2011.0,5.0,1591.0,50000.0,121.3,5.0
12.05,2015.0,5.0,1998.0,60000.0,163.7,5.35
19.01,2012.0,5.0,1197.0,60000.0,78.91,1.9
21.21,2022.0,5.0,1197.0,16589.0,88.5,8.0
16.55,2011.0,5.0,1496.0,97942.0,88.7,3.55
19.1,2016.0,5.0,998.0,50000.0,67.0,4.25
14.0,2014.0,5.0,1198.0,99665.0,86.8,3.16
26.0,2009.0,7.0,2494.0,168583.0,100.0,4.5
17.68,2017.0,7.0,3198.0,45623.0,197.2,24.0
25.24,2016.0,5.0,1198.0,120757.0,86.7,4.88
18.86,2011.0,5.0,1197.0,82091.0,88.5,2.93
12.0,2018.0,5.0,1197.0,26676.0,81.8,6.96
16.5,2021.0,5.0,1496.0,17810.0,105.9,9.72
21.1,2019.0,5.0,1199.0,54856.0,88.7,6.75
18.76,2018.0,5.0,1199.0,8732.0,88.7,7.98
20.8,2019.0,5.0,1197.0,30000.0,81.8,6.5
23.95,2019.0,5.0,1248.0,89657.0,88.5,7.29
20.54,2018.0,5.0,1086.0,41609.0,58.0,4.76
23.1,2017.0,5.0,1582.0,44283.0,126.2,7.9
13.68,2017.0,5.0,1498.0,61000.0,108.6,7.9
14.2,2015.0,5.0,998.0,13485.0,67.0,5.0
25.44,2019.0,5.0,1799.0,30689.0,139.4,15.75
25.6,2017.0,5.0,1248.0,98700.0,74.0,5.61
20.37,2015.0,5.0,1598.0,76500.0,103.2,5.95
23.4,2021.0,5.0,1197.0,13125.0,81.8,5.85
22.74,2020.0,5.0,0.0,20000.0,140.8,19.0
25.1,2019.0,5.0,1451.0,32000.0,141.0,13.65
21.0,2015.0,5.0,1498.0,77265.0,98.6,6.8
18.0,2018.0,5.0,1591.0,32074.0,121.3,8.26
14.99,2015.0,5.0,1248.0,120000.0,74.0,3.5
16.55,2009.0,5.0,1248.0,75062.0,73.9,2.2
28.4,2021.0,7.0,2755.0,51500.0,201.1,38.5
17.57,2014.0,5.0,1197.0,39598.0,82.0,4.35
19.4,2013.0,5.0,814.0,60000.0,55.2,1.99
21.74,2017.0,5.0,1199.0,33625.0,88.5,5.75
22.05,2022.0,7.0,2755.0,26101.0,201.1,46.25
18.97,2014.0,5.0,1198.0,86877.0,86.7,3.77
21.21,2014.0,5.0,814.0,27687.0,55.2,2.99
21.21,2008.0,7.0,2494.0,162000.0,102.0,8.25
15.64,2013.0,5.0,1591.0,70000.0,121.4,4.35
26.0,2022.0,5.0,1199.0,10893.0,88.5,8.74
20.36,2018.0,5.0,1498.0,57535.0,98.9,6.54
15.73,2019.0,5.0,1197.0,63000.0,81.8,7.25
16.0,2018.0,5.0,1496.0,18000.0,105.5,9.0
16.55,2022.0,5.0,1199.0,13218.0,84.4,6.89
18.75,2016.0,7.0,2755.0,99000.0,171.5,16.85
28.09,2020.0,5.0,1498.0,24163.0,119.3,12.81
21.4,2018.0,5.0,1497.0,65598.0,121.3,8.9
19.1,2019.0,5.0,999.0,47495.0,75.0,5.98
16.1,2017.0,5.0,1591.0,71570.0,121.3,8.9
17.0,2017.0,5.0,1396.0,53317.0,88.7,5.63
22.54,2013.0,5.0,1582.0,98000.0,126.3,5.0
20.73,2017.0,5.0,1197.0,30000.0,81.8,5.25
23.1,2013.0,5.0,1086.0,93793.0,62.1,2.37
16.0,2018.0,5.0,1248.0,90000.0,88.5,6.5
18.55,2018.0,5.0,1248.0,86438.0,74.0,6.53
20.1,2012.0,5.0,1968.0,162712.0,167.6,10.68
18.97,2015.0,5.0,1248.0,80000.0,74.0,5.2
17.8,2013.0,7.0,2179.0,90000.0,138.1,3.9
18.9,2019.0,5.0,1197.0,18914.0,81.8,6.6
18.3,2018.0,5.0,1197.0,81741.0,81.8,4.77
24.04,2014.0,5.0,998.0,68307.0,65.7,2.52
25.17,2016.0,7.0,1248.0,65200.0,88.5,5.7
15.4,2015.0,5.0,1373.0,60000.0,91.1,5.01
18.0,2020.0,5.0,1197.0,8269.0,81.8,5.56
17.21,2017.0,5.0,998.0,60000.0,67.1,3.65
15.96,2019.0,5.0,1995.0,25000.0,190.0,41.95
22.07,2009.0,5.0,1061.0,40000.0,103.88974615994809,2.0
14.08,2018.0,5.0,1248.0,63001.0,88.5,8.95
16.5,2017.0,5.0,2499.0,82000.0,134.0,15.5
8.9,2014.0,5.0,1120.0,90000.0,70.0,2.7
14.74,2014.0,5.0,1497.0,60000.0,117.3,5.75
18.45,2014.0,5.0,1199.0,81846.0,88.7,4.7
18.6,2015.0,8.0,2494.0,101844.0,100.6,10.75
17.0,2009.0,5.0,1248.0,87844.0,75.0,1.5
17.8,2022.0,5.0,1197.0,10000.0,81.8,7.5
20.51,2015.0,5.0,1498.0,100000.0,99.0,2.2
14.47,2008.0,5.0,1405.0,85000.0,70.0,1.45
22.38,2014.0,5.0,1120.0,90000.0,70.0,3.0
21.01,2016.0,5.0,1197.0,75172.0,81.8,6.16
22.05,2018.0,5.0,999.0,48556.0,67.0,4.06
24.3,2019.0,5.0,1368.0,30000.0,160.0,14.85
22.0,2021.0,5.0,1199.0,27781.0,88.5,7.44
17.8,2021.0,5.0,999.0,16436.0,98.6,6.53
20.54,2017.0,5.0,1198.0,47500.0,86.7,3.99
20.0,2018.0,5.0,1198.0,46960.0,67.0,4.56
17.1,2016.0,5.0,1197.0,25960.0,82.0,5.06
20.68,2017.0,5.0,1197.0,51017.0,83.1,5.54
19.01,2019.0,5.0,796.0,47714.0,47.3,3.12
19.33,2022.0,5.0,1197.0,10000.0,81.8,10.25
24.39,2011.0,5.0,1368.0,73000.0,88.8,1.7
22.56,2022.0,5.0,1493.0,6784.0,113.4,19.0
24.07,2015.0,7.0,2179.0,75760.0,140.0,5.99
19.5,2021.0,5.0,1462.0,27000.0,103.2,9.7
15.5,2021.0,5.0,1493.0,36000.0,113.4,18.75
18.27,2022.0,5.0,1197.0,10000.0,81.8,7.0
18.5,2010.0,5.0,1197.0,92939.0,85.8,1.43
23.01,2014.0,5.0,1197.0,70000.0,82.0,4.6
15.6,2019.0,5.0,1199.0,70697.0,88.7,5.81
18.9,2021.0,7.0,2393.0,33000.0,148.0,20.5
17.4,2020.0,5.0,796.0,10000.0,47.3,3.45
18.15,2010.0,5.0,1991.0,90000.0,147.9,3.5
18.9,2017.0,5.0,1498.0,70000.0,98.9,5.25
26.68,2019.0,5.0,1197.0,85747.0,81.8,5.7
19.0,2019.0,5.0,999.0,11000.0,67.0,3.5
19.0,2009.0,5.0,1495.0,60000.0,93.7,1.0
22.05,2016.0,5.0,1499.0,25000.0,110.4,6.95
18.27,2013.0,5.0,1498.0,65000.0,98.6,2.25
22.74,2013.0,5.0,1498.0,29000.0,97.7,3.3
14.62,2015.0,5.0,1198.0,62000.0,86.8,3.1
18.5,2021.0,5.0,1497.0,30000.0,113.1,16.25
23.84,2014.0,5.0,1498.0,110000.0,88.8,4.2
13.7,2019.0,7.0,2198.0,110000.0,158.2,26.0
19.67,2004.0,9.0,2446.0,120000.0,103.88974615994809,2.0
20.51,2013.0,5.0,998.0,70000.0,67.0,2.3
18.5,2016.0,5.0,1198.0,21999.0,86.7,5.75
19.34,2018.0,7.0,2755.0,110000.0,171.5,17.5
16.9,2020.0,5.0,1462.0,60000.0,103.2,7.25
21.1,2009.0,5.0,1197.0,70000.0,85.8,1.6
23.84,2017.0,5.0,1197.0,84839.0,83.1,4.97
13.0,2017.0,5.0,1198.0,68832.0,82.0,4.36
18.5,2014.0,5.0,998.0,30876.0,65.7,4.28
20.51,2019.0,5.0,1497.0,14715.0,117.6,10.45
17.5,2022.0,7.0,1353.0,9462.0,138.0,17.5
12.8,2018.0,5.0,1199.0,53612.0,83.8,5.69
23.22,2012.0,5.0,1198.0,60000.0,75.0,3.7
25.1,2013.0,5.0,1197.0,48463.0,82.0,3.59
21.01,2019.0,5.0,1199.0,49000.0,84.0,5.1
14.2,2017.0,5.0,1197.0,21270.0,83.1,6.6
18.78,2010.0,5.0,1598.0,80000.0,103.6,1.95
20.3,2012.0,5.0,1086.0,69000.0,62.1,2.1
22.54,2022.0,5.0,1197.0,8100.0,65.7,5.98
20.5,2012.0,5.0,1197.0,94554.0,88.5,3.99
17.5,2019.0,5.0,1197.0,51237.0,81.8,6.99
16.9,2013.0,5.0,1198.0,34301.0,67.0,2.57
21.4,2021.0,5.0,1197.0,42994.0,81.8,6.8
13.0,2013.0,5.0,1198.0,64742.0,86.8,3.31
22.54,2016.0,5.0,1198.0,57245.0,86.7,4.2
15.29,2014.0,5.0,1497.0,65000.0,117.3,5.0
16.0,2014.0,7.0,2179.0,100000.0,140.0,4.9
16.47,2011.0,5.0,1498.0,60000.0,97.7,1.8
20.0,2016.0,5.0,1197.0,84429.0,81.8,6.08
21.79,2013.0,5.0,1197.0,111198.0,78.9,3.27
21.4,2022.0,5.0,1197.0,10000.0,81.8,12.0
21.5,2020.0,5.0,1498.0,30000.0,98.9,10.5
17.9,2020.0,5.0,1199.0,49000.0,83.8,4.95
17.74,2009.0,5.0,1495.0,70000.0,94.0,1.3
17.92,2018.0,5.0,998.0,60000.0,67.0,3.75
21.5,2022.0,5.0,1497.0,10000.0,117.6,15.0
21.56,2012.0,8.0,2498.0,80000.0,112.0,3.25
25.8,2016.0,5.0,998.0,36056.0,67.0,4.02
21.01,2022.0,4.0,998.0,18484.0,58.3,5.46
17.2,2012.0,5.0,1497.0,64014.0,116.3,4.2
19.1,2014.0,5.0,1198.0,45696.0,86.7,3.91
19.81,2018.0,5.0,1194.0,61000.0,94.9,4.99
20.36,2015.0,5.0,1798.0,33000.0,157.7,8.99
17.52,2022.0,5.0,1199.0,21497.0,72.0,7.61
17.8,2014.0,7.0,1373.0,49248.0,93.7,6.99
19.4,2014.0,5.0,1498.0,76000.0,98.6,5.25
16.95,2016.0,5.0,1197.0,40000.0,82.0,3.5
26.2,2014.0,5.0,1498.0,156578.0,98.6,4.11
15.1,2015.0,7.0,1997.0,80000.0,140.0,8.5
13.68,2015.0,5.0,1198.0,115562.0,86.7,3.76
20.54,2020.0,7.0,1248.0,70000.0,88.5,11.75
42.657999999999994,2017.0,5.0,1461.0,69313.0,63.1,4.6
23.03,2022.0,5.0,998.0,3592.0,65.7,5.47
25.0,2013.0,5.0,814.0,37052.0,55.2,1.5
24.7,2017.0,5.0,1199.0,40282.0,88.7,6.82
23.84,2012.0,5.0,998.0,89899.0,67.1,2.16
16.0,2011.0,5.0,1799.0,80000.0,130.2,3.0
21.21,2010.0,5.0,796.0,52172.0,46.3,2.1
17.0,2021.0,5.0,1462.0,4055.0,103.2,7.85
17.6,2019.0,5.0,1197.0,31286.0,88.5,6.88
22.56,2017.0,5.0,1197.0,64302.0,81.8,4.9
23.01,2018.0,5.0,1582.0,76654.0,126.2,9.91
22.54,2021.0,5.0,1199.0,16029.0,88.5,6.65
17.1,2019.0,5.0,799.0,37025.0,53.2,3.65
21.9,2018.0,5.0,2993.0,42001.0,258.0,59.0
17.21,2021.0,5.0,1497.0,46062.0,117.6,10.0
21.0,2018.0,5.0,1995.0,60000.0,188.0,28.0
18.49,2018.0,5.0,796.0,90000.0,47.3,3.25
17.3,2012.0,5.0,1598.0,87000.0,103.5,4.49
23.64,2018.0,5.0,1497.0,57243.0,117.6,6.49
18.9,2021.0,7.0,2755.0,77000.0,201.1,47.0
18.7,2020.0,5.0,998.0,73830.0,65.7,4.1
19.5,2018.0,5.0,1199.0,22000.0,84.0,3.75
19.0,2020.0,5.0,1451.0,10000.0,141.0,16.9
11.88,2011.0,4.0,5000.0,25000.0,502.8,36.0
17.57,2015.0,5.0,1086.0,70694.0,68.0,2.92
16.5,2015.0,5.0,1197.0,18432.0,82.0,4.41
18.6,2016.0,5.0,1197.0,40000.0,82.0,4.4
19.81,2019.0,5.0,1197.0,36176.0,81.8,6.15
20.71,2017.0,5.0,998.0,37836.0,65.7,4.58
17.01,2012.0,7.0,2179.0,20000.0,120.0,4.0
22.74,2021.0,5.0,1199.0,34000.0,84.8,6.65
27.3,2019.0,5.0,1197.0,24752.0,81.8,6.0
18.5,2021.0,4.0,1997.0,16362.0,150.0,16.5
18.15,2014.0,5.0,1968.0,30000.0,147.5,12.0
16.1,2014.0,5.0,1197.0,73781.0,82.0,3.0
19.16,2012.0,7.0,2498.0,49000.0,103.88974615994809,3.5
20.77,2022.0,5.0,998.0,8574.0,65.7,6.0
22.9,2013.0,5.0,1968.0,80000.0,174.3,6.8
18.49,2015.0,5.0,998.0,47726.0,65.7,4.36
18.9,2022.0,5.0,1498.0,11000.0,147.5,17.95
22.38,2015.0,5.0,2354.0,48350.0,187.4,12.9
16.2,2019.0,5.0,1353.0,24270.0,138.0,14.38
28.4,2018.0,5.0,814.0,13957.0,55.2,3.77
19.16,2021.0,5.0,1462.0,10637.0,103.2,9.79
13.5,2021.0,5.0,1493.0,20000.0,113.4,15.75
18.88,2014.0,5.0,998.0,50000.0,67.0,2.8
22.38,2013.0,5.0,1598.0,99929.0,103.6,3.15
22.7,2017.0,5.0,998.0,22479.0,67.0,5.53
19.1,2017.0,7.0,2393.0,112000.0,147.8,19.99
18.6,2004.0,5.0,1597.0,80000.0,92.0,0.55
19.33,2012.0,5.0,936.0,83855.0,57.6,1.5
18.6,2017.0,5.0,1498.0,70000.0,97.9,10.25
22.05,2018.0,5.0,1461.0,80000.0,108.4,7.55
17.01,2015.0,5.0,1248.0,82000.0,74.0,4.45
20.3,2014.0,5.0,796.0,90336.0,47.3,2.32
12.8,2015.0,5.0,1498.0,41000.0,98.6,6.21
19.4,2021.0,5.0,999.0,62696.0,108.6,8.55
22.0,2022.0,5.0,1197.0,17325.0,81.8,6.65
15.9,2014.0,5.0,1497.0,69565.0,117.3,6.83
16.0,2018.0,5.0,1498.0,32812.0,104.5,5.5
13.0,2018.0,6.0,2498.0,50000.0,105.0,8.0
19.44,2018.0,5.0,1248.0,49225.0,74.0,6.55
15.4,2018.0,5.0,1193.0,120000.0,88.7,3.75
20.7,2013.0,5.0,1198.0,41424.0,86.8,2.25
12.99,2020.0,5.0,999.0,60894.0,67.0,4.23
19.17,2019.0,5.0,796.0,68106.0,47.3,3.17
22.7,2021.0,5.0,999.0,28530.0,108.6,10.25
19.0,2019.0,5.0,1197.0,40000.0,81.8,6.3
18.9,2022.0,5.0,1493.0,50000.0,98.6,12.25
12.51,2018.0,5.0,1197.0,76000.0,81.8,5.65
18.7,2015.0,5.0,1193.0,120000.0,64.1,1.75
13.0,2011.0,4.0,624.0,110000.0,35.0,0.6
21.01,2011.0,5.0,1197.0,100454.0,78.9,1.7
22.05,2015.0,5.0,1968.0,60000.0,174.3,13.75
24.3,2015.0,7.0,2179.0,110000.0,140.0,9.5
14.0,2012.0,5.0,1968.0,120000.0,147.5,8.5
16.47,2021.0,5.0,999.0,17732.0,71.0,5.6
13.1,2016.0,5.0,1248.0,84068.0,88.5,7.04
20.5,2016.0,5.0,1197.0,47741.0,83.1,5.35
19.4,2014.0,5.0,1197.0,60000.0,82.0,3.3
15.04,2018.0,5.0,1591.0,61460.0,121.3,7.97
12.99,2017.0,5.0,1396.0,33437.0,88.7,4.9
13.0,2016.0,5.0,1373.0,93908.0,91.1,5.63
11.36,2016.0,5.0,998.0,52407.0,67.0,4.25
24.39,2018.0,7.0,2179.0,109557.0,140.0,8.1
21.01,2022.0,5.0,1462.0,10000.0,103.2,10.5
24.4,2020.0,5.0,1197.0,16603.0,81.8,7.75
23.1,2021.0,5.0,999.0,14758.0,108.6,10.35
12.05,2017.0,5.0,1497.0,44000.0,117.3,5.95
13.0,2009.0,5.0,998.0,76000.0,67.1,1.49
10.2,2022.0,5.0,1199.0,7000.0,88.5,9.75
17.57,2019.0,5.0,999.0,20000.0,67.0,4.1
22.74,2017.0,5.0,799.0,40506.0,53.3,2.5
21.21,2014.0,7.0,1997.0,106342.0,120.0,8.4
22.77,2016.0,5.0,1497.0,24000.0,117.3,7.75
36.51199999999999,2017.0,5.0,1197.0,55000.0,103.5,7.25
17.6,2014.0,9.0,2523.0,80000.0,63.0,2.5
16.35,2012.0,5.0,1199.0,80000.0,73.9,2.0
24.3,2021.0,7.0,1956.0,25507.0,167.6,20.0
19.1,2018.0,7.0,1493.0,77000.0,70.0,8.45
14.28,2008.0,5.0,4806.0,100000.0,400.0,6.0
24.3,2021.0,5.0,1984.0,9200.0,187.7,31.5
21.4,2022.0,7.0,1999.0,6671.0,197.1,23.55
23.08,2021.0,5.0,1497.0,8000.0,113.1,13.75
22.41,2021.0,5.0,1498.0,10000.0,119.3,10.5
22.77,2018.0,5.0,1591.0,74397.0,121.3,7.46
20.73,2017.0,5.0,1497.0,40000.0,117.3,8.25
16.77,2015.0,5.0,998.0,64186.0,67.0,3.9
20.51,2018.0,5.0,2993.0,60000.0,301.7,63.0
15.2,2021.0,5.0,1197.0,13058.0,88.5,7.74
10.2,2016.0,5.0,1197.0,41000.0,81.8,5.35
20.65,2018.0,5.0,796.0,58546.0,47.3,3.31
18.53,2017.0,5.0,1248.0,94127.0,88.5,9.09
16.8,2018.0,5.0,1582.0,79399.0,126.2,7.11
19.5,2016.0,5.0,1497.0,55353.0,117.3,5.64
18.5,2011.0,5.0,1598.0,120000.0,103.6,3.5
18.0,2022.0,5.0,999.0,11225.0,98.6,8.98
14.53,2021.0,5.0,1199.0,7171.0,88.5,8.49
22.95,2017.0,5.0,1995.0,100000.0,188.0,19.0
26.0,2022.0,6.0,1462.0,30643.0,103.2,12.25
14.53,2016.0,5.0,1999.0,61097.0,177.0,36.0
18.9,2016.0,5.0,998.0,115250.0,65.7,2.37
23.22,2022.0,5.0,1197.0,4420.0,88.5,8.38
20.86,2016.0,5.0,799.0,65206.0,53.3,2.73
19.03,2021.0,5.0,1497.0,32247.0,113.4,9.9
20.85,2019.0,5.0,1199.0,39633.0,88.7,6.42
25.2,2007.0,5.0,1586.0,38000.0,103.3,3.5
24.3,2020.0,5.0,998.0,28400.0,118.3,6.99
17.01,2013.0,5.0,1197.0,63000.0,85.8,3.99
13.0,2016.0,5.0,999.0,16528.0,67.0,3.57
18.6,2010.0,5.0,1196.0,55000.0,70.0,2.95
26.68,2022.0,5.0,1999.0,18379.0,197.1,14.02
19.6,2018.0,5.0,1197.0,63000.0,81.8,5.33
21.66,2015.0,5.0,1497.0,71887.0,117.6,5.5
20.36,2019.0,5.0,998.0,50050.0,118.3,8.39
17.92,2018.0,5.0,1197.0,54795.0,81.8,3.99
15.4,2018.0,5.0,998.0,64500.0,65.7,4.7
22.41,2016.0,5.0,1199.0,56621.0,88.7,5.04
11.3,2019.0,5.0,1194.0,60000.0,94.6,5.5
14.38,2018.0,5.0,796.0,23199.0,47.3,3.34
17.4,2019.0,5.0,998.0,20469.0,118.3,10.99
15.4,2015.0,5.0,796.0,40000.0,47.3,3.0
18.9,2018.0,5.0,1999.0,66000.0,149.9,11.85
17.5,2013.0,5.0,1197.0,100996.0,82.8,2.2
19.01,2018.0,5.0,1199.0,93407.0,84.0,4.79
16.82,2014.0,5.0,1798.0,90495.0,157.7,5.0
21.1,2016.0,5.0,1582.0,102344.0,126.2,8.75
18.2,2016.0,5.0,998.0,50000.0,67.0,4.25
18.49,2012.0,5.0,1197.0,82558.0,85.8,2.56
13.1,2019.0,7.0,1462.0,30000.0,103.0,8.5
21.7,2008.0,5.0,1061.0,120000.0,64.9,0.85
17.0,2013.0,5.0,814.0,48000.0,55.2,1.8
18.0,2016.0,5.0,1199.0,95000.0,84.0,4.5
20.73,2017.0,5.0,1591.0,43639.0,121.3,10.12
19.1,2012.0,5.0,1197.0,75136.0,82.8,2.93
25.0,2015.0,5.0,998.0,30000.0,67.0,4.0
21.46,2018.0,7.0,1373.0,57000.0,91.1,6.75
16.14,2006.0,7.0,2494.0,120000.0,102.0,5.0
23.95,2022.0,7.0,2198.0,10000.0,182.3,21.5
18.0,2021.0,5.0,1497.0,30000.0,113.4,9.6
17.4,2014.0,5.0,1498.0,120000.0,98.6,4.5
17.1,2020.0,5.0,1197.0,20027.0,81.8,8.5
15.97,2009.0,5.0,1598.0,26243.0,102.0,1.81
22.0,2019.0,5.0,999.0,63511.0,75.0,7.75
23.84,2020.0,5.0,1086.0,55862.0,68.0,4.28
19.67,2015.0,5.0,1396.0,75000.0,88.7,5.4
17.1,2013.0,5.0,1598.0,37949.0,103.5,6.5
19.1,2017.0,5.0,1199.0,55450.0,88.7,5.75
16.8,2018.0,5.0,1395.0,59000.0,147.5,23.5
18.06,2019.0,5.0,1197.0,88750.0,83.1,6.26
27.39,2017.0,5.0,1591.0,56000.0,121.3,9.99
14.8,2015.0,5.0,1396.0,76000.0,88.7,5.75
21.4,2017.0,5.0,1591.0,96059.0,121.3,7.8
24.97,2017.0,7.0,1997.0,58000.0,140.0,9.5
19.81,2014.0,5.0,1198.0,80000.0,74.0,4.95
17.0,2012.0,5.0,1399.0,80000.0,68.0,2.0
15.0,2020.0,5.0,998.0,30000.0,67.0,5.3
22.05,2016.0,5.0,1197.0,41179.0,83.1,5.55
14.75,2018.0,5.0,1497.0,30200.0,108.5,7.75
17.33,2020.0,5.0,999.0,45169.0,75.1,5.09
25.4,2009.0,5.0,1086.0,70000.0,62.1,0.96107
20.38,2018.0,5.0,1497.0,82000.0,108.5,8.25
23.64,2019.0,5.0,1462.0,40000.0,103.2,9.0
21.4,2013.0,5.0,1498.0,50000.0,98.6,2.95
19.6,2022.0,5.0,1197.0,20138.0,81.8,6.0
21.21,2021.0,5.0,999.0,20000.0,113.9,13.0
20.0,2014.0,5.0,1197.0,70351.0,85.8,4.0
16.1,2015.0,5.0,1086.0,40000.0,68.0,3.75
21.4,2010.0,5.0,1197.0,65303.0,78.9,2.59
19.33,2021.0,5.0,1197.0,30000.0,81.8,7.1
18.41,2019.0,5.0,1496.0,14000.0,105.9,8.85
14.5,2016.0,5.0,1198.0,59446.0,86.8,3.21
16.55,2010.0,5.0,1197.0,64592.0,78.9,2.49
19.4,2011.0,5.0,998.0,71209.0,58.2,2.1
17.97,2019.0,5.0,1798.0,32000.0,178.0,22.0
18.9,2020.0,7.0,2393.0,49000.0,147.5,23.95
26.59,2011.0,5.0,1598.0,91000.0,103.6,3.5
14.28,2017.0,5.0,998.0,67000.0,58.3,4.75
17.0,2016.0,5.0,1396.0,120000.0,69.0,2.5
17.1,2013.0,5.0,1396.0,107174.0,69.0,1.28
19.1,2019.0,5.0,796.0,31000.0,47.3,3.95
42.672,2018.0,5.0,1199.0,67457.0,84.0,4.48
20.36,2016.0,7.0,1997.0,70000.0,140.0,8.0
18.0,2015.0,5.0,1197.0,60000.0,81.8,4.2
18.0,2012.0,5.0,1197.0,88000.0,78.91,3.45
19.81,2012.0,5.0,1496.0,65000.0,103.88974615994809,3.0
12.28,2018.0,5.0,1197.0,60882.0,88.5,6.46
19.1,2017.0,5.0,999.0,80000.0,67.0,1.95
22.38,2015.0,5.0,1396.0,67000.0,88.7,5.75
19.01,2021.0,5.0,1956.0,24120.0,167.6,24.0
21.4,2012.0,5.0,1396.0,76300.0,88.77,4.45
18.9,2017.0,5.0,1197.0,55023.0,103.5,7.8
21.21,2022.0,5.0,1197.0,5000.0,81.8,8.5
18.49,2019.0,7.0,1493.0,40000.0,100.0,9.2
19.81,2016.0,5.0,1197.0,50750.0,103.2,7.56
14.2,2020.0,7.0,2179.0,49500.0,152.8,15.89
21.7,2020.0,5.0,1497.0,58107.0,88.7,7.86
23.1,2021.0,5.0,1061.0,20000.0,47.0,3.0
21.9,2016.0,5.0,1199.0,77501.0,88.7,5.44
28.4,2019.0,5.0,1199.0,53873.0,88.7,5.45
17.5,2018.0,5.0,1199.0,28000.0,88.7,7.25
15.29,2010.0,5.0,1086.0,120000.0,62.1,0.98
19.01,2021.0,5.0,1199.0,17295.0,118.3,9.46
18.9,2018.0,7.0,1493.0,60000.0,70.0,7.0
16.36,2016.0,5.0,1197.0,49687.0,81.8,5.73
21.01,2012.0,5.0,1086.0,51000.0,68.0,3.2
14.2,2021.0,5.0,799.0,24921.0,53.6,3.76
13.68,2017.0,5.0,1582.0,110000.0,126.2,9.0
15.96,2015.0,5.0,796.0,50000.0,47.3,2.3
21.1,2020.0,4.0,1997.0,21000.0,150.0,15.5
