full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity.1,body_type,fuel_type,kms_driven.1,max_power,owner_type,resale_price_Lakh,prediction,precisaoNew,prejuizoNew,variacaoPrecisao,precisaoOld,prejuizoOld,satisfacaoOld,satisfacaoNew
2012 Chevrolet Beat Diesel LS,Bangalore,936.0,Not Available,Manual,baixa,83855.0,2012.0,Chevrolet,Beat Diesel LS,19.33,5.0,936.0,Hatchback,Diesel,83855.0,57.6,Fifth Owner,1.5,1.5728000000000002,0,0,4.853333333333346,0,0.0,78.72045716682369,78.72045716682369
2017 Honda City i-DTEC V,Hyderabad,1498.0,Third Party,Manual,baixa,70000.0,2017.0,Honda,City i-DTEC V,18.6,5.0,1498.0,Sedan,Diesel,70000.0,97.9,First Owner,10.25,7.0225,0,0,31.48780487804878,1,1.4595941616233534,50.0,100.0
2018 Renault Captur 1.5 Diesel Platine,Ahmedabad,1461.0,Third Party,Manual,baixa,80000.0,2018.0,Renault,Captur 1.5 Diesel Platine,22.05,5.0,1461.0,SUV,Diesel,80000.0,108.4,Second Owner,7.55,7.441399999999993,0,0,1.4384105960265845,0,0.0,66.25191483966894,66.25191483966894
2015 Maruti Swift Dzire LDI,Mumbai,1248.0,Third Party,Manual,baixa,82000.0,2015.0,Maruti,Swift Dzire LDI,17.01,5.0,1248.0,Sedan,Diesel,82000.0,74.0,Second Owner,4.45,4.352199999999997,0,0,2.197752808988831,0,0.0,69.02441988632255,69.02441988632255
2014 Maruti Alto 800 LXI,Chandigarh,796.0,Comprehensive,Manual,baixa,90336.0,2014.0,Maruti,Alto 800 LXI,20.3,5.0,796.0,Hatchback,Petrol,90336.0,47.3,Second Owner,2.32,2.1893999999999982,0,0,5.629310344827656,0,0.0,81.55369907505685,81.55369907505685
2015 Honda City i DTEC VX,Kolkata,1498.0,Comprehensive,Manual,baixa,41000.0,2015.0,Honda,City i DTEC VX,12.8,5.0,1498.0,Sedan,Diesel,41000.0,98.6,First Owner,6.21,5.924999999999995,0,0,4.589371980676402,0,0.0,77.75668329798009,77.75668329798009
2021 Volkswagen Polo 1.0 TSI Comfortline,Bangalore,999.0,Third Party,Manual,baixa,62696.0,2021.0,Volkswagen,Polo 1.0 TSI Comfortline,19.4,5.0,999.0,Hatchback,Petrol,62696.0,108.6,First Owner,8.55,8.855000000000004,0,0,3.567251461988342,0,0.0,74.02472391527192,74.02472391527192
2022 Hyundai i20 Magna BSVI,Chandigarh,1197.0,Zero Dep,Manual,baixa,17325.0,2022.0,Hyundai,i20 Magna BSVI,22.0,5.0,1197.0,Hatchback,Petrol,17325.0,81.8,First Owner,6.65,6.721299999999991,0,0,1.0721804511276847,0,0.0,64.91473786249573,64.91473786249573
2014 Honda City i VTEC CVT VX,Bangalore,1497.0,Comprehensive,Automatic,baixa,69565.0,2014.0,Honda,City i VTEC CVT VX,15.9,5.0,1497.0,Sedan,Petrol,69565.0,117.3,First Owner,6.83,6.3908000000000005,0,0,6.430453879941429,0,0.0,84.47882882061899,84.47882882061899
2018 Renault Duster Petrol RXS,Kolkata,1498.0,Comprehensive,Manual,baixa,32812.0,2018.0,Renault,Duster Petrol RXS,16.0,5.0,1498.0,SUV,Petrol,32812.0,104.5,Second Owner,5.5,6.3675000000000015,0,0,15.7727272727273,1,0.8637612877895562,50.0,100.0
2018 Mahindra Thar CRDe,Lucknow,2498.0,Third Party,Manual,baixa,50000.0,2018.0,Mahindra,Thar CRDe,13.0,6.0,2498.0,SUV,Diesel,50000.0,105.0,Second Owner,8.0,7.749300000000002,0,0,3.1337499999999796,0,0.0,72.4419263694779,72.4419263694779
2018 Maruti Swift VDI,Jaipur,1248.0,Comprehensive,Manual,baixa,49225.0,2018.0,Maruti,Swift VDI,19.44,5.0,1248.0,Hatchback,Diesel,49225.0,74.0,First Owner,6.55,6.543399999999996,0,0,0.10076335877868944,0,0.0,61.36790648005939,61.36790648005939
2018 Tata Zest Revotron 1.2T XM,Delhi,1193.0,Third Party,Manual,baixa,120000.0,2018.0,Tata,Zest Revotron 1.2T XM,15.4,5.0,1193.0,Sedan,Petrol,120000.0,88.7,First Owner,3.75,3.8808,0,0,3.4879999999999947,0,0.0,73.73536152428854,73.73536152428854
2013 Honda Brio EX MT,Kolkata,1198.0,Third Party,Manual,baixa,41424.0,2013.0,Honda,Brio EX MT,20.7,5.0,1198.0,Hatchback,Petrol,41424.0,86.8,Second Owner,2.25,2.465799999999999,0,0,9.591111111111061,1,0.9124827642144542,50.0,100.0
2020 Renault KWID 1.0 RXT Opt,Hyderabad,999.0,Zero Dep,Manual,baixa,60894.0,2020.0,Renault,KWID 1.0 RXT Opt,12.99,5.0,999.0,Hatchback,Petrol,60894.0,67.0,First Owner,4.23,4.351500000000004,0,0,2.8723404255320024,0,0.0,71.48746953554435,71.48746953554435
2019 Maruti Alto 800 LXI,Ahmedabad,796.0,Third Party,Manual,baixa,68106.0,2019.0,Maruti,Alto 800 LXI,19.17,5.0,796.0,Hatchback,Petrol,68106.0,47.3,First Owner,3.17,3.184299999999999,0,0,0.45110410094634357,0,0.0,62.64706817965593,62.64706817965593
2021 Skoda Rapid 1.0 TSI Style,Hyderabad,999.0,Comprehensive,Manual,baixa,28530.0,2021.0,Skoda,Rapid 1.0 TSI Style,22.7,5.0,999.0,Sedan,Petrol,28530.0,108.6,Second Owner,10.25,9.808799999999998,0,0,4.304390243902459,0,0.0,76.71615994774044,76.71615994774044
2019 Maruti Swift Dzire VXI 1.2,Chennai,1197.0,Third Party,Manual,baixa,40000.0,2019.0,Maruti,Swift Dzire VXI 1.2,19.0,5.0,1197.0,Sedan,Petrol,40000.0,81.8,First Owner,6.3,6.3103,0,0,0.1634920634920631,0,0.0,61.59694109372773,61.59694109372773
2022 Kia Sonet HTX Plus Diesel BSVI,Gurgaon,1493.0,Third Party,Manual,baixa,50000.0,2022.0,Kia,Sonet HTX Plus Diesel BSVI,18.9,5.0,1493.0,SUV,Diesel,50000.0,98.6,First Owner,12.25,12.312599999999998,0,0,0.5110204081632489,0,0.0,62.865834186997574,62.865834186997574
2018 Maruti Swift Dzire VXI 1.2,Gurgaon,1197.0,Comprehensive,Manual,baixa,76000.0,2018.0,Maruti,Swift Dzire VXI 1.2,12.51,5.0,1197.0,Sedan,Petrol,76000.0,81.8,First Owner,5.65,5.673999999999993,0,0,0.4247787610618215,0,0.0,62.550949280378646,62.550949280378646
2015 Tata Indigo eGLS BS IV,Delhi,1193.0,Third Party,Manual,baixa,120000.0,2015.0,Tata,Indigo eGLS BS IV,18.7,5.0,1193.0,Sedan,Petrol,120000.0,64.1,Second Owner,1.75,2.0874,0,0,19.28000000000001,1,0.8383635144198524,50.0,100.0
2011 Tata Nano Lx,Bangalore,624.0,Third Party,Manual,baixa,110000.0,2011.0,Tata,Nano Lx,13.0,4.0,624.0,Hatchback,Petrol,110000.0,35.0,Fourth Owner,0.6,0.6449200000000006,0,0,7.486666666666772,0,0.0,88.33526565706505,88.33526565706505
2011 Hyundai i10 Magna 1.2,Pune,1197.0,Comprehensive,Manual,baixa,100454.0,2011.0,Hyundai,i10 Magna 1.2,21.01,5.0,1197.0,Hatchback,Petrol,100454.0,78.9,First Owner,1.7,2.035199999999998,0,0,19.71764705882341,1,0.8352987421383656,50.0,100.0
2015 Audi Q3 2.0 TDI Quattro Premium Plus,Delhi,1968.0,Comprehensive,Automatic,alta,60000.0,2015.0,Audi,Q3 2.0 TDI Quattro Premium Plus,22.05,5.0,1968.0,SUV,Diesel,60000.0,174.3,First Owner,13.75,17.641400000000022,0,0,28.30109090909107,1,0.7794165995896007,50.0,100.0
2015 Mahindra XUV500 W10 2WD,Hyderabad,2179.0,Third Party,Manual,baixa,110000.0,2015.0,Mahindra,XUV500 W10 2WD,24.3,7.0,2179.0,SUV,Diesel,110000.0,140.0,Second Owner,9.5,8.6334,0,0,9.122105263157895,1,1.100377603261751,50.0,100.0
2012 Audi A4 2.0 TDI,Pune,1968.0,Third Party,Automatic,alta,120000.0,2012.0,Audi,A4 2.0 TDI,14.0,5.0,1968.0,Sedan,Diesel,120000.0,147.5,Second Owner,8.5,8.739700000000001,0,0,2.8200000000000105,0,0.0,71.29636453511858,71.29636453511858
2021 Nissan Magnite XL BSVI,Ahmedabad,999.0,Zero Dep,Manual,baixa,17732.0,2021.0,Nissan,Magnite XL BSVI,16.47,5.0,999.0,SUV,Petrol,17732.0,71.0,First Owner,5.6,5.804200000000008,0,0,3.646428571428717,0,0.0,74.31381483074536,74.31381483074536
2016 Maruti Ciaz ZDi Plus SHVS,Chennai,1248.0,Comprehensive,Manual,baixa,84068.0,2016.0,Maruti,Ciaz ZDi Plus SHVS,13.1,5.0,1248.0,Sedan,Diesel,84068.0,88.5,Second Owner,7.04,6.816899999999999,0,0,3.1690340909091113,0,0.0,72.57075539865899,72.57075539865899
2016 Maruti Baleno 1.2 Sigma,Hyderabad,1197.0,Comprehensive,Manual,baixa,47741.0,2016.0,Maruti,Baleno 1.2 Sigma,20.5,5.0,1197.0,Hatchback,Petrol,47741.0,83.1,Second Owner,5.35,5.070900000000006,0,0,5.21682242990642,0,0.0,80.04762604726957,80.04762604726957
2014 Hyundai Xcent 1.2 Kappa S,Ahmedabad,1197.0,Third Party,Manual,baixa,60000.0,2014.0,Hyundai,Xcent 1.2 Kappa S,19.4,5.0,1197.0,Sedan,Petrol,60000.0,82.0,First Owner,3.3,3.455000000000004,0,0,4.696969696969826,0,0.0,78.14954333702384,78.14954333702384
2018 Hyundai Verna VTVT 1.6 SX Option,Mumbai,1591.0,Third Party,Manual,baixa,61460.0,2018.0,Hyundai,Verna VTVT 1.6 SX Option,15.04,5.0,1591.0,Sedan,Petrol,61460.0,121.3,Second Owner,7.97,8.120200000000011,0,0,1.884567126725363,0,0.0,67.88091848498759,67.88091848498759
2017 Hyundai i20 Asta Option 1.4 CRDi,Gurgaon,1396.0,Not Available,Manual,baixa,33437.0,2017.0,Hyundai,i20 Asta Option 1.4 CRDi,12.99,5.0,1396.0,Hatchback,Diesel,33437.0,88.7,First Owner,4.9,6.4238,0,0,31.097959183673456,1,0.7627883807092376,50.0,100.0
2016 Maruti Ciaz ZXi,Delhi,1373.0,Third Party,Manual,baixa,93908.0,2016.0,Maruti,Ciaz ZXi,13.0,5.0,1373.0,Sedan,Petrol,93908.0,91.1,First Owner,5.63,5.613999999999996,0,0,0.28419182948496563,0,0.0,62.03763924619811,62.03763924619811
2016 Maruti Celerio VXI AT,Delhi,998.0,Third Party,Automatic,baixa,52407.0,2016.0,Maruti,Celerio VXI AT,11.36,5.0,998.0,Hatchback,Petrol,52407.0,67.0,First Owner,4.25,4.240800000000001,0,0,0.2164705882352703,0,0.0,61.79037591758903,61.79037591758903
2018 Mahindra XUV500 W4,Hyderabad,2179.0,Third Party,Manual,baixa,109557.0,2018.0,Mahindra,XUV500 W4,24.39,7.0,2179.0,SUV,Diesel,109557.0,140.0,First Owner,8.1,8.843400000000013,0,0,9.177777777777946,1,0.9159373091797258,50.0,100.0
2022 Maruti SX4 S Cross Zeta,Pune,1462.0,Third Party,Manual,baixa,10000.0,2022.0,Maruti,SX4 S Cross Zeta,21.01,5.0,1462.0,SUV,Petrol,10000.0,103.2,First Owner,10.5,10.2458,0,0,2.4209523809523894,0,0.0,69.8393646228542,69.8393646228542
2020 Hyundai Aura S AMT,Jaipur,1197.0,Comprehensive,Automatic,baixa,16603.0,2020.0,Hyundai,Aura S AMT,24.4,5.0,1197.0,Sedan,Petrol,16603.0,81.8,First Owner,7.75,7.5769,0,0,2.233548387096772,0,0.0,69.15511645403342,69.15511645403342
2021 Skoda Rapid 1.0 TSI Style,Pune,999.0,Comprehensive,Manual,baixa,14758.0,2021.0,Skoda,Rapid 1.0 TSI Style,23.1,5.0,999.0,Sedan,Petrol,14758.0,108.6,First Owner,10.35,10.022399999999998,0,0,3.165217391304368,0,0.0,72.55681989140669,72.55681989140669
2017 Honda City i VTEC VX Option,Kolkata,1497.0,Third Party,Manual,baixa,44000.0,2017.0,Honda,City i VTEC VX Option,12.05,5.0,1497.0,Sedan,Petrol,44000.0,117.3,First Owner,5.95,6.496600000000004,0,0,9.18655462184881,1,0.9158636825416365,50.0,100.0
2009 Maruti Wagon R LXI,Pune,998.0,Comprehensive,Manual,baixa,76000.0,2009.0,Maruti,Wagon R LXI,13.0,5.0,998.0,Hatchback,Petrol,76000.0,67.1,First Owner,1.49,1.5467000000000002,0,0,3.8053691275167916,0,0.0,74.89413749205646,74.89413749205646
2022 Honda Amaze VX CVT BSVI,Mumbai,1199.0,Comprehensive,Automatic,baixa,7000.0,2022.0,Honda,Amaze VX CVT BSVI,10.2,5.0,1199.0,Sedan,Petrol,7000.0,88.5,First Owner,9.75,9.016400000000004,0,0,7.524102564102519,0,0.0,88.47195134738341,88.47195134738341
2019 Renault KWID 1.0 AMT RXT,Chennai,999.0,Third Party,Automatic,baixa,20000.0,2019.0,Renault,KWID 1.0 AMT RXT,17.57,5.0,999.0,Hatchback,Petrol,20000.0,67.0,Second Owner,4.1,4.145600000000004,0,0,1.1121951219513353,0,0.0,65.06083915240818,65.06083915240818
2017 Renault KWID RXL,Lucknow,799.0,Not Available,Manual,baixa,40506.0,2017.0,Renault,KWID RXL,22.74,5.0,799.0,Hatchback,Petrol,40506.0,53.3,First Owner,2.5,2.763000000000001,0,0,10.520000000000032,1,0.90481360839667,50.0,100.0
2014 Mahindra Scorpio 1.99 S10,Mumbai,1997.0,Comprehensive,Manual,baixa,106342.0,2014.0,Mahindra,Scorpio 1.99 S10,21.21,7.0,1997.0,SUV,Diesel,106342.0,120.0,First Owner,8.4,5.231600000000002,0,0,37.71904761904759,1,1.6056273415398725,50.0,100.0
2016 Honda City i VTEC CVT VX,Pune,1497.0,Third Party,Automatic,baixa,24000.0,2016.0,Honda,City i VTEC CVT VX,22.77,5.0,1497.0,Sedan,Petrol,24000.0,117.3,First Owner,7.75,6.994800000000001,0,0,9.74451612903225,1,1.107965917538743,50.0,100.0
2017 Volkswagen Polo GT TSI,Delhi,1197.0,Third Party,Automatic,baixa,55000.0,2017.0,Volkswagen,Polo GT TSI,36.51199999999999,5.0,1197.0,Hatchback,Petrol,55000.0,103.5,First Owner,7.25,7.6113,0,0,4.983448275862068,0,0.0,79.19553194687396,79.19553194687396
2014 Mahindra Bolero DI - AC BS III,Hyderabad,2523.0,Third Party,Manual,baixa,80000.0,2014.0,Mahindra,Bolero DI - AC BS III,17.6,9.0,2523.0,SUV,Diesel,80000.0,63.0,Fourth Owner,2.5,3.072800000000001,0,0,22.912000000000035,1,0.8135902108825824,50.0,100.0
2012 Volkswagen Polo Diesel Trendline 1.2L,Agra,1199.0,Third Party,Manual,baixa,80000.0,2012.0,Volkswagen,Polo Diesel Trendline 1.2L,16.35,5.0,1199.0,Hatchback,Diesel,80000.0,73.9,Fifth Owner,2.0,2.1033000000000004,0,0,5.16500000000002,0,0.0,79.85841234889654,79.85841234889654
2021 Tata New Safari XZA Plus AT BSVI,Kolkata,1956.0,Comprehensive,Automatic,baixa,25507.0,2021.0,Tata,New Safari XZA Plus AT BSVI,24.3,7.0,1956.0,SUV,Diesel,25507.0,167.6,First Owner,20.0,20.6869,0,0,3.434500000000007,0,0.0,73.54002269356913,73.54002269356913
2018 Mahindra Bolero Power Plus ZLX,Bangalore,1493.0,Comprehensive,Manual,baixa,77000.0,2018.0,Mahindra,Bolero Power Plus ZLX,19.1,7.0,1493.0,SUV,Diesel,77000.0,70.0,First Owner,8.45,7.4674,0,0,11.628402366863904,1,1.1315852907303747,50.0,100.0
2008 Porsche Cayenne S Tiptronic,Delhi,4806.0,Third Party,Automatic,alta,100000.0,2008.0,Porsche,Cayenne S Tiptronic,14.28,5.0,4806.0,SUV,Petrol,100000.0,400.0,Fifth Owner,6.0,13.413900000000002,0,0,123.56500000000004,1,0.44729720662894457,50.0,100.0
2021 Audi Q2 Technology,Delhi,1984.0,Comprehensive,Automatic,alta,9200.0,2021.0,Audi,Q2 Technology,24.3,5.0,1984.0,SUV,Petrol,9200.0,187.7,First Owner,31.5,34.910999999999994,0,0,10.828571428571411,1,0.9022944057746843,50.0,100.0
2018 Mercedes-Benz C-Class C 200 CGI,Delhi,1991.0,Comprehensive,Automatic,alta,37000.0,2018.0,Mercedes-Benz,2018  C-Class C 200 CGI,21.19,5.0,1991.0,Sedan,Petrol,37000.0,184.0,First Owner,35.9,33.746000000000045,0,0,5.999999999999871,0,0.0,82.9071585853585,82.9071585853585
2022 Mahindra XUV700 AX7 AT Luxury Pack BSVI,Ahmedabad,1999.0,Third Party,Automatic,baixa,6671.0,2022.0,Mahindra,XUV700 AX7 AT Luxury Pack BSVI,21.4,7.0,1999.0,SUV,Petrol,6671.0,197.1,First Owner,23.55,27.4031,0,0,16.36135881104033,1,0.8593918206334321,50.0,100.0
2021 Hyundai Verna SX IVT,Delhi,1497.0,Comprehensive,Automatic,baixa,8000.0,2021.0,Hyundai,Verna SX IVT,23.08,5.0,1497.0,Sedan,Petrol,8000.0,113.1,First Owner,13.75,13.0409,0,0,5.157090909090905,0,0.0,79.82953473076121,79.82953473076121
2021 Honda City V MT,Delhi,1498.0,Third Party,Manual,baixa,10000.0,2021.0,Honda,City V MT,22.41,5.0,1498.0,Sedan,Petrol,10000.0,119.3,First Owner,10.5,10.9132,0,0,3.935238095238093,0,0.0,75.36831417058771,75.36831417058771
2018 Hyundai Verna VTVT 1.6 SX,Lucknow,1591.0,Third Party,Manual,baixa,74397.0,2018.0,Hyundai,Verna VTVT 1.6 SX,22.77,5.0,1591.0,Sedan,Petrol,74397.0,121.3,Second Owner,7.46,7.932600000000004,0,0,6.335120643431694,0,0.0,84.1307487655066,84.1307487655066
2017 Honda City i VTEC V,Hyderabad,1497.0,Third Party,Manual,baixa,40000.0,2017.0,Honda,City i VTEC V,20.73,5.0,1497.0,Sedan,Petrol,40000.0,117.3,Second Owner,8.25,7.921900000000001,0,0,3.9769696969696873,0,0.0,75.52068430678023,75.52068430678023
2015 Maruti Wagon R AMT VXI,Hyderabad,998.0,Comprehensive,Automatic,baixa,64186.0,2015.0,Maruti,Wagon R AMT VXI,16.77,5.0,998.0,Hatchback,Petrol,64186.0,67.0,Second Owner,3.9,3.874899999999998,0,0,0.6435897435897923,0,0.0,63.34987042945507,63.34987042945507
2018 Jaguar XJ 3.0L Portfolio,Hyderabad,2993.0,Third Party,Automatic,alta,60000.0,2018.0,Jaguar,XJ 3.0L Portfolio,20.51,5.0,2993.0,Sedan,Diesel,60000.0,301.7,Second Owner,63.0,60.42499999999999,0,0,4.087301587301603,0,0.0,75.92352734320085,75.92352734320085
2021 Maruti Swift VXI,Bangalore,1197.0,Zero Dep,Manual,baixa,13058.0,2021.0,Maruti,Swift VXI,15.2,5.0,1197.0,Hatchback,Petrol,13058.0,88.5,First Owner,7.74,7.611700000000005,0,0,1.6576227390180227,0,0.0,67.0523007030606,67.0523007030606
2016 Maruti Baleno Alpha,Delhi,1197.0,Comprehensive,Manual,baixa,41000.0,2016.0,Maruti,Baleno Alpha,10.2,5.0,1197.0,Hatchback,Petrol,41000.0,81.8,Second Owner,5.35,5.251100000000007,0,0,1.8485981308409802,0,0.0,67.74958873548837,67.74958873548837
2018 Maruti Alto 800 LXI,Ahmedabad,796.0,Comprehensive,Manual,baixa,58546.0,2018.0,Maruti,Alto 800 LXI,20.65,5.0,796.0,Hatchback,Petrol,58546.0,47.3,Second Owner,3.31,3.1505999999999994,0,0,4.815709969788539,0,0.0,78.58308700154191,78.58308700154191
2017 Maruti Vitara Brezza ZDi Plus Dual Tone,Bangalore,1248.0,Third Party,Manual,baixa,94127.0,2017.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,18.53,5.0,1248.0,SUV,Diesel,94127.0,88.5,First Owner,9.09,7.547499999999998,0,0,16.969196919691996,1,1.2043723087114941,50.0,100.0
2018 Hyundai Verna CRDi 1.6 SX Option,Kolkata,1582.0,Third Party,Manual,baixa,79399.0,2018.0,Hyundai,Verna CRDi 1.6 SX Option,16.8,5.0,1582.0,Sedan,Diesel,79399.0,126.2,Second Owner,7.11,7.708400000000007,0,0,8.416315049226538,1,0.9223704011208543,50.0,100.0
2016 Honda City i VTEC SV,Pune,1497.0,Third Party,Manual,baixa,55353.0,2016.0,Honda,City i VTEC SV,19.5,5.0,1497.0,Sedan,Petrol,55353.0,117.3,Second Owner,5.64,5.856799999999993,0,0,3.84397163120555,0,0.0,75.03508268707338,75.03508268707338
2011 Volkswagen Vento Diesel Highline,Pune,1598.0,Third Party,Manual,baixa,120000.0,2011.0,Volkswagen,Vento Diesel Highline,18.5,5.0,1598.0,Sedan,Diesel,120000.0,103.6,Second Owner,3.5,3.3100000000000005,0,0,5.428571428571415,0,0.0,80.82076252961042,80.82076252961042
2022 Nissan Magnite Turbo XV BSVI,Bangalore,999.0,Comprehensive,Manual,baixa,11225.0,2022.0,Nissan,Magnite Turbo XV BSVI,18.0,5.0,999.0,SUV,Petrol,11225.0,98.6,First Owner,8.98,9.057600000000006,0,0,0.8641425389755643,0,0.0,64.15515127361513,64.15515127361513
2021 Honda Jazz ZX,Pune,1199.0,Zero Dep,Manual,baixa,7171.0,2021.0,Honda,Jazz ZX,14.53,5.0,1199.0,Hatchback,Petrol,7171.0,88.5,First Owner,8.49,8.150100000000002,0,0,4.003533568904573,0,0.0,75.61767413263334,75.61767413263334
2017 BMW X1 sDrive20d Expedition,Lucknow,1995.0,Third Party,Automatic,alta,100000.0,2017.0,BMW,X1 sDrive20d Expedition,22.95,5.0,1995.0,SUV,Diesel,100000.0,188.0,First Owner,19.0,22.0255,0,0,15.92368421052632,1,0.8626364895235068,50.0,100.0
2022 Maruti XL6 Alpha,Mumbai,1462.0,Comprehensive,Manual,baixa,30643.0,2022.0,Maruti,XL6 Alpha,26.0,6.0,1462.0,MUV,Petrol,30643.0,103.2,First Owner,12.25,12.1066,0,0,1.1706122448979572,0,0.0,65.27413134849019,65.27413134849019
2016 Jaguar XF 2.0 Diesel Portfolio,Hyderabad,1999.0,Third Party,Automatic,alta,61097.0,2016.0,Jaguar,XF 2.0 Diesel Portfolio,14.53,5.0,1999.0,Sedan,Diesel,61097.0,177.0,First Owner,36.0,32.0419,0,0,10.994722222222226,1,1.1235288793735703,50.0,100.0
2016 Maruti Alto K10 VXI,Lucknow,998.0,Zero Dep,Manual,baixa,115250.0,2016.0,Maruti,Alto K10 VXI,18.9,5.0,998.0,Hatchback,Petrol,115250.0,65.7,First Owner,2.37,2.960200000000001,0,0,24.90295358649792,1,0.8006215796229983,50.0,100.0
2022 Maruti Swift ZXI Plus AMT BSVI,Gurgaon,1197.0,Third Party,Automatic,baixa,4420.0,2022.0,Maruti,Swift ZXI Plus AMT BSVI,23.22,5.0,1197.0,Hatchback,Petrol,4420.0,88.5,Second Owner,8.38,8.168599999999996,0,0,2.522673031026309,0,0.0,70.21076635828341,70.21076635828341
2016 Renault KWID RXT,Jaipur,799.0,Third Party,Manual,baixa,65206.0,2016.0,Renault,KWID RXT,20.86,5.0,799.0,Hatchback,Petrol,65206.0,53.3,Second Owner,2.73,2.674299999999997,0,0,2.040293040293149,0,0.0,68.4495038657175,68.4495038657175
2021 Tata Nexon XMA S AMT Diesel,Mumbai,1497.0,Third Party,Automatic,baixa,32247.0,2021.0,Tata,Nexon XMA S AMT Diesel,19.03,5.0,1497.0,SUV,Diesel,32247.0,113.4,Second Owner,9.9,10.999699999999992,0,0,11.108080808080722,1,0.9000245461239859,50.0,100.0
2019 Honda Amaze S Petrol BSIV,Pune,1199.0,Third Party,Manual,baixa,39633.0,2019.0,Honda,Amaze S Petrol BSIV,20.85,5.0,1199.0,Sedan,Petrol,39633.0,88.7,First Owner,6.42,6.288599999999999,0,0,2.0467289719626334,0,0.0,68.47300269500549,68.47300269500549
2007 Maruti SX4 ZXI MT BSIV,Bangalore,1586.0,Comprehensive,Manual,baixa,38000.0,2007.0,Maruti,SX4 ZXI MT BSIV,25.2,5.0,1586.0,Sedan,Petrol,38000.0,103.3,Second Owner,3.5,3.0051000000000005,0,0,14.139999999999983,1,1.1646866992778941,50.0,100.0
2020 Hyundai Venue S Turbo BSIV,Kolkata,998.0,Third Party,Manual,baixa,28400.0,2020.0,Hyundai,Venue S Turbo BSIV,24.3,5.0,998.0,SUV,Petrol,28400.0,118.3,First Owner,6.99,10.2387,0,0,46.47639484978539,1,0.6827038588883355,50.0,100.0
2013 Maruti Ritz VXi,Bangalore,1197.0,Comprehensive,Manual,baixa,63000.0,2013.0,Maruti,Ritz VXi,17.01,5.0,1197.0,Hatchback,Petrol,63000.0,85.8,First Owner,3.99,3.912200000000005,0,0,1.9498746867166774,0,0.0,68.11936899724635,68.11936899724635
2016 Renault KWID 1.0 RXT,Pune,999.0,Third Party,Manual,baixa,16528.0,2016.0,Renault,KWID 1.0 RXT,13.0,5.0,999.0,Hatchback,Petrol,16528.0,67.0,Second Owner,3.57,3.584499999999998,0,0,0.40616246498594344,0,0.0,62.48297758864427,62.48297758864427
2010 Ford Figo Petrol ZXI,Hyderabad,1196.0,Third Party,Manual,baixa,55000.0,2010.0,Ford,Figo Petrol ZXI,18.6,5.0,1196.0,Hatchback,Petrol,55000.0,70.0,First Owner,2.95,1.893600000000001,0,0,35.81016949152539,1,1.5578791719476122,50.0,100.0
2022 Mahindra XUV700 MX BSVI,Delhi,1999.0,Comprehensive,Manual,baixa,18379.0,2022.0,Mahindra,XUV700 MX BSVI,26.68,5.0,1999.0,SUV,Petrol,18379.0,197.1,First Owner,14.02,31.0523,0,0,121.48573466476462,1,0.4514963464864116,50.0,100.0
2018 Hyundai Grand i10 1.2 Kappa Asta,Delhi,1197.0,Comprehensive,Manual,baixa,63000.0,2018.0,Hyundai,Grand i10 1.2 Kappa Asta,19.6,5.0,1197.0,Hatchback,Petrol,63000.0,81.8,First Owner,5.33,5.6167,0,0,5.37898686679174,0,0.0,80.63971971989494,80.63971971989494
2015 Honda City VX MT,Chennai,1497.0,Comprehensive,Manual,baixa,71887.0,2015.0,Honda,City VX MT,21.66,5.0,1497.0,Sedan,Petrol,71887.0,117.6,Second Owner,5.5,5.673499999999999,0,0,3.1545454545454343,0,0.0,72.51785458957488,72.51785458957488
2019 Hyundai Venue SX Plus Turbo DCT BSIV,Lucknow,998.0,Third Party,Automatic,baixa,50050.0,2019.0,Hyundai,Venue SX Plus Turbo DCT BSIV,20.36,5.0,998.0,SUV,Petrol,50050.0,118.3,First Owner,8.39,8.609199999999992,0,0,2.612634088200141,0,0.0,70.53923154928569,70.53923154928569
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Delhi,1197.0,Comprehensive,Manual,baixa,54795.0,2018.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,17.92,5.0,1197.0,Hatchback,Petrol,54795.0,81.8,Third Owner,3.99,4.547300000000004,0,0,13.967418546366018,1,0.8774437578343185,50.0,100.0
2018 Maruti Celerio VXI AMT BSVI,Jaipur,998.0,Comprehensive,Automatic,baixa,64500.0,2018.0,Maruti,Celerio VXI AMT BSVI,15.4,5.0,998.0,Hatchback,Petrol,64500.0,65.7,First Owner,4.7,4.5035,0,0,4.180851063829794,0,0.0,76.26509454618092,76.26509454618092
2016 Honda Jazz 1.2 V AT i VTEC,Pune,1199.0,Comprehensive,Automatic,baixa,56621.0,2016.0,Honda,Jazz 1.2 V AT i VTEC,22.41,5.0,1199.0,Hatchback,Petrol,56621.0,88.7,First Owner,5.04,5.315800000000005,0,0,5.472222222222316,0,0.0,80.9801400060916,80.9801400060916
