mileage,ano,seats,engine_capacity,kms_driven,max_power,body_type_id,modelo_id,marca_id,city_id,insurance_id,owner_type_id,fuel_type_id
6.7,2011.0,4.0,5000.0,25000.0,502.8,2,2634,13,12,0,3,4
19.81,2015.0,5.0,1086.0,70694.0,68.0,3,2821,11,5,3,3,4
18.9,2015.0,5.0,1197.0,18432.0,82.0,3,1061,11,5,3,1,4
18.9,2016.0,5.0,1197.0,40000.0,82.0,3,1058,11,9,3,3,4
18.9,2019.0,5.0,1197.0,36176.0,81.8,3,1054,11,2,3,1,4
26.0,2017.0,5.0,998.0,37836.0,65.7,3,475,20,5,0,1,4
12.05,2012.0,7.0,2179.0,20000.0,120.0,7,1953,19,7,3,3,1
19.01,2021.0,5.0,1199.0,34000.0,84.8,3,2275,28,1,0,1,4
21.21,2019.0,5.0,1197.0,24752.0,81.8,3,2165,20,2,2,1,4
0.0,2021.0,4.0,1997.0,16362.0,150.0,7,2240,19,7,3,1,4
16.55,2014.0,5.0,1968.0,30000.0,147.5,8,80,0,0,3,3,1
19.1,2014.0,5.0,1197.0,73781.0,82.0,8,2732,11,9,0,1,4
26.0,2022.0,5.0,998.0,8574.0,65.7,3,477,20,10,2,1,4
17.68,2013.0,5.0,1968.0,80000.0,174.3,8,94,0,6,3,4,1
25.24,2015.0,5.0,998.0,47726.0,65.7,3,451,20,12,0,1,4
18.86,2022.0,5.0,1498.0,11000.0,147.5,7,1387,27,11,3,1,4
12.0,2015.0,5.0,2354.0,48350.0,187.4,7,409,10,8,0,1,4
16.5,2019.0,5.0,1353.0,24270.0,138.0,7,1990,15,2,0,3,4
21.1,2018.0,5.0,814.0,13957.0,55.2,3,780,11,2,3,1,4
18.76,2021.0,5.0,1462.0,10637.0,103.2,7,2338,29,12,3,1,4
20.8,2021.0,5.0,1493.0,20000.0,113.4,7,2003,15,1,3,1,1
23.95,2014.0,5.0,998.0,50000.0,67.0,3,161,20,7,3,3,4
20.54,2013.0,5.0,1598.0,99929.0,103.6,8,2361,30,7,2,3,1
23.1,2017.0,5.0,998.0,22479.0,67.0,3,484,20,2,3,3,4
13.68,2017.0,7.0,2393.0,112000.0,147.8,4,1255,29,7,3,1,1
14.2,2004.0,5.0,1597.0,80000.0,92.0,8,1165,9,2,3,3,4
25.44,2012.0,5.0,936.0,83855.0,57.6,3,349,3,2,2,0,1
25.6,2017.0,5.0,1498.0,70000.0,97.9,8,587,10,7,3,1,1
20.37,2018.0,5.0,1461.0,80000.0,108.4,7,418,26,1,3,3,1
23.4,2015.0,5.0,1248.0,82000.0,74.0,8,2104,20,11,3,3,1
22.74,2014.0,5.0,796.0,90336.0,47.3,3,138,20,3,0,3,4
25.1,2015.0,5.0,1498.0,41000.0,98.6,8,570,10,9,0,1,1
0.0,2021.0,5.0,999.0,62696.0,108.6,3,1639,30,2,3,1,4
21.0,2022.0,5.0,1197.0,17325.0,81.8,3,2892,11,3,4,1,4
18.0,2014.0,5.0,1497.0,69565.0,117.3,8,579,10,2,0,1,4
14.99,2018.0,5.0,1498.0,32812.0,104.5,7,758,26,9,0,3,4
16.55,2018.0,6.0,2498.0,50000.0,105.0,7,2231,19,10,3,3,1
28.4,2018.0,5.0,1248.0,49225.0,74.0,3,2157,20,8,0,1,1
17.57,2018.0,5.0,1193.0,120000.0,88.7,8,2803,28,5,3,1,4
19.4,2013.0,5.0,1198.0,41424.0,86.8,3,391,10,9,3,3,4
21.74,2020.0,5.0,999.0,60894.0,67.0,3,1338,26,7,4,1,4
22.05,2019.0,5.0,796.0,68106.0,47.3,3,138,20,1,3,1,4
18.97,2021.0,5.0,999.0,28530.0,108.6,8,1742,27,7,0,3,4
21.21,2019.0,5.0,1197.0,40000.0,81.8,8,2122,20,4,3,1,4
0.0,2022.0,5.0,1493.0,50000.0,98.6,7,2034,15,6,3,1,1
21.21,2018.0,5.0,1197.0,76000.0,81.8,8,2122,20,6,0,1,4
15.64,2015.0,5.0,1193.0,120000.0,64.1,8,1205,28,5,3,3,4
26.0,2011.0,4.0,624.0,110000.0,35.0,3,1490,28,2,3,2,4
20.36,2011.0,5.0,1197.0,100454.0,78.9,3,2822,11,12,0,1,4
15.73,2015.0,5.0,1968.0,60000.0,174.3,7,1699,0,5,0,1,1
16.0,2015.0,7.0,2179.0,110000.0,140.0,7,2678,19,7,3,3,1
16.55,2012.0,5.0,1968.0,120000.0,147.5,8,80,0,12,3,3,1
18.75,2021.0,5.0,999.0,17732.0,71.0,7,1429,23,1,4,1,4
28.09,2016.0,5.0,1248.0,84068.0,88.5,8,531,20,4,0,3,1
21.4,2016.0,5.0,1197.0,47741.0,83.1,3,324,20,7,0,3,4
19.1,2014.0,5.0,1197.0,60000.0,82.0,8,2732,11,1,3,1,4
16.1,1986.0,4.0,796.0,90000.0,37.0,3,62,20,3,3,1,4
17.0,2018.0,5.0,1591.0,61460.0,121.3,8,2467,11,11,3,3,4
22.54,2017.0,5.0,1396.0,33437.0,88.7,3,2876,11,6,2,1,1
20.73,2016.0,5.0,1373.0,93908.0,91.1,8,533,20,5,3,1,4
23.1,2016.0,5.0,998.0,52407.0,67.0,3,455,20,5,3,1,4
16.0,2018.0,7.0,2179.0,109557.0,140.0,7,2687,19,7,3,1,1
18.55,2022.0,5.0,1462.0,10000.0,103.2,7,1877,20,12,3,1,4
20.1,2020.0,5.0,1197.0,16603.0,81.8,8,292,11,8,0,1,4
18.97,2021.0,5.0,999.0,14758.0,108.6,8,1742,27,12,0,1,4
17.8,2017.0,5.0,1497.0,44000.0,117.3,8,585,10,9,3,1,4
18.9,2009.0,5.0,998.0,76000.0,67.1,3,2517,20,12,0,1,4
18.3,2022.0,5.0,1199.0,7000.0,88.5,8,236,10,11,0,1,4
24.04,2019.0,5.0,999.0,20000.0,67.0,3,1327,26,4,3,3,4
25.17,2017.0,5.0,799.0,40506.0,53.3,3,1349,26,10,2,1,4
15.4,2014.0,7.0,1997.0,106342.0,120.0,7,1937,19,11,0,1,1
18.0,2016.0,5.0,1497.0,24000.0,117.3,8,579,10,12,3,1,4
17.21,2017.0,5.0,1197.0,55000.0,103.5,3,1657,30,5,3,1,4
15.96,2014.0,9.0,2523.0,80000.0,63.0,7,360,19,7,3,2,1
22.07,2012.0,5.0,1199.0,80000.0,73.9,3,1652,30,0,3,0,1
14.08,2021.0,7.0,1956.0,25507.0,167.6,7,1522,28,9,0,1,1
16.5,2018.0,7.0,1493.0,77000.0,70.0,7,371,19,2,0,1,1
8.9,2008.0,5.0,4806.0,100000.0,400.0,7,445,25,5,3,0,4
0.0,2021.0,5.0,1984.0,9200.0,187.7,7,1696,0,5,0,1,4
0.0,2022.0,7.0,1999.0,6671.0,197.1,7,2714,19,1,3,1,4
18.45,2021.0,5.0,1497.0,8000.0,113.1,8,2452,11,5,0,1,4
18.6,2021.0,5.0,1498.0,10000.0,119.3,8,557,10,5,3,1,4
17.0,2018.0,5.0,1591.0,74397.0,121.3,8,2466,11,10,3,3,4
17.8,2017.0,5.0,1497.0,40000.0,117.3,8,583,10,7,3,3,4
20.51,2015.0,5.0,998.0,64186.0,67.0,3,2501,20,7,0,3,4
14.47,2018.0,5.0,2993.0,60000.0,301.7,8,2629,13,7,3,3,1
22.38,2021.0,5.0,1197.0,13058.0,88.5,3,2165,20,2,4,1,4
21.01,2016.0,5.0,1197.0,41000.0,81.8,3,330,20,5,0,3,4
22.05,2018.0,5.0,796.0,58546.0,47.3,3,138,20,1,0,3,4
24.3,2017.0,5.0,1248.0,94127.0,88.5,7,2485,20,2,3,1,1
22.0,2018.0,5.0,1582.0,79399.0,126.2,8,2444,11,9,3,3,1
17.8,2016.0,5.0,1497.0,55353.0,117.3,8,582,10,12,3,3,4
20.54,2011.0,5.0,1598.0,120000.0,103.6,8,2361,30,12,3,3,1
20.0,2022.0,5.0,999.0,11225.0,98.6,7,1424,23,2,0,1,4
17.1,2021.0,5.0,1199.0,7171.0,88.5,3,1294,10,12,4,1,4
20.68,2017.0,5.0,1995.0,100000.0,188.0,7,2571,1,10,3,1,1
19.01,2022.0,6.0,1462.0,30643.0,103.2,4,2635,20,11,0,1,4
19.33,2016.0,5.0,1999.0,61097.0,177.0,8,2618,13,7,3,1,1
24.39,2016.0,5.0,998.0,115250.0,65.7,3,161,20,10,4,1,4
22.56,2022.0,5.0,1197.0,4420.0,88.5,3,2189,20,6,3,3,4
25.17,2016.0,5.0,799.0,65206.0,53.3,3,1352,26,8,3,3,4
24.07,2021.0,5.0,1497.0,32247.0,113.4,7,1559,28,11,3,3,1
19.5,2019.0,5.0,1199.0,39633.0,88.7,8,218,10,12,3,1,4
15.5,2007.0,5.0,1586.0,38000.0,103.3,8,1886,20,2,0,3,4
18.27,2020.0,5.0,998.0,28400.0,118.3,7,2381,11,9,3,1,4
18.5,2013.0,5.0,1197.0,63000.0,85.8,3,1800,20,2,0,1,4
23.01,2016.0,5.0,999.0,16528.0,67.0,3,1331,26,12,3,3,4
15.6,2010.0,5.0,1196.0,55000.0,70.0,3,979,9,7,3,1,4
0.0,2022.0,5.0,1999.0,18379.0,197.1,7,2720,19,5,0,1,4
18.9,2018.0,5.0,1197.0,63000.0,81.8,3,1049,11,5,0,1,4
17.4,2015.0,5.0,1497.0,71887.0,117.6,8,563,10,4,0,3,4
18.15,2019.0,5.0,998.0,50050.0,118.3,7,2400,11,10,3,1,4
18.9,2018.0,5.0,1197.0,54795.0,81.8,3,1054,11,5,0,4,4
26.68,2018.0,5.0,998.0,64500.0,65.7,3,454,20,8,0,1,4
19.0,2016.0,5.0,1199.0,56621.0,88.7,3,1277,10,12,0,1,4
19.0,2019.0,5.0,1194.0,60000.0,94.6,3,1011,9,5,3,1,4
22.05,2018.0,5.0,796.0,23199.0,47.3,3,138,20,1,3,1,4
18.27,2019.0,5.0,998.0,20469.0,118.3,7,2395,11,2,3,1,4
22.74,2015.0,5.0,796.0,40000.0,47.3,3,148,20,9,3,1,4
14.62,2018.0,5.0,1999.0,66000.0,149.9,8,853,11,11,0,1,4
18.5,2013.0,5.0,1197.0,100996.0,82.8,3,2887,11,6,2,2,4
23.84,2018.0,5.0,1199.0,93407.0,84.0,3,2258,28,7,0,3,4
13.7,2014.0,5.0,1798.0,90495.0,157.7,8,2066,27,12,3,3,4
19.67,2016.0,5.0,1582.0,102344.0,126.2,7,687,11,1,3,1,1
20.51,2016.0,5.0,998.0,50000.0,67.0,3,2501,20,8,3,1,4
18.5,2012.0,5.0,1197.0,82558.0,85.8,3,1800,20,6,0,1,4
19.34,2019.0,7.0,1462.0,30000.0,103.0,4,911,20,9,3,1,4
16.9,2008.0,5.0,1061.0,120000.0,64.9,3,2785,20,7,3,1,4
21.1,2013.0,5.0,814.0,48000.0,55.2,3,776,11,5,3,3,4
23.84,2016.0,5.0,1199.0,95000.0,84.0,3,2258,28,7,3,1,4
13.0,2017.0,5.0,1591.0,43639.0,121.3,7,701,11,7,3,3,4
18.5,2012.0,5.0,1197.0,75136.0,82.8,3,2910,11,12,3,3,4
20.51,2015.0,5.0,998.0,30000.0,67.0,3,2551,20,10,3,1,4
17.5,2018.0,7.0,1373.0,57000.0,91.1,4,883,20,7,3,1,4
12.8,2006.0,7.0,2494.0,120000.0,102.0,4,1220,29,2,3,3,1
0.0,2022.0,7.0,2198.0,10000.0,182.3,7,2718,19,2,3,1,1
23.22,2021.0,5.0,1497.0,30000.0,113.4,7,1554,28,7,3,1,1
25.1,2014.0,5.0,1498.0,120000.0,98.6,8,570,10,1,3,3,1
21.01,2020.0,5.0,1197.0,20027.0,81.8,3,344,20,4,0,1,4
14.2,2009.0,5.0,1598.0,26243.0,102.0,8,304,3,12,2,3,4
18.78,2019.0,5.0,999.0,63511.0,75.0,3,1636,30,2,3,1,4
20.3,2020.0,5.0,1086.0,55862.0,68.0,3,1909,11,3,4,1,4
22.54,2015.0,5.0,1396.0,75000.0,88.7,3,2911,11,8,0,1,1
20.5,2013.0,5.0,1598.0,37949.0,103.5,8,1775,27,2,3,1,1
17.5,2017.0,5.0,1199.0,55450.0,88.7,7,2499,10,4,0,3,4
16.9,2018.0,5.0,1395.0,59000.0,147.5,7,1703,0,5,0,3,4
21.4,2019.0,5.0,1197.0,88750.0,83.1,3,325,20,5,4,1,4
13.0,2017.0,5.0,1591.0,56000.0,121.3,7,701,11,11,3,3,4
22.54,2015.0,5.0,1396.0,76000.0,88.7,3,2911,11,8,0,1,1
15.29,2017.0,5.0,1591.0,96059.0,121.3,7,703,11,11,3,1,4
16.0,2017.0,7.0,1997.0,58000.0,140.0,7,2668,19,1,0,3,1
16.47,2014.0,5.0,1198.0,80000.0,74.0,3,1644,30,2,3,4,4
20.0,2012.0,5.0,1399.0,80000.0,68.0,3,971,9,5,3,3,1
21.79,2020.0,5.0,998.0,30000.0,67.0,3,2528,20,11,3,1,4
21.4,2016.0,5.0,1197.0,41179.0,83.1,3,323,20,1,3,1,4
21.5,2018.0,5.0,1497.0,30200.0,108.5,7,1539,28,5,3,1,1
17.74,2020.0,5.0,999.0,45169.0,75.1,3,1638,30,3,3,1,4
17.92,2009.0,5.0,1086.0,70000.0,62.1,3,1927,11,9,3,4,4
21.5,2018.0,5.0,1497.0,82000.0,108.5,7,1539,28,2,0,1,1
21.56,2019.0,5.0,1462.0,40000.0,103.2,8,510,20,7,3,1,4
25.8,2013.0,5.0,1498.0,50000.0,98.6,8,248,10,9,3,1,1
21.01,2022.0,5.0,1197.0,20138.0,81.8,3,342,20,8,2,1,4
17.2,2021.0,5.0,999.0,20000.0,113.9,7,1384,27,4,3,3,4
19.1,2014.0,5.0,1197.0,70351.0,85.8,8,2121,20,8,2,4,4
19.81,2015.0,5.0,1086.0,40000.0,68.0,3,2821,11,12,3,3,4
20.36,2010.0,5.0,1197.0,65303.0,78.9,3,2818,11,7,3,1,4
17.52,2021.0,5.0,1197.0,30000.0,81.8,7,2373,11,0,3,1,4
17.8,2019.0,5.0,1496.0,14000.0,105.9,8,2760,29,5,0,1,4
19.4,2016.0,5.0,1198.0,59446.0,86.8,3,390,10,5,3,1,4
16.95,2010.0,5.0,1197.0,64592.0,78.9,3,2827,11,11,3,3,4
26.2,2011.0,5.0,998.0,71209.0,58.2,3,2521,20,5,0,1,0
15.1,2019.0,5.0,1798.0,32000.0,178.0,8,1590,27,5,0,1,4
13.68,2020.0,7.0,2393.0,49000.0,147.5,4,1259,29,11,3,1,1
20.54,2011.0,5.0,1598.0,91000.0,103.6,8,2361,30,4,0,1,1
30.47,2017.0,5.0,998.0,67000.0,58.3,3,458,20,12,3,1,0
23.03,2016.0,5.0,1396.0,120000.0,69.0,8,1199,28,7,3,3,1
25.0,2013.0,5.0,1396.0,107174.0,69.0,3,1188,28,10,2,1,1
24.7,2019.0,5.0,796.0,31000.0,47.3,3,149,20,4,0,1,4
23.84,2018.0,5.0,1199.0,67457.0,84.0,3,2253,28,5,3,1,4
16.0,2016.0,7.0,1997.0,70000.0,140.0,7,2688,19,2,3,3,1
21.21,2015.0,5.0,1197.0,60000.0,81.8,3,2165,20,11,3,1,4
17.0,2012.0,5.0,1197.0,88000.0,78.91,3,2839,11,12,3,1,4
22.56,2018.0,5.0,1197.0,60882.0,88.5,3,2183,20,7,3,1,4
23.01,2017.0,5.0,999.0,80000.0,67.0,3,1332,26,5,3,1,4
22.54,2015.0,5.0,1396.0,67000.0,88.7,3,2911,11,1,0,1,1
17.1,2021.0,5.0,1956.0,24120.0,167.6,7,625,14,8,2,1,1
21.9,2012.0,5.0,1396.0,76300.0,88.77,3,2847,11,2,0,3,1
17.21,2017.0,5.0,1197.0,55023.0,103.5,3,1657,30,4,3,1,4
21.0,2022.0,5.0,1197.0,5000.0,81.8,3,2868,11,5,0,1,4
18.49,2019.0,7.0,1493.0,40000.0,100.0,7,2198,19,11,3,1,1
17.3,1997.0,5.0,993.0,70000.0,59.18,3,2789,20,2,3,0,4
18.19,2016.0,5.0,1197.0,50750.0,103.2,8,2346,30,2,3,3,4
15.1,2020.0,7.0,2179.0,49500.0,152.8,7,2693,19,7,3,1,1
23.64,2020.0,5.0,1497.0,58107.0,88.7,3,187,28,2,3,1,1
18.9,2021.0,5.0,1061.0,20000.0,47.0,3,172,20,9,3,1,4
18.7,2016.0,5.0,1199.0,77501.0,88.7,3,1279,10,2,0,4,4
19.5,2019.0,5.0,1199.0,53873.0,88.7,8,218,10,10,0,1,4
19.0,2018.0,5.0,1199.0,28000.0,88.7,8,229,10,11,4,1,4
11.88,2010.0,5.0,1086.0,120000.0,62.1,3,1929,11,6,3,3,0
17.57,2021.0,5.0,1199.0,17295.0,118.3,7,1560,28,11,4,1,4
16.5,2018.0,7.0,1493.0,60000.0,70.0,7,370,19,12,3,1,1
18.6,2016.0,5.0,1197.0,49687.0,81.8,3,2875,11,5,0,3,4
19.81,2012.0,5.0,1086.0,51000.0,68.0,3,2825,11,7,3,1,4
20.71,2021.0,5.0,799.0,24921.0,53.6,3,1780,6,2,0,1,4
17.01,2017.0,5.0,1582.0,110000.0,126.2,7,686,11,8,3,3,1
22.74,2015.0,5.0,796.0,50000.0,47.3,3,138,20,9,3,3,4
0.0,2020.0,4.0,1997.0,21000.0,150.0,7,2230,19,2,0,1,4
27.3,2018.0,5.0,1498.0,80000.0,98.6,3,1284,10,12,3,1,1
18.5,2022.0,5.0,1199.0,3803.0,86.8,3,184,28,5,0,1,4
18.15,2022.0,5.0,998.0,25601.0,118.3,7,2399,11,1,3,1,4
16.1,2006.0,5.0,1298.0,40000.0,88.2,3,2080,20,11,3,4,4
19.16,2017.0,5.0,2494.0,75000.0,157.7,8,414,29,5,0,3,4
20.77,2015.0,7.0,1248.0,50000.0,88.8,4,902,20,5,3,3,1
22.9,2011.0,5.0,1248.0,100000.0,74.0,3,2157,20,10,3,2,1
18.49,2016.0,7.0,1493.0,73498.0,100.0,7,2204,19,4,3,3,1
18.9,2013.0,5.0,998.0,60867.0,67.1,3,2542,20,4,3,3,4
22.38,2015.0,5.0,1197.0,70706.0,88.5,3,2165,20,5,0,1,4
16.2,2022.0,7.0,1353.0,7437.0,138.0,4,426,15,2,0,1,4
28.4,2018.0,5.0,1248.0,38812.0,74.0,8,2118,20,5,0,3,1
19.16,2015.0,5.0,2494.0,86000.0,157.7,8,415,29,5,0,1,4
13.5,2013.0,7.0,2477.0,130000.0,175.5,7,1626,22,2,0,1,1
18.88,2018.0,5.0,999.0,64285.0,123.2,7,787,9,4,3,1,4
22.38,2010.0,5.0,1197.0,40949.0,88.5,3,2149,20,5,0,1,4
22.7,2014.0,5.0,1498.0,65000.0,89.8,7,790,9,6,0,1,1
19.1,2016.0,5.0,1197.0,90000.0,82.0,8,2747,11,4,3,1,4
18.6,2019.0,5.0,1197.0,75000.0,81.8,3,2921,11,1,3,1,4
19.33,2022.0,5.0,1199.0,20000.0,86.8,3,176,28,10,3,1,4
18.6,2016.0,5.0,1197.0,74411.0,81.8,3,2910,11,5,0,1,4
22.05,2021.0,5.0,796.0,31101.0,47.3,3,142,20,5,3,1,4
17.01,2014.0,5.0,1591.0,42650.0,121.3,8,2423,11,11,0,1,4
20.3,2019.0,5.0,1086.0,56000.0,68.0,3,1911,11,7,3,1,4
12.8,2004.0,5.0,1396.0,70000.0,85.0,3,1201,28,7,3,4,4
19.4,2013.0,5.0,1198.0,50000.0,86.8,3,392,10,12,3,4,4
22.0,2019.0,5.0,1197.0,54000.0,81.8,8,2138,20,2,0,1,4
15.9,2019.0,5.0,1496.0,33000.0,120.6,7,801,9,5,3,1,4
16.0,2019.0,5.0,1368.0,20000.0,160.0,7,617,14,2,3,1,4
13.0,2013.0,7.0,2982.0,35287.0,168.5,7,999,29,2,0,1,1
19.44,2015.0,7.0,1198.0,75000.0,67.0,4,1018,6,5,0,1,4
15.4,2022.0,7.0,2179.0,11933.0,136.7,7,1960,19,1,0,1,1
20.7,2021.0,5.0,1197.0,8856.0,81.8,3,1074,11,9,0,1,4
12.99,2012.0,7.0,2494.0,255000.0,100.0,4,1213,29,11,3,4,1
19.17,2022.0,5.0,999.0,30000.0,71.0,7,1371,26,7,3,1,4
22.7,2017.0,5.0,799.0,52524.0,53.6,3,1788,6,4,0,1,4
19.0,2016.0,5.0,1197.0,80000.0,85.8,8,2107,20,3,3,1,4
18.9,2016.0,5.0,1197.0,32000.0,81.8,3,1086,11,5,0,1,4
12.51,2018.0,7.0,2179.0,61000.0,187.7,7,1809,16,2,0,1,1
18.7,2017.0,5.0,1199.0,60000.0,88.7,3,1279,10,5,3,1,4
13.0,2016.0,5.0,1591.0,18863.0,121.3,7,701,11,11,4,1,4
21.01,2020.0,5.0,1197.0,32669.0,81.8,3,334,20,5,3,1,4
22.05,2020.0,5.0,796.0,20000.0,47.3,3,138,20,1,3,1,4
24.3,2016.0,5.0,1248.0,86427.0,88.5,7,2485,20,1,3,3,1
16.47,2014.0,5.0,1198.0,150000.0,74.0,3,1644,30,12,3,3,4
13.1,2006.0,5.0,1493.0,120000.0,80.88,8,112,11,7,3,3,1
20.5,2018.0,5.0,1582.0,100000.0,126.2,7,696,11,10,3,1,1
19.4,2016.0,5.0,1198.0,34231.0,86.8,3,392,10,12,3,1,4
16.1,2006.0,5.0,1197.0,78000.0,85.0,3,2078,20,12,0,3,4
15.04,2014.0,5.0,1598.0,40000.0,103.2,8,2356,30,12,0,1,4
12.99,2012.0,8.0,2494.0,120000.0,100.0,4,1218,29,10,3,2,1
13.0,2016.0,5.0,1591.0,65597.0,121.3,7,701,11,11,0,1,4
11.36,2018.0,7.0,2755.0,100000.0,171.5,4,1270,29,5,3,1,1
24.39,2013.0,5.0,998.0,44245.0,65.7,3,161,20,7,3,1,4
21.01,2019.0,5.0,1197.0,43573.0,81.8,3,344,20,6,3,1,4
24.4,2015.0,5.0,1120.0,90000.0,71.0,8,2722,11,7,3,1,1
23.1,2015.0,5.0,998.0,68123.0,67.0,3,455,20,7,0,1,4
12.05,2010.0,5.0,1995.0,20000.0,154.0,8,18,1,9,3,4,4
13.0,2013.0,7.0,2982.0,120000.0,168.5,7,999,29,3,3,3,1
17.57,2015.0,5.0,1193.0,30000.0,88.7,8,2803,28,9,3,3,4
22.74,2013.0,5.0,796.0,12000.0,47.3,3,138,20,7,3,1,4
21.21,2019.0,5.0,1197.0,60459.0,81.8,3,2165,20,4,3,1,4
22.77,2016.0,5.0,1498.0,70000.0,98.5,7,817,9,10,3,1,1
26.08,2018.0,7.0,1462.0,57000.0,91.1,4,888,20,5,0,3,0
17.6,2017.0,5.0,1582.0,79000.0,126.2,7,695,11,2,0,1,1
16.35,2021.0,5.0,1956.0,23000.0,167.6,7,1104,28,7,3,1,1
24.3,2016.0,5.0,1248.0,52000.0,88.5,7,2485,20,5,0,1,1
19.1,2015.0,5.0,1197.0,30000.0,81.8,8,2735,11,5,3,1,4
14.28,2016.0,5.0,1798.0,90680.0,138.0,8,674,29,6,2,3,4
24.3,2018.0,5.0,1248.0,78000.0,88.5,7,2475,20,5,0,1,1
21.19,2020.0,5.0,1497.0,38000.0,108.4,7,1567,28,2,0,3,1
21.4,2015.0,5.0,1197.0,91000.0,83.1,3,325,20,8,0,1,4
0.0,2021.0,5.0,1493.0,45204.0,113.4,7,2020,15,8,0,1,1
23.08,2013.0,5.0,1461.0,100000.0,63.1,3,1465,23,5,3,3,1
22.41,2020.0,5.0,1197.0,50000.0,88.5,8,2127,20,12,3,1,4
22.77,2016.0,5.0,1498.0,40251.0,98.5,7,811,9,3,0,1,1
20.73,2016.0,5.0,1373.0,78000.0,91.1,8,533,20,6,0,1,4
16.77,2014.0,5.0,2967.0,71500.0,241.3,8,99,0,11,0,3,1
20.51,2015.0,5.0,998.0,53712.0,67.0,3,2501,20,5,0,1,4
15.2,2021.0,4.0,1997.0,25303.0,150.0,7,2242,19,8,2,1,4
10.2,2010.0,5.0,2354.0,91000.0,180.0,8,1499,10,12,0,1,4
20.65,2021.0,5.0,1462.0,18326.0,103.2,8,537,20,4,4,1,4
18.53,2018.0,5.0,1968.0,49100.0,187.7,8,101,0,9,0,1,1
16.8,2010.0,5.0,1497.0,60000.0,116.4,8,553,10,6,3,3,4
19.5,2017.0,5.0,1199.0,56242.0,88.7,8,246,10,7,4,1,4
18.5,2012.0,5.0,1197.0,66331.0,82.8,3,2862,11,2,0,3,4
18.0,2017.0,5.0,1497.0,51007.0,117.6,8,592,10,9,0,3,4
14.53,2010.0,5.0,1798.0,20000.0,138.1,8,668,29,5,3,1,4
22.95,2016.0,5.0,1248.0,100000.0,74.0,3,379,28,7,3,3,1
26.0,2014.0,5.0,1498.0,48000.0,98.6,8,574,10,9,0,1,1
14.53,2009.0,5.0,1794.0,91000.0,138.1,8,661,29,11,0,3,4
18.9,2014.0,5.0,1197.0,70000.0,82.0,3,1086,11,0,3,4,4
23.22,2018.0,5.0,1497.0,149363.0,113.4,7,1553,28,2,3,1,1
20.86,2011.0,5.0,1199.0,90000.0,75.0,3,948,27,0,3,4,1
19.03,2021.0,5.0,999.0,47124.0,71.0,7,1363,26,5,3,1,4
20.85,2017.0,5.0,1197.0,27000.0,83.1,8,2121,20,11,0,1,4
25.2,2014.0,5.0,1248.0,80701.0,74.0,3,2158,20,6,2,1,1
0.0,2021.0,4.0,1997.0,40000.0,150.0,7,2240,19,7,3,1,4
24.3,2019.0,5.0,1248.0,84381.0,88.5,7,2481,20,4,4,1,1
17.01,2013.0,5.0,1591.0,41344.0,121.3,8,2419,11,11,0,4,4
18.6,2015.0,5.0,1197.0,55541.0,81.8,3,2888,11,9,0,1,4
26.68,2017.0,5.0,998.0,22308.0,65.7,3,452,20,2,0,3,4
19.6,2016.0,5.0,1461.0,72666.0,108.4,7,744,26,2,3,3,1
21.66,2016.0,5.0,1498.0,111610.0,108.6,8,259,30,4,3,1,1
20.36,2011.0,5.0,1197.0,62026.0,78.9,3,2824,11,5,0,3,4
17.92,2009.0,5.0,1086.0,94241.0,62.1,3,1927,11,4,0,1,4
15.4,2017.0,7.0,1497.0,50000.0,117.3,7,318,10,6,3,3,4
22.41,2021.0,5.0,1197.0,25196.0,88.5,8,2127,20,1,4,1,4
14.38,2019.0,5.0,1997.0,33827.0,246.7,7,941,13,11,0,1,4
17.4,2017.0,5.0,1497.0,62000.0,117.6,8,557,10,5,0,1,4
15.4,2013.0,8.0,2179.0,80000.0,120.0,7,1982,19,0,3,1,1
18.9,2019.0,5.0,1197.0,19000.0,81.8,3,1049,11,2,3,1,4
17.5,2018.0,5.0,1199.0,51338.0,88.7,7,2500,10,2,0,1,4
19.01,2013.0,5.0,1461.0,120000.0,108.5,7,2227,23,2,3,3,1
16.82,2020.0,5.0,1197.0,13501.0,108.6,7,2643,19,2,2,1,4
21.1,2013.0,5.0,814.0,68652.0,55.2,3,774,11,8,3,1,4
18.2,2022.0,7.0,999.0,29302.0,71.0,4,2318,26,7,4,1,4
18.49,2015.0,7.0,1493.0,94000.0,100.0,7,2202,19,5,3,1,1
13.1,2010.0,7.0,2499.0,94000.0,141.0,7,865,9,2,0,3,1
21.7,2022.0,5.0,998.0,5787.0,67.0,3,1846,20,1,4,1,4
17.0,2019.0,5.0,1591.0,30000.0,121.3,8,2462,11,12,3,1,4
18.0,2015.0,5.0,1497.0,37149.0,117.3,8,579,10,12,2,1,4
20.73,2016.0,5.0,1373.0,63847.0,91.1,8,528,20,11,4,1,4
19.1,2016.0,5.0,1197.0,65767.0,82.0,8,2736,11,4,0,1,4
25.0,2021.0,5.0,1493.0,40000.0,113.4,8,2451,11,1,0,1,1
21.46,2019.0,5.0,999.0,16682.0,67.0,3,1331,26,2,0,3,4
16.14,2022.0,6.0,1956.0,5000.0,167.6,7,1516,28,5,0,1,1
23.95,2017.0,5.0,998.0,60790.0,67.1,3,162,20,1,4,1,4
18.0,2021.0,5.0,998.0,23903.0,118.3,7,2404,11,2,0,1,4
