full_name,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,resale_price_Lakh,ano,marca,modelo,fuel_type_id,owner_type_id,insurance_id,city_id,marca_id,modelo_id,body_type_id,transmission_type_id
2016 Toyota Fortuner 4x2 AT,2016,2982.0,Third Party,Automatic,90000.0,First Owner,Diesel,168.5,7.0,12.55,SUV,Kolkata,16.5,2016.0,Toyota,Fortuner 4x2 AT,1,1,3,9,29,998,7,0
2022 Tata Nexon XZ Plus HS,2022,1199.0,Third Party,Manual,30000.0,First Owner,Petrol,118.3,5.0,17.57,SUV,Ahmedabad,10.42,2022.0,Tata,Nexon XZ Plus HS,4,1,3,1,28,1570,7,1
2011 Hyundai i10 Sportz Option,2011,1197.0,Third Party,Manual,60000.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Mumbai,1.92,2011.0,Hyundai,i10 Sportz Option,4,3,3,11,11,2829,3,1
2014 Maruti Wagon R LXI CNG,Oct 2014,998.0,Comprehensive,Manual,77988.0,First Owner,CNG,58.1,5.0,26.6,Hatchback,Mumbai,3.45,2014.0,Maruti,Wagon R LXI CNG,0,1,0,11,20,2521,3,1
2014 Hyundai i20 Sportz 1.4 CRDi,Sept 2014,1396.0,Not Available,Manual,72836.0,First Owner,Diesel,88.7,5.0,22.54,Hatchback,Jaipur,5.0,2014.0,Hyundai,i20 Sportz 1.4 CRDi,1,1,2,8,11,2911,3,1
2016 Maruti Vitara Brezza ZDi Plus Dual Tone,May 2016,1248.0,Third Party,Manual,45520.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Ahmedabad,7.87,2016.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,1,1,3,1,20,2485,7,1
2018 Mahindra KUV 100 NXT G80 K8 Dual Tone,2018,1198.0,Third Party,Manual,70000.0,First Owner,Petrol,82.0,6.0,18.15,Hatchback,Delhi,5.0,2018.0,Mahindra,KUV 100 NXT G80 K8 Dual Tone,4,1,3,5,19,1311,3,1
2015 Hyundai Creta 1.6 VTVT S,Aug 2015,1591.0,Comprehensive,Manual,93177.0,First Owner,Petrol,121.3,5.0,15.29,SUV,Kolkata,5.34,2015.0,Hyundai,Creta 1.6 VTVT S,4,1,0,9,11,704,7,1
2013 Tata Manza Club Class Quadrajet90 EXL,2013,1248.0,Third Party,Manual,90000.0,Second Owner,Diesel,88.8,5.0,21.02,Sedan,Ahmedabad,2.55,2013.0,Tata,Manza Club Class Quadrajet90 EXL,1,3,3,1,28,1441,8,1
2020 Renault Triber RXZ EASY-R AMT BSVI,May 2020,999.0,Third Party,Automatic,43000.0,First Owner,Petrol,71.0,7.0,18.2,MUV,Mumbai,7.25,2020.0,Renault,Triber RXZ EASY-R AMT BSVI,4,1,3,11,26,2323,4,0
2016 Maruti Swift VXI,2016,1197.0,Third Party,Manual,30000.0,Second Owner,Petrol,81.8,5.0,21.21,Hatchback,Agra,4.4,2016.0,Maruti,Swift VXI,4,3,3,0,20,2165,3,1
2022 Force Gurkha 2.6 Diesel BSVI,2022,2596.0,Third Party,Manual,20000.0,First Owner,Diesel,89.8,4.0,0.0,SUV,Ahmedabad,15.0,2022.0,Force,Gurkha 2.6 Diesel BSVI,1,1,3,1,8,1092,7,1
2017 Honda Amaze E i-VTEC,Dec 2017,1198.0,Comprehensive,Manual,43800.0,First Owner,Petrol,86.7,5.0,17.8,Sedan,Mumbai,5.25,2017.0,Honda,Amaze E i-VTEC,4,1,0,11,10,203,8,1
2013 Hyundai i10 Era LPG,2013,1086.0,Third Party,Manual,80000.0,Second Owner,LPG,68.1,5.0,19.0,Hatchback,Ahmedabad,2.55,2013.0,Hyundai,i10 Era LPG,3,3,3,1,11,2817,3,1
2018 Maruti Ertiga SHVS VDI,May 2018,1248.0,Comprehensive,Manual,83567.0,Second Owner,Diesel,88.5,7.0,24.52,MUV,Gurgaon,7.41,2018.0,Maruti,Ertiga SHVS VDI,1,3,0,6,20,889,4,1
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Apr 2019,1197.0,Zero Dep,Manual,17925.0,First Owner,Petrol,81.8,5.0,18.9,Hatchback,Delhi,4.9,2019.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,4,1,4,5,11,1054,3,1
2019 Volkswagen Polo 1.0 MPI Highline Plus,2019,999.0,Third Party,Manual,10000.0,First Owner,Petrol,75.0,5.0,18.78,Hatchback,Bangalore,9.0,2019.0,Volkswagen,Polo 1.0 MPI Highline Plus,4,1,3,2,30,1636,3,1
2018 Maruti Vitara Brezza VDi AMT,May 2018,1248.0,Comprehensive,Automatic,57000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Delhi,7.4,2018.0,Maruti,Vitara Brezza VDi AMT,1,1,0,5,20,2476,7,0
2011 Maruti Alto LXi,2011,796.0,Third Party,Manual,40000.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Ahmedabad,1.8,2011.0,Maruti,Alto LXi,4,1,3,1,20,169,3,1
2017 Hyundai i20 Magna 1.2,2017,1197.0,Third Party,Manual,60000.0,First Owner,Petrol,81.8,5.0,18.6,Hatchback,Hyderabad,6.0,2017.0,Hyundai,i20 Magna 1.2,4,1,3,7,11,2888,3,1
2014 Chevrolet Beat Diesel LT,2014,936.0,Third Party,Manual,30000.0,Second Owner,Diesel,56.3,5.0,25.44,Hatchback,Mumbai,1.7,2014.0,Chevrolet,Beat Diesel LT,1,3,3,11,3,350,3,1
2021 Volkswagen Polo 1.0 MPI Trendline,2021,999.0,Third Party,Manual,20000.0,First Owner,Petrol,75.1,5.0,17.74,Hatchback,Pune,7.0,2021.0,Volkswagen,Polo 1.0 MPI Trendline,4,1,3,12,30,1638,3,1
2010 Maruti Ritz VXi,Apr 2010,1197.0,Comprehensive,Manual,94259.0,First Owner,Petrol,85.8,5.0,18.5,Hatchback,Chennai,2.6,2010.0,Maruti,Ritz VXi,4,1,0,4,20,1800,3,1
2018 Maruti Celerio VXI Optional MT BSIV,Jun 2018,998.0,Zero Dep,Manual,32623.0,First Owner,Petrol,67.0,5.0,23.1,Hatchback,Chandigarh,4.11,2018.0,Maruti,Celerio VXI Optional MT BSIV,4,1,4,3,20,465,3,1
2021 Nissan Magnite XV BSVI,2021,999.0,Third Party,Manual,20000.0,First Owner,Petrol,71.0,5.0,18.75,SUV,Ahmedabad,6.51,2021.0,Nissan,Magnite XV BSVI,4,1,3,1,23,1430,7,1
2017 Hyundai Creta 1.6 CRDi AT SX Plus,Oct 2017,1582.0,Comprehensive,Automatic,82000.0,First Owner,Diesel,126.2,5.0,17.01,SUV,Ahmedabad,10.75,2017.0,Hyundai,Creta 1.6 CRDi AT SX Plus,1,1,0,1,11,686,7,0
2013 Maruti Swift Dzire VDI,Oct 2013,1248.0,Comprehensive,Manual,99860.0,First Owner,Diesel,74.0,5.0,23.4,Sedan,Hyderabad,4.35,2013.0,Maruti,Swift Dzire VDI,1,1,0,7,20,2118,8,1
2018 Tata Tiago 1.2 Revotron XZA,Apr 2019,1199.0,Third Party,Automatic,120830.0,First Owner,Petrol,83.8,5.0,23.84,Hatchback,Ahmedabad,4.46,2018.0,Tata,Tiago 1.2 Revotron XZA,4,1,3,1,28,2261,3,0
2016 Fiat Punto 1.2 Active,2016,1172.0,Third Party,Manual,120000.0,First Owner,Petrol,67.0,5.0,15.7,Hatchback,Chandigarh,3.5,2016.0,Fiat,Punto 1.2 Active,4,1,3,3,7,1685,3,1
2011 Honda New Accord 2.4 AT,2011,2354.0,Third Party,Automatic,90000.0,Second Owner,Petrol,177.6,5.0,11.7,Sedan,Ahmedabad,4.35,2011.0,Honda,New Accord 2.4 AT,4,3,3,1,10,1498,8,0
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Nov 2017,1197.0,Zero Dep,Manual,54748.0,First Owner,Petrol,81.8,5.0,18.9,Hatchback,Ahmedabad,4.91,2017.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,4,1,4,1,11,1052,3,1
2016 Toyota Corolla Altis 1.8 G CVT,Apr 2016,1798.0,Comprehensive,Automatic,66000.0,First Owner,Petrol,138.0,5.0,14.28,Sedan,Delhi,9.45,2016.0,Toyota,Corolla Altis 1.8 G CVT,4,1,0,5,29,656,8,0
2018 Honda Jazz 1.2 V AT i VTEC,May 2018,1199.0,Comprehensive,Automatic,89000.0,First Owner,Petrol,88.7,5.0,19.0,Hatchback,Pune,6.75,2018.0,Honda,Jazz 1.2 V AT i VTEC,4,1,0,12,10,1277,3,0
2015 Fiat Avventura Power Up 1.3 Emotion,2015,1248.0,Third Party,Manual,110000.0,First Owner,Diesel,91.7,5.0,20.5,Hatchback,Pune,3.5,2015.0,Fiat,Avventura Power Up 1.3 Emotion,1,1,3,12,7,309,3,1
2018 Honda WR-V Edge Edition i-DTEC S,Jun 2018,1498.0,Third Party,Manual,85965.0,First Owner,Diesel,98.6,5.0,25.5,SUV,Lucknow,6.2,2018.0,Honda,WR-V Edge Edition i-DTEC S,1,1,3,10,10,2492,7,1
2017 Renault KWID Climber 1.0 AMT,Apr 2018,999.0,Zero Dep,Automatic,35437.0,First Owner,Petrol,67.0,5.0,24.04,Hatchback,Delhi,3.86,2017.0,Renault,KWID Climber 1.0 AMT,4,1,4,5,26,1344,3,0
2020 Hyundai Aura S Diesel,2020,1186.0,Third Party,Manual,80000.0,First Owner,Diesel,73.9,5.0,25.35,Sedan,Pune,7.5,2020.0,Hyundai,Aura S Diesel,1,1,3,12,11,294,8,1
2009 Maruti SX4 ZXI MT BSIV,2009,1586.0,Third Party,Manual,120000.0,Third Owner,Petrol,103.3,5.0,15.5,Sedan,Gurgaon,1.51,2009.0,Maruti,SX4 ZXI MT BSIV,4,4,3,6,20,1886,8,1
2019 Tata Nexon 1.5 Revotorq XM,Jun 2019,1497.0,Third Party,Manual,26805.0,First Owner,Diesel,108.5,5.0,21.5,SUV,Delhi,7.72,2019.0,Tata,Nexon 1.5 Revotorq XM,1,1,3,5,28,1536,7,1
2017 Maruti Ignis 1.2 Delta BSIV,Feb 2017,1197.0,Third Party,Manual,37950.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Bangalore,5.85,2017.0,Maruti,Ignis 1.2 Delta BSIV,4,1,3,2,20,1149,3,1
2017 Mahindra KUV 100 NXT D75 K6 Plus,Feb 2017,1198.0,Comprehensive,Manual,91112.0,First Owner,Diesel,77.0,6.0,25.32,Hatchback,Chennai,3.75,2017.0,Mahindra,KUV 100 NXT D75 K6 Plus,1,1,0,4,19,1306,3,1
2022 Mahindra Thar LX 4-Str Hard Top Diesel BSVI,Aug 2022,2184.0,Third Party,Manual,17000.0,First Owner,Diesel,130.0,4.0,15.2,SUV,Ahmedabad,15.9,2022.0,Mahindra,Thar LX 4-Str Hard Top Diesel BSVI,1,1,3,1,19,2245,7,1
2016 Maruti SX4 S Cross DDiS 200 Alpha,2016,1248.0,Third Party,Manual,90000.0,First Owner,Diesel,88.5,5.0,23.65,SUV,Delhi,5.25,2016.0,Maruti,SX4 S Cross DDiS 200 Alpha,1,1,3,5,20,1869,7,1
2018 Maruti Ertiga VDI,May 2018,1248.0,Third Party,Manual,79500.0,First Owner,Diesel,88.5,7.0,25.47,MUV,Kolkata,7.25,2018.0,Maruti,Ertiga VDI,1,1,3,9,20,894,4,1
2017 Maruti Swift Dzire VXI,May 2017,1197.0,Third Party,Manual,32199.0,First Owner,Petrol,83.1,5.0,20.85,Sedan,Chennai,5.9,2017.0,Maruti,Swift Dzire VXI,4,1,3,4,20,2121,8,1
2019 Honda Amaze V CVT Diesel BSIV,Feb 2019,1498.0,Comprehensive,Automatic,71000.0,First Owner,Diesel,78.9,5.0,23.8,Sedan,Pune,8.75,2019.0,Honda,Amaze V CVT Diesel BSIV,1,1,0,12,10,227,8,0
2022 Honda Amaze VX BSVI,2022,1199.0,Third Party,Manual,40000.0,First Owner,Petrol,88.5,5.0,18.6,Sedan,Delhi,8.5,2022.0,Honda,Amaze VX BSVI,4,1,3,5,10,234,8,1
2018 Hyundai Creta 1.6 SX Option Executive Diesel,Feb 2018,1582.0,Third Party,Manual,26833.0,Second Owner,Diesel,126.2,5.0,20.5,SUV,Mumbai,9.13,2018.0,Hyundai,Creta 1.6 SX Option Executive Diesel,1,3,3,11,11,700,7,1
2019 Hyundai Venue SX Opt Diesel BSIV,Feb 2020,1396.0,Third Party,Manual,46269.0,First Owner,Diesel,88.7,5.0,23.7,SUV,Hyderabad,11.5,2019.0,Hyundai,Venue SX Opt Diesel BSIV,1,1,3,7,11,2390,7,1
2015 Maruti Ertiga VDI,Aug 2015,1248.0,Third Party,Manual,67668.0,First Owner,Diesel,88.7,7.0,20.77,MUV,Hyderabad,7.12,2015.0,Maruti,Ertiga VDI,1,1,3,7,20,894,4,1
2018 Toyota Fortuner 2.7 2WD AT BSIV,Sept 2018,2694.0,Not Available,Automatic,64133.0,First Owner,Petrol,163.7,7.0,10.26,SUV,Gurgaon,32.0,2018.0,Toyota,Fortuner 2.7 2WD AT BSIV,4,1,2,6,29,983,7,0
2016 Maruti Swift VXI,May 2016,1197.0,Third Party,Manual,8347.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Kolkata,4.49,2016.0,Maruti,Swift VXI,4,1,3,9,20,2165,3,1
2017 Maruti Swift VXI,Aug 2017,1197.0,Comprehensive,Manual,69946.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Delhi,4.93,2017.0,Maruti,Swift VXI,4,1,0,5,20,2165,3,1
2004 Ford Ikon 1.6 ZXI,2004,1597.0,Third Party,Manual,80000.0,Second Owner,Petrol,92.0,5.0,14.2,Sedan,Bangalore,0.75,2004.0,Ford,Ikon 1.6 ZXI,4,3,3,2,9,1168,8,1
2017 Maruti Baleno 1.3 Delta,2017,1248.0,Third Party,Manual,120000.0,Second Owner,Diesel,74.0,5.0,27.39,Hatchback,Bangalore,5.75,2017.0,Maruti,Baleno 1.3 Delta,1,3,3,2,20,327,3,1
2016 Maruti SX4 S Cross DDiS 200 Zeta,Jun 2016,1248.0,Third Party,Manual,117495.0,First Owner,Diesel,88.5,5.0,23.65,SUV,Kolkata,3.94,2016.0,Maruti,SX4 S Cross DDiS 200 Zeta,1,1,3,9,20,1872,7,1
2018 Toyota Fortuner 2.8 2WD AT BSIV,Jul 2018,2755.0,Third Party,Automatic,74000.0,First Owner,Diesel,174.5,7.0,12.9,SUV,Delhi,28.75,2018.0,Toyota,Fortuner 2.8 2WD AT BSIV,1,1,3,5,29,985,7,0
2017 Maruti Alto 800 CNG LXI,Jun 2017,796.0,Third Party,Manual,36788.0,First Owner,CNG,40.3,5.0,33.44,Hatchback,Mumbai,2.99,2017.0,Maruti,Alto 800 CNG LXI,0,1,3,11,20,135,3,1
2020 Tata Nexon 1.2 Revotron XMA,Jun 2020,1198.0,Third Party,Automatic,46509.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Delhi,7.59,2020.0,Tata,Nexon 1.2 Revotron XMA,4,1,3,5,28,1529,7,0
2021 Hyundai Aura SX,2021,1197.0,Third Party,Manual,20000.0,First Owner,Petrol,81.8,5.0,20.5,Sedan,Delhi,7.5,2021.0,Hyundai,Aura SX,4,1,3,5,11,295,8,1
2020 Renault KWID 1.0 RXL AMT,Feb 2021,999.0,Third Party,Automatic,22475.0,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Gurgaon,4.67,2020.0,Renault,KWID 1.0 RXL AMT,4,1,3,6,26,1329,3,0
2015 Honda Jazz 1.2 VX i VTEC,Jun 2015,1199.0,Third Party,Manual,72344.0,Third Owner,Petrol,88.7,5.0,18.7,Hatchback,Mumbai,4.66,2015.0,Honda,Jazz 1.2 VX i VTEC,4,4,3,11,10,1280,3,1
2015 Chevrolet Cruze LTZ AT,2015,1998.0,Third Party,Automatic,50000.0,Third Owner,Diesel,163.7,5.0,14.81,Sedan,Delhi,4.15,2015.0,Chevrolet,Cruze LTZ AT,1,4,3,5,3,730,8,0
2020 Maruti S-Presso VXI Plus 2019-2022,2020,998.0,Third Party,Manual,40000.0,First Owner,Petrol,65.7,5.0,21.7,Hatchback,Kolkata,4.5,2020.0,Maruti,S-Presso VXI Plus 2019-2022,4,1,3,9,20,1849,3,1
2022 Tata Nexon XZ Plus Dark Edition BSVI,Apr 2022,1199.0,Comprehensive,Manual,15061.0,First Owner,Petrol,118.3,5.0,17.33,SUV,Hyderabad,10.5,2022.0,Tata,Nexon XZ Plus Dark Edition BSVI,4,1,0,7,28,1565,7,1
2012 Fiat Linea 1.3 Dynamic,Nov 2013,1248.0,Third Party,Manual,104493.0,First Owner,Diesel,91.2,5.0,20.4,Sedan,Gurgaon,1.7,2012.0,Fiat,Linea 1.3 Dynamic,1,1,3,6,7,1399,8,1
2017 Datsun GO T BSIV,Jan 2018,1198.0,Comprehensive,Manual,148900.0,Second Owner,Petrol,67.0,5.0,20.63,Hatchback,Pune,2.61,2017.0,Datsun,GO T BSIV,4,3,0,12,6,1023,3,1
2010 Maruti Swift VDi BSIII W/ ABS,2010,1248.0,Third Party,Manual,110000.0,Second Owner,Diesel,73.97,5.0,17.8,Hatchback,Chandigarh,2.4,2010.0,Maruti,Swift VDi BSIII W/ ABS,1,3,3,3,20,2162,3,1
2016 Nissan Micra XL,Jul 2016,1198.0,Third Party,Manual,17512.0,Second Owner,Petrol,75.0,5.0,18.44,Hatchback,Bangalore,3.9,2016.0,Nissan,Micra XL,4,3,3,2,23,1467,3,1
2019 Honda CR-V Diesel 2WD,Nov 2019,1597.0,Not Available,Automatic,63660.0,First Owner,Diesel,118.3,7.0,19.5,SUV,Gurgaon,16.5,2019.0,Honda,CR-V Diesel 2WD,1,1,2,6,10,411,7,0
2022 Tata Punch Adventure Rhythm BSVI,2022,1199.0,Third Party,Manual,10000.0,Second Owner,Petrol,86.6,5.0,20.09,SUV,Kolkata,5.9,2022.0,Tata,Punch Adventure Rhythm BSVI,4,3,3,9,28,1676,7,1
2018 Tata Tiago 1.2 Revotron XT,Jul 2018,1199.0,Comprehensive,Manual,64666.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Pune,4.93,2018.0,Tata,Tiago 1.2 Revotron XT,4,1,0,12,28,2255,3,1
2016 Maruti Swift Dzire VXI,May 2016,1197.0,Comprehensive,Manual,48563.0,Second Owner,Petrol,88.5,5.0,22.41,Sedan,Ahmedabad,5.27,2016.0,Maruti,Swift Dzire VXI,4,3,0,1,20,2121,8,1
2012 Mahindra XUV500 W8 2WD,Dec 2012,2179.0,Not Available,Manual,160351.0,First Owner,Diesel,140.0,7.0,15.1,SUV,Jaipur,4.15,2012.0,Mahindra,XUV500 W8 2WD,1,1,2,8,19,2697,7,1
2022 Mahindra XUV700 AX5 Diesel BSVI,Sept 2022,2198.0,Third Party,Manual,13445.0,First Owner,Diesel,182.3,5.0,0.0,SUV,Bangalore,22.49,2022.0,Mahindra,XUV700 AX5 Diesel BSVI,1,1,3,2,19,2712,7,1
2018 Toyota Etios Liva 1.4 VD,Jun 2018,1364.0,Third Party,Manual,26195.0,First Owner,Diesel,67.0,5.0,23.59,Hatchback,Lucknow,5.52,2018.0,Toyota,Etios Liva 1.4 VD,1,1,3,10,29,928,3,1
2015 Maruti Wagon R AMT VXI,2015,998.0,Third Party,Automatic,30000.0,Second Owner,Petrol,67.0,5.0,20.51,Hatchback,Pune,3.3,2015.0,Maruti,Wagon R AMT VXI,4,3,3,12,20,2501,3,0
2009 Maruti SX4 Zxi BSIII,Jul 2009,1586.0,Not Available,Manual,66425.0,First Owner,Petrol,104.68,5.0,15.0,Sedan,Bangalore,1.44,2009.0,Maruti,SX4 Zxi BSIII,4,1,2,2,20,1888,8,1
2015 Hyundai i20 Sportz 1.2,Sept 2015,1197.0,Third Party,Manual,94121.0,Second Owner,Petrol,81.8,5.0,18.6,Hatchback,Hyderabad,5.39,2015.0,Hyundai,i20 Sportz 1.2,4,3,3,7,11,2910,3,1
2019 Hyundai Verna VTVT 1.4 EX,2019,1368.0,Third Party,Manual,20000.0,First Owner,Petrol,98.6,5.0,19.1,Sedan,Delhi,7.5,2019.0,Hyundai,Verna VTVT 1.4 EX,4,1,3,5,11,2460,8,1
2017 BMW 3 Series GT Luxury Line,Apr 2017,1995.0,Comprehensive,Automatic,65000.0,First Owner,Diesel,188.0,5.0,21.76,Sedan,Bangalore,32.0,2017.0,BMW,3 Series GT Luxury Line,1,1,0,2,1,24,8,0
2016 Nissan Micra Active XV Petrol,Sept 2016,1198.0,Comprehensive,Manual,110267.0,Second Owner,Petrol,67.0,5.0,19.49,Hatchback,Chennai,3.51,2016.0,Nissan,Micra Active XV Petrol,4,3,0,4,23,1460,3,1
2022 Nissan Magnite XL BSVI,Apr 2022,999.0,Comprehensive,Manual,1763.0,First Owner,Petrol,71.0,5.0,18.75,SUV,Kolkata,6.12,2022.0,Nissan,Magnite XL BSVI,4,1,0,9,23,1429,7,1
2016 Maruti Baleno 1.2 Sigma,Jun 2016,1197.0,Third Party,Manual,91117.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Lucknow,4.32,2016.0,Maruti,Baleno 1.2 Sigma,4,1,3,10,20,324,3,1
2015 Maruti Ciaz VXi,Mar 2015,1373.0,Third Party,Manual,64000.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Delhi,5.95,2015.0,Maruti,Ciaz VXi,4,1,3,5,20,525,8,1
2017 Volkswagen Ameo 1.5 TDI Highline,2017,1498.0,Third Party,Manual,110000.0,First Owner,Diesel,108.6,5.0,21.66,Sedan,Chennai,5.2,2017.0,Volkswagen,Ameo 1.5 TDI Highline,1,1,3,4,30,259,8,1
2015 Hyundai Grand i10 Asta,Jul 2015,1197.0,Third Party,Manual,87868.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Chennai,4.4,2015.0,Hyundai,Grand i10 Asta,4,1,3,4,11,1060,3,1
2021 Skoda Rapid 1.0 TSI Onyx,2021,999.0,Third Party,Manual,20000.0,First Owner,Petrol,108.6,5.0,18.97,Sedan,Agra,9.3,2021.0,Skoda,Rapid 1.0 TSI Onyx,4,1,3,0,27,1741,8,1
2020 Hyundai Grand i10 Nios Sportz Dual Tone,Dec 2020,1197.0,Comprehensive,Manual,12000.0,First Owner,Petrol,81.8,5.0,20.7,Hatchback,Kolkata,5.75,2020.0,Hyundai,Grand i10 Nios Sportz Dual Tone,4,1,0,9,11,1084,3,1
2014 Maruti Swift VXI,Jul 2014,1197.0,Comprehensive,Manual,31946.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Mumbai,4.04,2014.0,Maruti,Swift VXI,4,1,0,11,20,2165,3,1
2011 Hyundai Verna 1.6 SX VTVT,2011,1591.0,Third Party,Manual,100000.0,Third Owner,Petrol,121.3,5.0,17.01,Sedan,Mumbai,2.4,2011.0,Hyundai,Verna 1.6 SX VTVT,4,4,3,11,11,2423,8,1
2015 Renault Duster 85PS Diesel RxL Plus,Jun 2015,1461.0,Third Party,Manual,68739.0,Second Owner,Diesel,83.8,5.0,20.45,SUV,Bangalore,6.76,2015.0,Renault,Duster 85PS Diesel RxL Plus,1,3,3,2,26,754,7,1
2017 Maruti Ciaz 1.4 AT Alpha,2017,1373.0,Third Party,Automatic,80000.0,First Owner,Petrol,91.1,5.0,19.12,Sedan,Gurgaon,5.25,2017.0,Maruti,Ciaz 1.4 AT Alpha,4,1,3,6,20,494,8,0
2017 Maruti Baleno 1.2 CVT Zeta,Apr 2017,1197.0,Comprehensive,Automatic,50484.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,5.95,2017.0,Maruti,Baleno 1.2 CVT Zeta,4,3,0,12,20,322,3,0
2019 Ford Ecosport 1.5 Diesel Titanium Plus BSIV,Mar 2019,1498.0,Third Party,Manual,63449.0,First Owner,Diesel,98.9,5.0,23.0,SUV,Bangalore,9.42,2019.0,Ford,Ecosport 1.5 Diesel Titanium Plus BSIV,1,1,3,2,9,797,7,1
2011 Hyundai i10 Sportz AT,Sept 2011,1197.0,Comprehensive,Automatic,58000.0,Second Owner,Petrol,78.9,5.0,16.95,Hatchback,Chennai,3.4,2011.0,Hyundai,i10 Sportz AT,4,3,0,4,11,2828,3,0
2019 Ford Figo 1.2P Titanium MT,2019,1196.0,Third Party,Manual,40000.0,First Owner,Petrol,86.8,5.0,18.16,Hatchback,Delhi,4.8,2019.0,Ford,Figo 1.2P Titanium MT,4,1,3,5,9,964,3,1
2018 Honda City i-VTEC VX,2018,1497.0,Third Party,Manual,80000.0,First Owner,Petrol,117.6,5.0,17.4,Sedan,Mumbai,8.75,2018.0,Honda,City i-VTEC VX,4,1,3,11,10,596,8,1
2019 Hyundai Xcent 1.2 VTVT SX,Jan 2020,1197.0,Zero Dep,Manual,33702.0,First Owner,Petrol,81.8,5.0,20.14,Sedan,Ahmedabad,6.03,2019.0,Hyundai,Xcent 1.2 VTVT SX,4,1,4,1,11,2742,8,1
2018 Honda City i-VTEC SV,Apr 2018,1497.0,Third Party,Manual,42000.0,First Owner,Petrol,117.6,5.0,17.4,Sedan,Kolkata,5.0,2018.0,Honda,City i-VTEC SV,4,1,3,9,10,594,8,1
2017 Maruti Swift Dzire VDI,Dec 2017,1248.0,Zero Dep,Manual,90250.0,First Owner,Diesel,74.0,5.0,28.4,Sedan,Chennai,6.72,2017.0,Maruti,Swift Dzire VDI,1,1,4,4,20,2118,8,1
2015 Audi A6 35 TDI,Feb 2016,1968.0,Not Available,Automatic,20331.0,Second Owner,Diesel,187.7,5.0,18.53,Sedan,Chandigarh,28.0,2015.0,Audi,A6 35 TDI,1,3,2,3,0,101,8,0
2013 Toyota Fortuner 4x2 4 Speed AT,Sept 2013,2982.0,Not Available,Automatic,109618.0,First Owner,Diesel,169.0,7.0,11.5,SUV,Gurgaon,11.54,2013.0,Toyota,Fortuner 4x2 4 Speed AT,1,1,2,6,29,997,7,0
2018 Honda WR-V i-VTEC VX,Jun 2018,1199.0,Comprehensive,Manual,28473.0,First Owner,Petrol,88.7,5.0,17.5,SUV,Kolkata,6.85,2018.0,Honda,WR-V i-VTEC VX,4,1,0,9,10,2500,7,1
2016 Hyundai Grand i10 Asta,May 2016,1197.0,Comprehensive,Manual,18944.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Mumbai,4.79,2016.0,Hyundai,Grand i10 Asta,4,1,0,11,11,1060,3,1
2018 Maruti Baleno Zeta,Apr 2018,1197.0,Comprehensive,Manual,38502.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Chennai,6.8,2018.0,Maruti,Baleno Zeta,4,1,0,4,20,344,3,1
2021 Honda WR-V VX Diesel,Nov 2021,1498.0,Third Party,Manual,26000.0,First Owner,Diesel,97.8,5.0,23.7,SUV,Mumbai,11.45,2021.0,Honda,WR-V VX Diesel,1,1,3,11,10,2497,7,1
2021 MG Hector Plus Sharp DCT,2021,1451.0,Third Party,Automatic,20000.0,First Owner,Petrol,141.0,6.0,11.67,SUV,Gurgaon,19.0,2021.0,MG,Hector Plus Sharp DCT,4,1,3,6,18,1120,7,0
2023 Mahindra Thar LX 4-Str Hard Top AT RWD BSVI,Aug 2023,1997.0,Comprehensive,Automatic,1200.0,First Owner,Petrol,150.0,4.0,0.0,SUV,Delhi,16.0,2023.0,Mahindra,Thar LX 4-Str Hard Top AT RWD BSVI,4,1,0,5,19,2241,7,0
2017 Tata Tiago 1.2 Revotron XT,2017,1199.0,Third Party,Manual,30000.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Hyderabad,4.7,2017.0,Tata,Tiago 1.2 Revotron XT,4,1,3,7,28,2255,3,1
