full_name,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,resale_price_Lakh
2011 Mercedes-Benz C-Class C 200 CGI Elegance,Jan 2011,1796 cc,Third Party insurance,Automatic,"74,000 Kms",Second Owner,Petrol,186bhp,5.0,11.74 kmpl,Sedan,Mumbai,7.0
2016 Mahindra Scorpio S6 Plus 8 Seater,Jan 2016,2179 cc,Comprehensive,Manual,"98,370 Kms",Second Owner,Diesel,120bhp,8.0,15.4 kmpl,SUV,Kolkata,8.25
2015 Honda Amaze S i-Vtech,Nov 2015,1198 cc,Comprehensive,Manual,"31,881 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Bangalore,5.05
2015 Nissan Terrano XL 85 PS,2015,1461 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,83.8bhp,5.0,20.45 kmpl,SUV,Gurgaon,4.2
2021 Maruti Ertiga VXI Petrol,Aug 2021,1462 cc,Comprehensive,Manual,"30,000 Kms",First Owner,Petrol,103bhp,7.0,19.34 kmpl,MUV,Ahmedabad,9.18
2016 Datsun RediGO S,Nov 2016,799 cc,Third Party,Manual,"37,256 Kms",Second Owner,Petrol,53.64bhp,5.0,22.7 kmpl,Hatchback,Chennai,2.66
2014 Nissan Sunny XL,2014,1498 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,97.7bhp,5.0,16.95 kmpl,Sedan,Delhi,2.6
2014 Hyundai Grand i10 Sportz,Oct 2014,1197 cc,Comprehensive,Manual,"1,05,407 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad,3.5
2013 Maruti Swift ZDi,2013,1248 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Hyderabad,4.25
2016 Honda City i VTEC CVT SV,Jun 2016,1497 cc,Third Party insurance,Automatic,"1,14,119 Kms",First Owner,Petrol,117.3bhp,5.0,18 kmpl,Sedan,Chennai,6.01
2015 Hyundai Grand i10 Era,Jul 2015,1197 cc,Third Party insurance,Manual,"78,000 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Pune,3.95
2023 Porsche Taycan Standard,Jan 2023,0 cc,Comprehensive,Automatic,"1,100 Kms",First Owner,Electric,321.84bhp,5.0,,Coupe,Delhi,157.0
2020 Maruti Baleno Alpha,2020,1197 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.01 kmpl,Hatchback,Bangalore,9.0
2020 Tata Altroz XZ BSVI,Jun 2020,1199 cc,Third Party,Manual,"24,255 Kms",First Owner,Petrol,86.83bhp,5.0,19.33 kmpl,Hatchback,Delhi,6.98
2014 Ford Ecosport 1.5 DV5 MT Titanium,Aug 2014,1498 cc,Comprehensive,Manual,"70,000 Kms",First Owner,Diesel,89.84bhp,5.0,22.7 kmpl,SUV,Delhi,3.69
2016 BMW X1 sDrive 20d xLine,Sept 2016,1995 cc,Not Available,Automatic,"37,209 Kms",Third Owner,Diesel,188bhp,5.0,20.68 kmpl,SUV,Gurgaon,17.0
2020 Honda Jazz 1.2 V i VTEC,Nov 2020,1199 cc,Comprehensive,Manual,"29,000 Kms",First Owner,Petrol,88.7bhp,5.0,18.7 kmpl,Hatchback,Ahmedabad,6.9
2019 Ford Endeavour Titanium Plus 4X4,May 2019,3198 cc,Comprehensive,Automatic,"59,605 Kms",Second Owner,Diesel,197bhp,7.0,14.2 kmpl,SUV,Delhi,30.0
2021 Maruti SX4 S Cross Sigma,Aug 2021,1462 cc,Third Party,Manual,"15,239 Kms",First Owner,Petrol,103.25bhp,5.0,18.55 kmpl,SUV,Chennai,8.52
2010 Hyundai Santro Xing GLS CNG,2010,1086 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,CNG,62.1bhp,5.0,11.88 kmpl,Hatchback,Delhi,0.9
2014 Honda City i VTEC CVT SV,Apr 2014,1497 cc,Third Party,Automatic,"1,00,912 Kms",Third Owner,Petrol,117.3bhp,5.0,18 kmpl,Sedan,Chennai,4.92
2015 Mercedes-Benz CLA 200 CDI Sport,2015,2143 cc,Third Party insurance,Automatic,"1,20,000 Kms",First Owner,Diesel,136bhp,5.0,17.9 kmpl,Sedan,Lucknow,16.0
2008 Maruti Alto LXi,2008,796 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,46.3bhp,5.0,19.7 kmpl,Hatchback,Mumbai,1.0
2014 Mahindra XUV500 W6 2WD,Oct 2014,2179 cc,Comprehensive,Manual,"1,03,506 Kms",First Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Pune,5.0
2005 Toyota Innova 2.5 G1 Diesel 8-seater,2005,2494 cc,Third Party insurance,Manual,"1,50,000 Kms",First Owner,Diesel,102,8.0,12.8 kmpl,MUV,Hyderabad,3.04
2022 Honda Amaze VX Petrol,Feb 2022,1199 cc,Third Party,Manual,"8,007 Kms",First Owner,Petrol,88.76bhp,5.0,18.6 kmpl,Sedan,Mumbai,8.23
2016 Renault KWID 1.0 RXT,Jun 2016,999 cc,Third Party,Manual,"27,775 Kms",Third Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Pune,3.87
2010 Skoda Fabia 1.2 MPI Ambiente Petrol,2010,1198 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Petrol,75 bhp at 5400 rpm,5.0,17.5 kmpl,Hatchback,Jaipur,2.0
2009 Hyundai i10 Magna 1.2,Oct 2009,1197 cc,Not Available,Manual,"1,26,751 Kms",First Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Gurgaon,1.2
2007 Maruti SX4 Vxi BSIII,2007,1586 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Petrol,104.68,5.0,15 kmpl,Maruti,Jaipur,0.5
2006 Hyundai Santro Xing XL,Mar 2022,1086 cc,Comprehensive,Manual,"1,10,654 Kms",Second Owner,Petrol,,5.0,,Hatchback,Bangalore,1.95
2018 Volkswagen Vento 1.6 Comfortline,Apr 2019,1598 cc,Zero Dep,Manual,"28,050 Kms",Second Owner,Petrol,103.2bhp,5.0,16.09 kmpl,Sedan,Bangalore,7.59
2020 Land Rover Discovery Sport TD4 SE 7S,Jul 2020,2179 cc,Third Party insurance,Automatic,"26,542 Kms",Second Owner,Diesel,147.5bhp,7.0,12.83 kmpl,SUV,Delhi,57.75
2014 Toyota Camry Hybrid,2014,2494 cc,Third Party insurance,Automatic,"60,000 Kms",Third Owner,Petrol,158.2bhp,5.0,19.16 kmpl,Sedan,Kolkata,10.0
2016 Honda City i VTEC SV,Sept 2016,1497 cc,Not Available,Manual,"49,706 Kms",First Owner,Petrol,117.3bhp,5.0,17.8 kmpl,Sedan,Gurgaon,5.5
2018 Honda Amaze S i-DTEC,2018,1498 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,98.6bhp,5.0,25.8 kmpl,Sedan,Ahmedabad,6.0
2022 Maruti Eeco 5 Seater AC CNG BSVI,Aug 2022,1197 cc,Not Available,Manual,"33,488 Kms",First Owner,CNG,70.67bhp,5.0,26.78 km/kg,Cars,Ahmedabad,5.9
2022 Audi e-tron 55 Sportback,,0 cc,Third Party insurance,Automatic,"9,900 Kms",,Electric,300kWbhp,5.0,,SUV,Gurgaon,104.0
2015 Maruti Wagon R LXI CNG,2015,998 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,CNG,58.16bhp,5.0,26.6 kmpl,Hatchback,Delhi,2.55
2017 Maruti Ciaz 1.4 Alpha,Sept 2017,1373 cc,Third Party,Manual,"52,645 Kms",Third Owner,Petrol,91.1bhp,5.0,20.73 kmpl,Sedan,Chennai,5.79
2016 Toyota Corolla Altis 1.8 G,Apr 2016,1798 cc,Comprehensive,Manual,"81,800 Kms",First Owner,Petrol,138.03bhp,5.0,14.28 kmpl,Sedan,Gurgaon,8.5
2015 Honda Amaze S i-Vtech,Jul 2015,1198 cc,Third Party insurance,Manual,"1,05,227 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Jaipur,3.79
2010 Maruti SX4 ZXI MT BSIV Leather,2010,1586 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Petrol,103.3bhp,5.0,15.5 kmpl,Sedan,Gurgaon,2.2
2019 Land Rover Range Rover Sport 3.0 D Autobiography Dynamic,Jul 2019,2993 cc,Comprehensive,Automatic,"17,000 Kms",First Owner,Diesel,296bhp,5.0,12.65 kmpl,SUV,Bangalore,166.0
2010 Tata Manza Aqua Quadrajet,2010,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Diesel,90 PS,5.0,18.8 kmpl,Sedan,Jaipur,1.6
2009 Fiat Linea Emotion Pack,2009,1368 cc,Third Party insurance,Manual,"1,20,000 Kms",Fourth Owner,Petrol,90 PS,5.0,16 kmpl,Sedan,Bangalore,1.9
2009 Skoda Superb Elegance 1.8 TSI AT,Jun 2009,1798 cc,Comprehensive,Automatic,"84,817 Kms",Second Owner,Petrol,157.75bhp,5.0,13.7 kmpl,Sedan,Bangalore,5.5
2015 Renault Duster 110PS Diesel RxL,2015,1461 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,108.45bhp,5.0,19.64 kmpl,SUV,Gurgaon,4.25
2015 Maruti Alto 800 LXI,Aug 2015,796 cc,Zero Dep,Manual,"18,623 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Mumbai,2.79
2012 Maruti Swift Dzire VDI,Aug 2012,1248 cc,Third Party insurance,Manual,"1,25,542 Kms",First Owner,Diesel,74.02bhp,5.0,28.4 kmpl,Sedan,Hyderabad,4.2
2013 Mahindra XUV500 W6 2WD,2013,2179 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Chandigarh,4.2
2019 Maruti Swift Dzire VXI 1.2,Mar 2020,1197 cc,Zero Dep,Manual,"32,436 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Sedan,Gurgaon,5.69
2017 Hyundai i20 1.2 Magna Executive,Jun 2017,1197 cc,Third Party,Manual,"13,851 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Delhi,5.54
2018 Maruti SX4 S Cross Zeta DDiS 200 SH,Jul 2018,1248 cc,Comprehensive,Manual,"61,000 Kms",First Owner,Diesel,88.5bhp,5.0,25.1 kmpl,SUV,Ahmedabad,8.95
2015 Maruti Baleno 1.2 Delta,Dec 2015,1197 cc,Comprehensive,Manual,"16,000 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Mumbai,5.25
2017 Hyundai Creta 1.4 CRDi S Plus,Aug 2017,1396 cc,Comprehensive,Manual,"59,964 Kms",First Owner,Diesel,88.7bhp,5.0,21.38 kmpl,SUV,Mumbai,9.3
2020 Mahindra XUV300 W8 Option BSVI,Jul 2020,1197 cc,Comprehensive,Manual,"49,000 Kms",First Owner,Petrol,108.62bhp,5.0,16.82 kmpl,SUV,Ahmedabad,9.9
2018 Maruti SX4 S Cross Delta DDiS 200 SH,2018,1248 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Diesel,88.5bhp,5.0,25.1 kmpl,SUV,Delhi,7.5
2017 Maruti Ignis 1.2 AMT Delta BSIV,Jan 2018,1197 cc,Comprehensive,Automatic,"16,202 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Bangalore,6.23
2021 Tata Nexon XZ Plus (O) BSVI,2021,1199 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,118.36bhp,5.0,17.57 kmpl,SUV,Mumbai,11.0
2012 Volkswagen Jetta 2.0L TDI Comfortline,Jun 2012,1968 cc,Comprehensive,Manual,"63,185 Kms",Second Owner,Diesel,138.1bhp,5.0,19.33 kmpl,Sedan,Mumbai,4.36
2015 Mercedes-Benz C-Class C 200 AVANTGARDE,Jun 2015,1991 cc,Comprehensive,Automatic,"59,000 Kms",Second Owner,Petrol,181.04bhp,5.0,14.74 kmpl,Sedan,Bangalore,24.0
2012 Maruti Swift VXI,Jun 2012,1197 cc,Comprehensive,Manual,"60,606 Kms",Second Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Bangalore,4.43
2015 Maruti Swift Dzire VXI,Apr 2015,1197 cc,Comprehensive,Manual,"26,285 Kms",First Owner,Petrol,88.50bhp,5.0,22.41 kmpl,Sedan,Pune,4.91
2019 Hyundai Santro Asta BSIV,Apr 2019,1086 cc,Comprehensive,Manual,"57,435 Kms",First Owner,Petrol,68bhp,5.0,20.3 kmpl,Hatchback,Hyderabad,5.06
2015 Ford Aspire 1.2 Ti-VCT Trend,Jun 2015,1196 cc,Comprehensive,Manual,"91,000 Kms",First Owner,Petrol,86.8bhp,5.0,18.16 kmpl,Sedan,Delhi,3.74
2019 Maruti Ciaz Zeta Automatic BSIV,Jun 2019,1462 cc,Third Party,Automatic,"19,586 Kms",First Owner,Petrol,103.25bhp,5.0,20.28 kmpl,Sedan,Pune,9.43
2017 Toyota Innova Crysta 2.4 ZX MT BSIV,Nov 2017,2393 cc,Comprehensive,Manual,"98,000 Kms",First Owner,Diesel,147.8bhp,7.0,13.68 kmpl,MUV,Chennai,18.5
2013 Hyundai i10 Sportz AT,Aug 2013,1197 cc,Third Party,Automatic,"1,25,004 Kms",First Owner,Petrol,78.9bhp,5.0,16.95 kmpl,Hatchback,Bangalore,3.17
2018 Toyota Fortuner 2.8 2WD MT,Jul 2018,2755 cc,Comprehensive,Manual,"43,000 Kms",First Owner,Diesel,174.5bhp,7.0,14.24 kmpl,SUV,Delhi,27.75
2020 Hyundai Aura SX Plus AMT,Feb 2020,1197 cc,Zero Dep,Automatic,"25,799 Kms",First Owner,Petrol,81.86bhp,5.0,20.1 kmpl,Sedan,Lucknow,7.82
2022 Hyundai Creta SX Diesel BSVI,Jul 2022,1493 cc,Third Party,Manual,"22,000 Kms",First Owner,Diesel,113.45bhp,5.0,,SUV,Mumbai,18.45
2013 Maruti Swift LDI,Oct 2013,1248 cc,Not Available,Manual,"72,480 Kms",First Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Jaipur,4.0
2020 Maruti Swift VXI,Jul 2020,1197 cc,Comprehensive,Manual,"73,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Hatchback,Ahmedabad,6.5
2021 Hyundai Venue S,Feb 2021,1197 cc,Comprehensive,Manual,"27,064 Kms",First Owner,Petrol,81.86bhp,5.0,17.52 kmpl,SUV,Mumbai,8.5
2014 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,May 2014,2494 cc,Comprehensive,Manual,"2,30,000 Kms",First Owner,Diesel,100bhp,7.0,12.99 kmpl,MUV,Delhi,7.15
2013 Volkswagen Polo 1.2 MPI Highline,Jul 2013,1198 cc,Third Party insurance,Manual,"68,000 Kms",Second Owner,Petrol,74bhp,5.0,16.47 kmpl,Hatchback,Pune,3.75
2022 MG Astor Savvy Turbo AT BSVI,Mar 2022,1349 cc,Third Party insurance,Automatic,"32,831 Kms",First Owner,Petrol,138.08bhp,5.0,14.34 kmpl,SUV,Ahmedabad,15.3
2019 Tata Nexon 1.2 Revotron XZA Plus,Mar 2019,1198 cc,Third Party insurance,Automatic,"40,045 Kms",First Owner,Petrol,108.5bhp,5.0,17 kmpl,SUV,Bangalore,10.16
2021 MG Hector Plus Sharp DCT,2021,1451 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,141bhp,6.0,11.67 kmpl,SUV,Mumbai,18.9
2020 Mahindra XUV300 W6 BSVI,2020,1197 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,108.6bhp,5.0,17 kmpl,SUV,Hyderabad,8.5
2019 Maruti Baleno 1.2 Delta,May 2019,1197 cc,Zero Dep,Manual,"50,252 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Delhi,5.89
2012 Toyota Fortuner 4x2 Manual,2012,2982 cc,Third Party insurance,Manual,"1,22,000 Kms",Second Owner,Diesel,168.5bhp,7.0,13 kmpl,SUV,Hyderabad,15.0
2004 Hyundai Santro Xing XG eRLX Euro II,2004,1086 cc,Third Party insurance,Manual,"90,000 Kms",First Owner,Petrol,,5.0,17 kmpl,Hatchback,Pune,0.7
2017 Maruti Celerio VXI,May 2017,998 cc,Third Party,Manual,"88,025 Kms",Second Owner,Petrol,67.04bhp,5.0,23.1 kmpl,Hatchback,Ahmedabad,3.84
2012 Hyundai Accent Executive,2012,1495 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Petrol,93.7bhp,5.0,16.36 kmpl,Sedan,Chandigarh,1.8
2019 Hyundai i20 1.2 Magna Executive,May 2019,1197 cc,Comprehensive,Manual,"17,000 Kms",Second Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Delhi,6.25
2003 Mitsubishi Lancer 1.5 GLXi,2003,1468 cc,Third Party insurance,Manual,"1,50,000 Kms",Second Owner,Petrol,85.8bhp,5.0,13.7 kmpl,Sedan,Jaipur,0.7
2018 Hyundai Xcent 1.2 VTVT S,2018,1197 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,81.86bhp,5.0,20.14 kmpl,Sedan,Delhi,4.5
2017 Volkswagen Vento 1.2 TSI Highline AT,Oct 2017,1197 cc,Zero Dep,Automatic,"41,050 Kms",First Owner,Petrol,103.2bhp,5.0,18.19 kmpl,Sedan,Pune,8.21
2019 Renault KWID RXL,2019,799 cc,Third Party insurance,Manual,"10,000 Kms",Second Owner,Petrol,53.3bhp,5.0,25.17 kmpl,Hatchback,Delhi,2.8
2021 Toyota Urban cruiser Premium,Jan 2022,1462 cc,Zero Dep,Manual,"43,283 Kms",First Owner,Petrol,103.26bhp,5.0,17.03 kmpl,SUV,Bangalore,9.54
2018 Tata Zest Quadrajet 1.3 XT,2018,1248 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Diesel,88.7bhp,5.0,20.65 kmpl,Sedan,Bangalore,4.8
2013 Honda Brio S MT,Jun 2013,1198 cc,Third Party,Manual,"25,217 Kms",Second Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Delhi,2.82
2012 Toyota Fortuner 4x2 4 Speed AT,Jun 2012,2982 cc,Not Available,Automatic,"2,08,009 Kms",Second Owner,Diesel,169bhp,7.0,11.5 kmpl,SUV,Lucknow,10.55
2011 Maruti Ritz VXI,2011,1197 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Petrol,85.80bhp,5.0,21.1 kmpl,Hatchback,Mumbai,2.45
2022 Toyota Urban cruiser Premium,2022,1462 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,103.26bhp,5.0,17.03 kmpl,SUV,Bangalore,9.75
2017 Hyundai Xcent Prime T Plus,2017,1197 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Petrol,81.86bhp,5.0,15.38 kmpl,Sedan,Hyderabad,3.8
2021 Honda City i-VTEC VX,Aug 2021,1497 cc,Third Party,Manual,"6,800 Kms",First Owner,Petrol,117.6bhp,5.0,17.4 kmpl,Sedan,Delhi,12.85
2018 Hyundai EON Era Plus,Nov 2018,814 cc,Zero Dep,Manual,"24,161 Kms",First Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Pune,3.24
2014 Toyota Innova 2.5 VX (Diesel) 8 Seater,Aug 2014,2494 cc,Comprehensive,Manual,"75,000 Kms",First Owner,Diesel,100.6bhp,8.0,12.99 kmpl,MUV,Bangalore,13.15
2017 Maruti Wagon R AMT VXI,Jun 2017,998 cc,Third Party insurance,Automatic,"47,756 Kms",First Owner,Petrol,67bhp,5.0,20.51 kmpl,Hatchback,Chennai,4.1
2004 Ford Ikon 1.6 CLXI,2004,1597 cc,Third Party insurance,Manual,"80,000 Kms",Second Owner,Petrol,92,5.0,14.2 kmpl,Sedan,Bangalore,0.56
2017 Maruti Baleno 1.2 Alpha,Apr 2017,1197 cc,Third Party,Manual,"99,536 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Kolkata,4.5
2018 Honda City i-VTEC CVT V,Mar 2018,1497 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Petrol,117.6bhp,5.0,18 kmpl,Sedan,Kolkata,7.25
2019 Maruti Ciaz Sigma BSIV,Jun 2019,1462 cc,Third Party,Manual,"3,089 Kms",Third Owner,Petrol,103.25bhp,5.0,21.56 kmpl,Sedan,Kolkata,7.23
2022 Hyundai Alcazar Signature AT,2022,1999 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Petrol,156.9bhp,6.0,14.2 kmpl,SUV,Hyderabad,21.0
2013 Chevrolet Beat Diesel LS,Jun 2013,936 cc,Comprehensive,Manual,"67,000 Kms",First Owner,Diesel,57.6bhp,5.0,25.44 kmpl,Hatchback,Chennai,2.85
2018 Maruti Ciaz Alpha BSIV,Sept 2018,1462 cc,Zero Dep,Manual,"44,752 Kms",First Owner,Petrol,103.25bhp,5.0,21.56 kmpl,Sedan,Gurgaon,7.68
2016 Volkswagen Ameo 1.5 TDI Highline Plus AT,Jul 2016,1498 cc,Third Party,Automatic,"63,000 Kms",First Owner,Diesel,108.62bhp,5.0,22 kmpl,Sedan,Bangalore,6.85
2017 Maruti Ciaz 1.4 Sigma,2017,1373 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,91.1bhp,5.0,20.73 kmpl,Sedan,Ahmedabad,5.22
2020 Hyundai Grand i10 Nios Era,Aug 2020,1197 cc,Third Party insurance,Manual,"22,480 Kms",First Owner,Petrol,81.86bhp,5.0,20.7 kmpl,Hatchback,Jaipur,5.02
2020 Maruti Wagon R CNG LXI,Jun 2020,998 cc,Third Party,Manual,"63,285 Kms",First Owner,CNG,58.33bhp,5.0,32.52 kmpl,Hatchback,Mumbai,6.22
2018 Maruti Celerio X AMT ZXI Option BSIV,Jun 2018,998 cc,Third Party,Automatic,"44,131 Kms",First Owner,Petrol,67bhp,5.0,21.63 kmpl,Hatchback,Chennai,4.64
2021 Maruti Alto 800 LXI,2021,796 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Kolkata,3.2
2016 Tata Tiago 1.2 Revotron XZ,Aug 2016,1199 cc,Third Party,Manual,"57,336 Kms",Second Owner,Petrol,84bhp,5.0,23.84 kmpl,Hatchback,Delhi,3.53
2010 Maruti Swift Dzire 1.2 Lxi BSIV,Feb 2010,1197 cc,Comprehensive,Manual,"46,470 Kms",First Owner,Petrol,85.8bhp,5.0,17.5 kmpl,Sedan,Delhi,2.17
2017 Ford Ecosport 1.5 Diesel Titanium BSIV,Aug 2017,1498 cc,Zero Dep,Manual,"79,826 Kms",First Owner,Diesel,98.96bhp,5.0,23 kmpl,SUV,Ahmedabad,6.0
2021 Mahindra XUV300 W6 AMT Sunroof BSVI,Sept 2021,1197 cc,Comprehensive,Automatic,"9,000 Kms",First Owner,Petrol,108.6bhp,5.0,17 kmpl,SUV,Mumbai,10.45
2010 Honda Civic 1.8 S MT,2010,1799 cc,Third Party insurance,Manual,"1,00,000 Kms",Third Owner,Petrol,130.2bhp,5.0,14.8 kmpl,Sedan,Lucknow,2.55
2015 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,Jun 2015,1498 cc,Comprehensive,Manual,"76,002 Kms",First Owner,Diesel,98.59bhp,5.0,22.77 kmpl,SUV,Ahmedabad,5.75
2015 Hyundai i20 Asta 1.2,Jun 2015,1197 cc,Comprehensive,Manual,"5,45,000 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Bangalore,5.95
2022 Maruti Celerio VXI BSVI,2022,998 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,65.71bhp,5.0,25.24 kmpl,Hatchback,Delhi,6.0
2022 Tata New Safari XZA Plus 6 Str AT BSVI,2022,1956 cc,Third Party insurance,Automatic,"20,000 Kms",First Owner,Diesel,167.67bhp,6.0,14.08 kmpl,SUV,Chandigarh,24.5
2016 Maruti Ciaz AT ZXi,Mar 2016,1373 cc,Comprehensive,Automatic,"48,000 Kms",First Owner,Petrol,91.1bhp,5.0,19.12 kmpl,Sedan,Mumbai,6.25
2020 Toyota Yaris J CVT,Oct 2020,1496 cc,Comprehensive,Automatic,"8,828 Kms",First Owner,Petrol,105.94bhp,5.0,17.8 kmpl,Sedan,Bangalore,8.87
2021 Mahindra XUV300 W8 Option AMT BSVI,Aug 2021,1197 cc,Zero Dep,Automatic,"21,768 Kms",First Owner,Petrol,108.62bhp,5.0,16.5 kmpl,SUV,Pune,11.74
2015 Maruti Celerio VXI AMT,Apr 2015,998 cc,Third Party,Automatic,"24,371 Kms",First Owner,Petrol,65.71bhp,5.0,26.68 kmpl,Hatchback,Lucknow,3.86
2016 Honda City i VTEC V,Jan 2016,1497 cc,Comprehensive,Manual,"27,460 Kms",First Owner,Petrol,117.3bhp,5.0,17.8 kmpl,Sedan,Kolkata,5.25
2018 Renault KWID 1.0 RXT,Aug 2018,999 cc,Third Party insurance,Manual,"48,000 Kms",Second Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Delhi,2.85
2013 Maruti Wagon R VXI BS IV,Jun 2013,998 cc,Comprehensive,Manual,"45,175 Kms",First Owner,Petrol,67.1bhp,5.0,18.9 kmpl,Hatchback,Bangalore,3.66
2021 Honda City VX MT,Nov 2021,1498 cc,Comprehensive,Manual,"13,000 Kms",First Owner,Petrol,119.35bhp,5.0,18.6 kmpl,Sedan,Chennai,12.45
2020 Land Rover Range Rover Velar P250 R-Dynamic HSE,Jul 2020,1997 cc,Comprehensive,Automatic,"30,000 Kms",First Owner,Petrol,247bhp,5.0,15.8 kmpl,SUV,Delhi,80.0
2017 Maruti Baleno 1.2 Delta,Sept 2017,1197 cc,Comprehensive,Manual,"66,609 Kms",First Owner,Petrol,83.1bhp,5.0,21.4 kmpl,Hatchback,Gurgaon,5.11
2014 Volkswagen Vento Diesel Highline,2014,1598 cc,Third Party insurance,Manual,"1,00,000 Kms",Second Owner,Diesel,103.6bhp,5.0,20.54 kmpl,Sedan,Jaipur,4.35
2017 Honda City i-VTEC CVT V,Aug 2017,1497 cc,Comprehensive,Automatic,"56,000 Kms",First Owner,Petrol,117.6bhp,5.0,18 kmpl,Sedan,Mumbai,7.5
2012 Mercedes-Benz E-Class E 200 CGI Avantgarde,May 2012,1796 cc,Comprehensive,Automatic,"74,000 Kms",Second Owner,Petrol,185bhp,5.0,12.3 kmpl,Sedan,Pune,10.5
2011 Maruti Swift VDI,2011,1248 cc,Third Party insurance,Manual,"90,000 Kms",Fourth Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Lucknow,2.85
2015 Maruti Swift VDI BSIV,2015,1248 cc,Third Party insurance,Manual,"1,20,000 Kms",First Owner,Diesel,74bhp,5.0,25.2 kmpl,Hatchback,Delhi,2.21
2017 Maruti Swift VXI,2017,1197 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Hatchback,Hyderabad,5.0
2010 Honda City 1.5 S MT,Dec 2010,1497 cc,Comprehensive,Manual,"68,220 Kms",First Owner,Petrol,"118PS at 6,600 rpm",5.0,17 kmpl,Sedan,Bangalore,3.75
2018 Maruti SX4 S Cross Zeta DDiS 200 SH,2018,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,88.5bhp,5.0,25.1 kmpl,SUV,Chandigarh,6.8
